date,Union,FDP,GRUENE,LINKE,SPD,PIRATEN,AfD
2013-02-15,43.0,3.0,15.0,7.0,24.0,-100,-100
2013-02-20,40.5,4.5,14.5,6.5,27.5,3.0,-100
2013-02-21,40.0,4.0,14.0,6.0,30.0,-100,-100
2013-02-22,40.0,4.0,16.0,8.0,25.0,-100,-100
2013-02-27,40.5,4.5,15.0,6.5,27.0,3.0,-100
2013-03-01,40.0,4.0,15.0,8.0,25.0,-100,-100
2013-03-06,40.0,4.0,16.0,7.5,26.5,2.0,-100
2013-03-07,41.0,4.0,14.0,7.0,28.0,-100,-100
2013-03-08,40.0,4.0,16.0,8.0,24.0,-100,-100
2013-03-13,39.5,4.5,16.5,7.5,26.5,3.0,-100
2013-03-15,40.0,6.0,15.0,7.0,24.0,-100,-100
2013-03-20,39.0,5.0,15.5,7.5,27.0,2.0,-100
2013-03-21,40.0,4.0,14.0,7.0,29.0,-100,-100
2013-03-22,41.0,5.0,14.0,8.0,24.0,-100,-100
2013-03-26,39.0,4.0,15.0,8.0,28.0,3.0,-100
2013-03-27,39.0,5.0,15.0,7.0,26.0,-100,-100
2013-03-28,40.0,5.0,15.0,8.0,24.0,-100,-100
2013-04-03,40.0,4.5,14.5,8.0,26.5,3.0,-100
2013-04-05,41.0,6.0,14.0,9.0,23.0,-100,-100
2013-04-10,41.5,4.5,14.5,7.5,26.5,2.0,-100
2013-04-11,42.0,4.0,14.0,6.0,27.0,-100,-100
2013-04-12,40.25,5.0,15.0,7.5,25.0,-100,-100
2013-04-17,40.0,4.5,14.0,7.5,26.5,-100,3.0
2013-04-19,42.0,5.0,14.0,7.0,23.0,-100,2.0
2013-04-24,40.0,4.0,14.0,7.0,27.0,2.0,2.5
2013-04-25,40.0,4.0,14.0,6.0,28.0,-100,3.0
2013-04-26,39.0,5.0,14.0,8.0,23.0,-100,3.0
2013-04-30,37.0,5.0,15.0,7.0,27.0,-100,2.0
2013-05-01,40.0,4.0,15.0,7.0,26.0,-100,3.0
2013-05-02,39.0,4.0,15.0,8.0,24.0,-100,3.0
2013-05-07,39.0,4.5,14.5,7.0,26.5,-100,2.5
2013-05-10,40.0,4.0,14.0,9.0,23.0,-100,2.0
2013-05-15,40.0,4.0,14.5,6.5,26.0,3.0,3.0
2013-05-16,41.0,4.0,13.0,6.0,29.0,-100,3.0
2013-05-17,40.0,5.0,13.0,7.0,25.5,-100,3.25
2013-05-22,40.5,4.0,13.5,6.5,27.0,2.0,2.0
2013-05-24,40.0,4.0,14.0,8.0,24.0,-100,3.0
2013-05-28,40.0,5.0,14.0,7.0,26.0,-100,2.0
2013-05-29,42.0,4.0,14.0,6.0,26.0,-100,3.0
2013-05-31,41.0,4.0,13.0,8.0,24.0,-100,3.0
2013-06-05,41.0,4.0,13.5,6.5,26.5,-100,3.0
2013-06-06,42.0,4.0,13.0,6.0,28.0,-100,3.0
2013-06-07,40.0,5.0,13.0,9.0,24.0,-100,2.0
2013-06-12,41.0,5.0,13.0,8.0,25.0,-100,2.0
2013-06-13,41.0,4.0,15.0,7.0,26.0,-100,2.0
2013-06-14,38.0,6.0,14.0,7.0,26.0,-100,3.0
2013-06-15,40.0,6.0,15.0,8.0,22.0,-100,2.0
2013-06-19,41.0,4.5,14.0,7.5,25.0,-100,2.0
2013-06-21,41.0,5.0,15.0,8.0,22.0,-100,2.0
2013-06-26,41.0,4.5,13.0,7.0,25.5,3.0,2.0
2013-06-27,43.0,4.0,13.0,6.0,26.0,-100,3.0
2013-06-28,41.0,5.0,14.0,9.0,22.0,-100,2.0
2013-07-03,42.0,4.0,13.0,7.5,25.5,3.0,2.0
2013-07-05,41.0,5.0,15.0,9.0,22.0,-100,2.0
2013-07-10,41.0,4.5,13.0,6.5,26.0,-100,2.0
2013-07-11,40.5,5.75,12.75,6.5,25.75,-100,3.25
2013-07-13,41.0,5.0,14.0,8.0,23.0,-100,2.0
2013-07-17,40.5,5.0,13.0,7.5,25.5,2.0,2.5
2013-07-19,41.0,5.0,12.0,9.0,22.0,-100,2.0
2013-07-24,41.0,4.5,13.5,7.5,25.0,2.0,2.5
2013-07-26,41.0,5.0,13.0,8.0,22.0,-100,2.0
2013-07-31,41.0,5.0,13.0,7.5,25.5,-100,2.0
2013-08-01,40.0,5.0,14.0,7.0,27.0,-100,-100
2013-08-05,40.0,5.0,14.0,7.0,23.0,-100,3.0
2013-08-07,41.5,5.0,13.0,7.5,25.0,3.0,2.0
2013-08-12,40.0,5.0,13.0,8.0,23.0,-100,3.0
2013-08-14,41.0,5.5,12.0,8.0,24.5,3.0,1.0
2013-08-15,40.0,6.0,13.25,7.5,24.75,-100,3.0
2013-08-19,41.0,6.0,13.0,8.0,22.0,-100,2.0
2013-08-21,41.0,5.0,12.0,8.5,24.5,2.0,3.0
2013-08-22,41.0,6.0,13.0,8.0,25.0,-100,-100
2013-08-26,41.0,5.0,11.0,10.0,22.0,-100,3.0
2013-08-28,40.333333333333336,5.666666666666667,11.333333333333334,8.333333333333334,25.0,-100,3.0
2013-08-31,40.0,6.0,12.5,7.5,25.0,-100,3.0
2013-09-02,40.0,5.0,11.0,9.0,23.0,-100,4.0
2013-09-04,40.666666666666664,5.333333333333333,10.333333333333334,8.333333333333334,26.0,2.0,3.0
2013-09-09,39.0,6.0,9.0,10.0,25.0,-100,3.0
2013-09-11,39.0,5.0,10.0,9.0,26.0,-100,4.0
2013-09-12,40.0,5.5,10.5,8.0,27.0,3.0,3.5
2013-09-13,39.0,6.0,11.0,9.0,26.0,-100,3.5
2013-09-16,39.0,5.0,9.0,10.0,25.0,-100,3.0
2013-09-19,39.833333333333336,5.333333333333333,9.333333333333334,8.833333333333334,26.666666666666668,-100,4.166666666666667
2013-09-20,39.0,6.0,9.0,9.0,26.0,-100,4.0
2013-09-26,43.0,3.0,7.0,9.5,26.0,-100,5.5
2013-09-27,42.0,4.0,8.0,9.0,25.0,-100,5.0
2013-10-01,42.0,4.0,8.0,9.0,25.0,-100,6.0
2013-10-04,45.0,3.0,8.0,8.0,24.0,-100,6.0
2013-10-09,42.333333333333336,3.3333333333333335,8.666666666666666,9.333333333333334,25.333333333333332,-100,5.333333333333333
2013-10-11,44.0,4.0,8.0,8.0,24.0,-100,6.0
2013-10-14,42.0,3.5,9.0,9.0,25.5,-100,6.0
2013-10-16,42.0,3.0,9.0,10.0,25.0,-100,5.0
2013-10-17,42.0,3.0,8.0,10.0,26.0,-100,5.0
2013-10-18,43.0,4.0,8.0,9.0,25.0,-100,5.0
2013-10-21,43.0,4.0,10.0,9.0,26.0,-100,4.0
2013-10-23,40.5,3.5,9.5,9.0,26.5,-100,5.0
2013-10-25,42.0,4.0,9.0,9.0,24.0,-100,5.0
2013-10-28,42.0,4.0,10.0,9.0,27.0,-100,5.0
2013-10-30,42.0,3.0,9.0,9.0,25.0,-100,5.0
2013-11-01,42.0,3.0,9.0,9.0,25.0,-100,5.0
2013-11-04,42.0,4.0,11.0,9.0,26.0,-100,4.0
2013-11-06,41.5,3.0,10.0,9.0,26.0,-100,4.5
2013-11-07,42.0,3.0,9.0,9.0,26.0,-100,5.0
2013-11-08,41.0,4.0,9.0,10.0,24.0,-100,5.0
2013-11-11,42.0,4.0,11.0,9.0,25.0,-100,5.0
2013-11-13,41.0,3.0,10.0,9.0,25.0,-100,5.0
2013-11-15,41.0,4.0,10.0,10.0,24.0,-100,5.0
2013-11-18,41.0,4.0,9.5,9.5,25.0,-100,5.0
2013-11-20,42.0,3.0,10.0,9.0,25.0,-100,4.5
2013-11-22,42.0,3.0,9.0,10.0,23.0,-100,5.0
2013-11-25,41.0,4.0,11.0,9.0,26.0,-100,4.0
2013-11-27,41.0,4.0,9.0,9.0,26.0,-100,5.0
2013-11-28,42.0,3.0,8.0,10.0,26.0,-100,5.0
2013-11-29,42.0,3.0,10.0,10.0,23.0,-100,5.0
2013-12-02,43.0,4.0,11.0,10.0,24.0,-100,4.0
2013-12-04,42.5,3.0,9.5,9.0,25.5,-100,4.5
2013-12-06,43.0,3.0,9.0,10.0,24.0,-100,5.0
2013-12-09,42.5,3.5,10.0,9.5,25.0,-100,4.5
2013-12-11,42.0,4.0,9.0,9.0,25.0,-100,5.0
2013-12-12,42.0,4.0,9.0,10.0,25.0,-100,4.0
2013-12-13,42.0,4.0,9.0,10.0,24.0,-100,5.0
2013-12-16,42.0,4.0,9.0,9.0,27.0,-100,4.0
2013-12-18,41.5,4.0,9.0,8.5,26.0,-100,4.5
2013-12-20,42.0,5.0,10.0,10.0,24.0,-100,4.0
2014-01-03,41.0,5.0,10.0,10.0,23.0,-100,5.0
2014-01-06,42.0,4.0,9.0,10.0,25.0,-100,5.0
2014-01-08,41.5,4.0,9.0,8.5,26.0,-100,4.5
2014-01-10,40.0,5.0,10.0,10.0,23.0,-100,5.0
2014-01-13,41.0,4.0,10.0,10.0,26.0,-100,4.0
2014-01-15,41.0,4.0,8.0,10.0,26.0,-100,5.0
2014-01-16,43.0,4.0,9.0,10.0,24.0,-100,4.0
2014-01-17,41.0,5.0,10.0,10.0,23.0,-100,4.0
2014-01-20,41.5,4.5,9.5,9.0,25.5,-100,4.0
2014-01-22,41.0,5.0,9.0,9.0,26.0,-100,4.0
2014-01-24,42.0,4.0,11.0,9.0,23.0,-100,4.0
2014-01-27,41.0,5.0,10.0,9.0,27.0,-100,4.0
2014-01-29,42.0,4.0,9.0,9.0,26.0,-100,4.0
2014-01-30,43.0,4.0,10.0,9.0,25.0,-100,4.0
2014-01-31,42.0,4.0,10.0,9.0,24.0,-100,4.0
2014-02-03,42.0,4.0,10.0,9.0,25.0,-100,5.0
2014-02-05,41.5,4.0,9.5,9.0,26.0,-100,4.5
2014-02-07,41.0,4.0,10.0,10.0,24.0,-100,4.0
2014-02-10,41.0,4.0,9.0,10.0,26.0,-100,5.0
2014-02-12,41.0,4.0,11.0,10.0,24.0,-100,5.0
2014-02-14,40.0,4.0,10.0,10.0,24.0,-100,5.0
2014-02-17,41.0,4.0,10.0,10.0,25.0,-100,5.0
2014-02-19,41.0,4.0,10.0,10.0,24.0,-100,5.0
2014-02-20,43.0,4.0,10.0,10.0,24.0,-100,4.0
2014-02-21,41.0,5.0,10.0,10.0,22.0,-100,5.0
2014-02-24,41.0,4.0,10.5,9.0,25.0,-100,5.5
2014-02-26,40.0,4.0,10.0,9.5,25.0,-100,5.0
2014-02-28,40.0,4.0,10.0,11.0,22.0,-100,6.0
2014-03-03,41.0,4.0,11.0,10.0,25.0,-100,5.0
2014-03-05,42.0,3.5,10.5,9.5,23.5,-100,4.5
2014-03-07,42.0,4.0,9.0,10.0,23.0,-100,5.0
2014-03-10,41.0,4.0,10.0,9.0,26.0,-100,6.0
2014-03-12,41.0,4.0,11.0,10.0,24.0,-100,5.0
2014-03-13,41.0,4.0,10.0,10.0,25.0,-100,4.0
2014-03-14,42.0,4.0,9.0,10.0,23.0,-100,5.0
2014-03-17,41.0,4.0,10.5,10.0,24.5,-100,5.0
2014-03-19,41.0,3.0,10.0,10.0,25.0,-100,5.0
2014-03-21,41.0,4.0,10.0,10.0,23.0,-100,5.0
2014-03-24,41.0,4.0,10.0,10.0,25.0,-100,5.0
2014-03-26,41.0,3.5,10.5,9.0,25.0,-100,5.0
2014-03-27,41.0,3.0,10.0,10.0,25.0,-100,5.0
2014-03-28,42.0,4.0,9.0,10.0,23.0,-100,6.0
2014-03-31,41.0,3.0,11.0,9.0,25.0,-100,5.0
2014-04-02,41.0,3.5,10.0,9.5,25.0,-100,5.5
2014-04-04,42.0,4.0,10.0,10.0,23.0,-100,5.0
2014-04-07,41.0,4.0,10.0,10.0,24.0,-100,6.0
2014-04-09,42.0,4.0,9.0,10.0,23.0,-100,6.0
2014-04-10,40.5,4.5,10.5,9.0,26.0,-100,4.5
2014-04-11,41.0,4.0,10.0,10.0,23.0,-100,6.0
2014-04-14,41.0,5.0,10.0,10.0,24.0,-100,6.0
2014-04-15,41.0,4.0,10.0,10.0,24.0,-100,6.0
2014-04-16,40.0,4.0,10.0,9.0,25.0,-100,6.0
2014-04-17,41.0,4.0,10.0,10.0,24.0,-100,5.0
2014-04-21,41.0,5.0,11.0,9.0,25.0,-100,5.0
2014-04-23,41.0,4.0,10.0,10.0,24.5,-100,5.0
2014-04-25,41.0,4.0,10.0,9.0,24.0,-100,6.0
2014-04-28,42.0,5.0,10.0,9.0,24.0,-100,6.0
2014-04-29,40.0,4.0,10.0,9.5,25.5,-100,5.0
2014-05-02,41.0,4.0,10.0,10.0,23.0,-100,5.0
2014-05-05,41.0,3.0,11.0,9.0,25.0,-100,5.0
2014-05-07,40.0,4.0,11.0,9.0,25.0,-100,5.0
2014-05-08,40.0,4.0,11.0,10.0,25.0,-100,4.0
2014-05-09,40.0,4.0,10.0,10.0,24.0,-100,6.0
2014-05-12,40.5,4.0,11.0,9.5,24.5,-100,5.5
2014-05-14,39.0,4.5,10.5,9.5,25.5,-100,6.0
2014-05-16,40.0,4.0,10.0,10.0,24.0,-100,6.0
2014-05-19,40.0,4.0,10.0,9.0,25.0,-100,5.0
2014-05-21,39.0,5.0,10.0,10.0,24.0,-100,6.0
2014-05-23,40.0,4.0,10.0,10.0,25.0,-100,6.0
2014-05-26,39.0,4.0,10.0,9.0,26.0,-100,6.0
2014-05-27,39.0,4.0,10.0,10.0,25.0,-100,6.0
2014-05-30,38.0,4.0,10.0,10.0,23.0,-100,8.0
2014-06-02,38.0,4.0,11.0,9.0,26.0,-100,6.0
2014-06-04,38.666666666666664,3.3333333333333335,10.666666666666666,9.333333333333334,25.666666666666668,-100,6.333333333333333
2014-06-06,39.0,4.0,9.0,10.0,23.0,-100,8.0
2014-06-10,39.0,5.0,11.0,9.0,25.0,-100,7.0
2014-06-11,39.0,4.0,11.0,10.0,25.0,-100,6.0
2014-06-13,39.0,4.0,10.0,10.0,23.0,-100,7.0
2014-06-16,40.0,4.0,11.0,9.0,25.0,-100,6.0
2014-06-17,39.0,4.0,10.0,9.0,25.0,-100,7.0
2014-06-18,39.0,4.0,12.0,8.0,25.0,-100,6.0
2014-06-20,41.0,4.0,10.0,9.0,23.0,-100,7.0
2014-06-23,40.0,3.5,11.0,9.0,24.5,-100,6.0
2014-06-25,39.5,3.0,10.5,9.0,25.0,-100,6.5
2014-06-27,41.0,4.0,10.0,9.0,23.0,-100,7.0
2014-06-30,41.0,4.0,10.0,9.0,24.0,-100,6.0
2014-07-02,39.5,3.5,10.5,9.0,25.5,-100,5.5
2014-07-04,41.0,3.0,11.0,9.0,23.0,-100,6.0
2014-07-07,40.0,4.0,10.0,9.0,25.0,-100,6.0
2014-07-09,40.0,3.0,11.0,9.0,25.0,-100,5.0
2014-07-11,41.0,3.0,11.0,9.0,23.0,-100,6.0
2014-07-14,40.0,4.0,11.0,9.0,24.0,-100,6.0
2014-07-16,40.0,3.5,10.0,9.5,26.0,-100,4.5
2014-07-17,41.0,3.0,11.0,9.0,24.0,-100,5.0
2014-07-18,43.0,3.0,10.0,10.0,22.0,-100,5.0
2014-07-21,40.5,4.0,10.0,8.5,25.0,-100,5.5
2014-07-23,41.0,3.0,10.0,10.0,25.0,-100,5.0
2014-07-25,43.0,3.0,10.0,10.0,22.0,-100,5.0
2014-07-28,40.0,4.0,11.0,9.0,25.0,-100,5.0
2014-07-30,42.0,3.0,10.0,9.0,25.0,-100,5.0
2014-08-01,43.0,4.0,9.0,9.0,24.0,-100,5.0
2014-08-04,41.0,3.0,10.0,10.0,25.0,-100,5.0
2014-08-06,41.0,3.0,9.5,9.0,26.5,-100,5.0
2014-08-08,42.0,4.0,10.0,9.0,24.0,-100,5.0
2014-08-11,42.0,3.0,10.0,9.0,26.0,-100,6.0
2014-08-13,41.0,3.0,10.0,9.0,27.0,-100,4.0
2014-08-15,42.0,3.0,10.0,9.0,24.0,-100,5.0
2014-08-18,41.0,3.5,10.0,9.0,26.0,-100,4.5
2014-08-20,41.0,4.0,10.0,9.0,26.0,-100,4.0
2014-08-21,41.0,4.0,10.0,9.0,25.0,-100,4.0
2014-08-22,42.0,3.0,10.0,9.0,24.0,-100,5.0
2014-08-25,42.0,4.0,10.0,10.0,25.0,-100,5.0
2014-08-27,42.5,3.0,9.0,9.0,25.5,-100,5.0
2014-08-29,41.0,3.0,10.0,10.0,24.0,-100,5.0
2014-09-01,40.0,3.0,10.0,10.0,25.0,-100,6.0
2014-09-03,41.0,3.0,9.5,10.0,24.5,-100,6.5
2014-09-04,42.0,3.0,9.0,9.0,25.0,-100,6.0
2014-09-05,42.0,3.0,9.0,9.0,23.0,-100,7.0
2014-09-08,40.0,4.0,11.0,9.0,23.0,-100,6.0
2014-09-10,41.0,3.0,9.0,9.0,25.0,-100,7.0
2014-09-12,41.0,3.0,9.0,9.0,24.0,-100,7.0
2014-09-15,39.0,4.0,10.0,10.0,25.0,-100,7.0
2014-09-17,40.0,3.0,9.0,9.0,25.0,-100,8.0
2014-09-19,42.0,2.0,8.0,9.0,22.0,-100,10.0
2014-09-22,40.5,3.0,9.5,9.0,24.0,-100,8.5
2014-09-24,39.5,2.5,9.5,10.0,25.0,-100,8.0
2014-09-25,41.0,3.0,9.0,8.0,26.0,-100,7.0
2014-09-26,42.0,2.0,9.0,8.0,23.0,-100,9.0
2014-09-29,39.0,3.0,11.0,10.0,25.0,-100,9.0
2014-10-01,41.0,2.0,9.5,9.5,24.0,-100,9.0
2014-10-02,41.0,2.0,10.0,9.0,23.0,-100,8.0
2014-10-06,39.0,3.0,11.0,8.0,24.0,-100,8.0
2014-10-08,42.0,2.0,10.0,8.0,24.0,-100,8.0
2014-10-09,41.0,3.0,9.0,8.0,25.0,-100,8.0
2014-10-10,40.0,3.0,10.0,9.0,23.0,-100,8.0
2014-10-13,40.0,2.0,10.0,9.0,24.0,-100,9.0
2014-10-15,42.0,3.0,9.0,9.0,24.0,-100,7.0
2014-10-17,41.0,2.0,9.0,9.0,24.0,-100,8.0
2014-10-20,41.0,3.0,9.0,9.0,24.5,-100,7.5
2014-10-22,40.5,2.5,9.5,9.0,25.5,-100,6.5
2014-10-23,41.0,3.0,9.0,8.0,26.0,-100,7.0
2014-10-24,41.0,2.0,10.0,9.0,23.0,-100,8.0
2014-10-27,41.0,2.0,10.0,9.0,24.0,-100,8.0
2014-10-29,41.0,3.0,9.0,9.0,25.0,-100,7.0
2014-10-31,41.0,3.0,10.0,9.0,22.0,-100,8.0
2014-11-05,41.0,2.6666666666666665,9.333333333333334,9.0,25.0,-100,7.333333333333333
2014-11-07,41.0,3.0,9.0,10.0,23.0,-100,8.0
2014-11-10,41.0,4.0,10.0,9.0,25.0,-100,8.0
2014-11-12,41.0,3.0,10.0,9.0,24.0,-100,7.0
2014-11-13,41.0,-100,10.0,8.0,26.0,-100,7.0
2014-11-14,42.0,3.0,10.0,9.0,22.0,-100,7.0
2014-11-17,40.0,3.0,10.0,10.0,25.0,-100,7.0
2014-11-19,41.5,3.0,10.5,8.0,25.5,-100,6.0
2014-11-21,42.0,2.0,10.0,10.0,23.0,-100,6.0
2014-11-24,41.5,3.0,9.0,9.5,24.5,-100,7.0
2014-11-26,41.0,3.0,10.0,9.0,25.0,-100,7.0
2014-11-27,41.0,-100,11.0,8.0,26.0,-100,6.0
2014-11-28,41.0,2.0,11.0,9.0,24.0,-100,6.0
2014-12-01,42.0,2.0,9.0,10.0,23.0,-100,9.0
2014-12-03,40.5,2.5,10.5,9.0,26.0,-100,6.5
2014-12-05,41.0,2.0,11.0,9.0,24.0,-100,6.0
2014-12-08,41.0,2.0,10.0,10.0,24.0,-100,8.0
2014-12-10,41.0,3.0,10.0,9.0,25.0,-100,6.0
2014-12-11,42.0,-100,12.0,8.0,25.0,-100,6.0
2014-12-12,42.0,3.0,10.0,9.5,24.5,-100,6.0
2014-12-15,42.0,2.0,10.0,9.5,25.0,-100,7.5
2014-12-17,42.0,2.0,9.5,8.5,25.0,-100,6.5
2014-12-19,42.0,2.0,10.0,11.0,23.0,-100,5.0
2015-01-03,39.0,5.0,10.0,8.0,24.0,-100,9.0
2015-01-04,36.0,5.0,10.0,10.0,23.0,-100,10.0
2015-01-05,42.5,2.5,10.0,10.0,23.0,-100,6.5
2015-01-07,42.0,3.0,9.5,8.5,25.0,-100,6.5
2015-01-09,42.0,4.0,10.0,10.0,22.0,-100,6.0
2015-01-12,43.0,3.0,10.0,9.0,23.0,-100,8.0
2015-01-14,41.5,4.0,9.5,8.5,24.5,-100,6.5
2015-01-15,42.0,3.0,11.0,8.0,25.0,-100,6.0
2015-01-16,42.0,3.0,10.0,10.0,22.0,-100,6.0
2015-01-19,42.0,3.5,10.0,9.5,23.5,-100,6.5
2015-01-21,41.0,4.0,10.0,9.0,25.0,-100,6.0
2015-01-23,42.0,3.5,10.5,9.0,24.0,-100,6.0
2015-01-26,42.0,3.0,10.0,9.0,24.0,-100,7.0
2015-01-28,40.0,3.0,10.0,10.0,25.0,-100,6.0
2015-01-29,41.0,3.0,12.0,8.0,25.0,-100,6.0
2015-01-30,42.0,4.0,10.0,10.0,23.0,-100,5.0
2015-02-02,41.0,3.0,10.0,9.0,25.0,-100,7.0
2015-02-04,40.5,3.0,10.0,9.5,25.5,-100,5.5
2015-02-06,42.0,5.0,10.0,9.0,23.0,-100,6.0
2015-02-09,41.0,3.0,11.0,9.0,25.0,-100,8.0
2015-02-11,41.5,3.5,10.0,9.0,24.5,-100,6.5
2015-02-12,41.0,5.0,10.0,9.0,26.0,-100,6.0
2015-02-13,43.0,5.0,10.0,8.0,23.0,-100,5.0
2015-02-17,42.0,3.0,10.0,9.0,24.0,-100,7.0
2015-02-18,41.0,4.0,9.0,9.0,26.0,-100,6.0
2015-02-20,42.0,5.0,9.0,9.0,24.0,-100,6.0
2015-02-23,41.5,3.5,10.5,9.0,24.0,-100,7.0
2015-02-25,41.0,4.0,9.0,9.0,25.0,-100,6.0
2015-02-26,41.0,3.0,11.0,8.0,25.0,-100,7.0
2015-02-27,41.0,5.0,9.0,9.0,24.0,-100,7.0
2015-03-02,41.0,3.0,10.0,9.0,24.0,-100,8.0
2015-03-04,40.5,4.0,10.0,9.0,25.0,-100,6.5
2015-03-06,41.0,5.0,9.0,9.0,24.0,-100,6.0
2015-03-09,41.0,3.0,10.0,9.0,25.0,-100,8.0
2015-03-11,41.0,4.0,11.0,9.0,24.0,-100,6.0
2015-03-12,42.5,4.0,10.0,8.5,25.0,-100,6.0
2015-03-13,41.0,5.0,9.0,9.0,24.0,-100,6.0
2015-03-16,41.0,4.0,10.0,10.0,23.0,-100,8.0
2015-03-17,41.0,4.0,10.0,9.0,24.0,-100,6.0
2015-03-20,41.0,5.0,10.0,8.0,24.0,-100,5.0
2015-03-23,41.5,4.5,10.0,8.5,24.5,-100,6.0
2015-03-25,42.0,5.0,9.0,8.0,25.0,-100,6.0
2015-03-26,41.0,3.0,11.0,9.0,25.0,-100,6.0
2015-03-27,42.0,4.0,10.0,9.0,23.0,-100,6.0
2015-03-30,43.0,3.0,10.0,9.0,24.0,-100,6.0
2015-04-01,41.5,4.0,9.5,9.0,25.0,-100,5.5
2015-04-02,42.0,4.0,10.0,9.0,23.0,-100,6.0
2015-04-07,42.0,3.0,9.0,9.0,24.0,-100,7.0
2015-04-08,41.0,4.0,10.0,9.0,25.0,-100,5.0
2015-04-10,41.5,5.0,10.0,8.5,25.5,-100,5.5
2015-04-13,41.0,3.0,10.0,10.0,24.0,-100,7.0
2015-04-15,41.5,4.5,10.0,9.0,24.5,-100,5.5
2015-04-16,41.0,3.0,10.0,9.0,26.0,-100,6.0
2015-04-17,42.0,4.0,10.0,8.0,24.0,-100,6.0
2015-04-20,41.0,4.0,10.0,9.0,25.0,-100,7.0
2015-04-22,41.0,4.0,10.5,8.0,24.5,-100,6.0
2015-04-24,42.0,4.0,10.0,9.0,24.0,-100,4.0
2015-04-27,41.0,3.0,11.0,9.0,25.0,-100,6.0
2015-04-29,41.0,3.0,10.0,9.0,25.0,-100,6.0
2015-04-30,42.0,4.0,10.0,9.0,24.0,-100,4.0
2015-05-04,41.0,3.0,10.0,10.0,25.0,-100,6.0
2015-05-06,40.0,3.5,10.0,9.5,25.0,-100,6.0
2015-05-08,41.5,4.5,11.0,9.0,24.5,-100,5.0
2015-05-11,42.0,3.0,9.0,10.0,25.0,-100,6.0
2015-05-12,40.0,4.0,10.0,9.0,25.0,-100,5.0
2015-05-13,41.0,4.0,11.0,10.0,25.0,-100,5.0
2015-05-15,40.0,6.0,11.0,9.0,22.0,-100,5.0
2015-05-18,41.0,5.0,10.0,10.0,24.0,-100,6.0
2015-05-20,40.5,5.0,9.0,9.0,26.0,-100,5.0
2015-05-21,40.0,4.0,11.0,9.0,26.0,-100,5.0
2015-05-22,39.0,7.0,11.0,9.0,23.0,-100,4.0
2015-05-25,41.0,5.0,10.0,10.0,25.0,-100,6.0
2015-05-27,40.0,6.0,10.0,9.0,25.0,-100,5.0
2015-05-29,40.0,6.0,10.0,10.0,23.0,-100,5.0
2015-06-01,41.0,5.0,10.0,9.0,25.0,-100,5.0
2015-06-02,40.0,5.5,10.0,9.5,25.0,-100,5.0
2015-06-05,41.0,6.0,10.0,9.0,24.0,-100,4.0
2015-06-08,40.0,5.0,10.0,10.0,24.0,-100,5.0
2015-06-10,40.0,5.0,10.0,9.0,25.0,-100,5.0
2015-06-11,41.0,4.0,11.0,10.0,25.0,-100,4.0
2015-06-12,41.0,5.0,11.0,9.0,23.0,-100,5.0
2015-06-14,42.0,5.0,10.0,9.0,26.0,-100,4.0
2015-06-15,41.0,5.0,10.0,11.0,24.0,-100,5.0
2015-06-17,40.0,5.0,10.0,9.5,25.0,-100,5.0
2015-06-19,41.0,5.0,10.0,10.0,23.0,-100,4.0
2015-06-22,40.0,4.0,10.0,10.0,25.0,-100,5.0
2015-06-24,41.5,4.5,10.0,9.5,24.0,-100,4.5
2015-06-26,42.0,5.0,10.0,10.0,23.0,-100,4.0
2015-06-29,40.0,5.0,10.0,10.0,25.0,-100,5.0
2015-07-01,40.0,4.5,11.0,10.0,24.5,-100,5.0
2015-07-02,41.0,4.0,11.0,9.0,26.0,-100,4.0
2015-07-03,42.0,5.0,11.0,10.0,23.0,-100,4.0
2015-07-06,43.0,4.0,10.0,9.0,24.0,-100,4.0
2015-07-08,42.0,4.0,10.0,10.0,26.0,-100,3.0
2015-07-10,42.0,4.0,11.0,10.0,23.0,-100,4.0
2015-07-13,41.5,5.0,10.0,10.0,26.0,-100,4.0
2015-07-15,42.0,5.0,11.0,9.0,24.5,-100,4.0
2015-07-17,41.0,5.0,10.0,10.0,24.0,-100,4.0
2015-07-20,42.0,4.0,10.0,10.0,25.0,-100,3.0
2015-07-22,42.5,4.5,10.0,9.5,24.0,-100,3.5
2015-07-23,41.0,4.0,11.0,9.0,25.0,-100,4.0
2015-07-24,42.0,4.0,10.0,10.0,23.0,-100,3.0
2015-07-27,42.0,4.0,10.0,10.0,26.0,-100,3.0
2015-07-29,42.5,4.5,10.5,9.0,24.0,-100,3.5
2015-07-31,41.0,5.0,10.0,9.0,24.0,-100,3.0
2015-08-03,43.0,4.0,10.0,10.0,25.0,-100,3.0
2015-08-05,43.0,4.0,10.0,10.0,24.0,-100,4.0
2015-08-07,43.0,5.0,10.0,9.0,23.0,-100,3.0
2015-08-10,43.0,5.0,11.0,9.0,23.0,-100,4.0
2015-08-12,42.5,4.0,11.0,9.5,24.0,-100,3.5
2015-08-14,42.5,5.0,10.0,9.5,24.5,-100,3.5
2015-08-17,41.0,5.0,11.0,9.0,25.0,-100,4.0
2015-08-19,42.0,4.0,10.0,10.0,24.0,-100,4.0
2015-08-20,42.0,4.0,10.0,9.0,26.0,-100,3.0
2015-08-21,41.0,4.0,10.0,11.0,23.0,-100,4.0
2015-08-24,42.0,4.0,11.0,10.0,24.0,-100,4.0
