date,Union,FDP,GRUENE,LINKE,SPD,PIRATEN,AfD
2015-08-26,41.5,4.5,10.0,10.0,24.5,-100,3.5
2015-08-28,40.0,5.0,11.0,11.0,24.0,-100,3.0
2015-08-31,42.0,4.0,10.0,10.0,24.0,-100,5.0
2015-09-02,41.5,4.0,11.5,9.0,24.0,-100,4.0
2015-09-04,41.0,4.0,10.0,10.0,24.0,-100,4.0
2015-09-07,42.0,4.0,11.0,10.0,24.0,-100,5.0
2015-09-09,41.5,4.0,11.0,9.5,25.0,-100,4.0
2015-09-10,42.0,4.0,10.0,8.0,26.0,-100,4.0
2015-09-11,41.0,4.0,10.0,10.0,24.0,-100,4.0
2015-09-12,42.0,6.0,10.0,9.0,26.0,-100,4.0
2015-09-14,40.0,4.0,10.0,10.0,24.0,-100,6.0
2015-09-16,41.0,4.5,10.0,9.0,24.0,-100,4.5
2015-09-18,40.0,5.0,10.0,10.0,24.0,-100,4.0
2015-09-21,40.0,4.0,10.0,10.0,25.0,-100,6.0
2015-09-23,40.0,4.0,10.0,10.0,25.0,-100,6.0
2015-09-24,41.0,4.0,10.0,9.0,26.0,-100,5.0
2015-09-25,40.0,5.0,10.0,10.0,24.0,-100,5.0
2015-09-28,39.0,4.0,11.0,11.0,24.0,-100,6.0
2015-09-30,40.0,4.5,9.5,9.5,24.5,-100,5.5
2015-10-02,39.0,5.0,9.0,9.0,25.0,-100,7.0
2015-10-05,39.0,5.0,10.0,10.0,24.0,-100,6.0
2015-10-07,39.0,5.0,9.5,9.5,25.0,-100,5.5
2015-10-08,41.0,4.0,9.0,9.0,25.0,-100,6.0
2015-10-09,38.0,5.0,10.0,9.0,25.0,-100,7.0
2015-10-12,38.0,5.0,10.0,9.0,25.0,-100,7.0
2015-10-14,37.0,5.0,9.0,10.0,26.0,-100,7.0
2015-10-16,38.0,5.0,10.5,9.5,25.0,-100,7.0
2015-10-19,37.0,5.0,10.0,10.0,25.0,-100,8.0
2015-10-21,37.0,5.0,10.5,9.5,25.0,-100,7.5
2015-10-22,39.0,5.0,10.0,9.0,25.0,-100,6.0
2015-10-23,36.0,6.0,11.0,9.0,24.0,-100,6.0
2015-10-26,35.0,5.0,11.0,10.0,25.0,-100,9.0
2015-10-28,36.0,5.0,10.0,10.0,25.0,-100,8.0
2015-10-30,36.0,5.0,11.0,9.0,24.0,-100,7.0
2015-11-02,36.0,6.0,10.0,10.0,25.0,-100,8.0
2015-11-04,36.5,4.5,10.5,9.0,25.0,-100,8.5
2015-11-06,38.0,5.0,10.0,8.0,25.0,-100,7.0
2015-11-09,34.0,6.0,10.0,11.0,24.0,-100,10.0
2015-11-11,37.5,5.5,10.0,9.5,25.5,-100,7.5
2015-11-12,39.0,4.0,9.0,9.0,26.0,-100,8.0
2015-11-13,36.0,5.0,10.0,9.0,25.0,-100,8.0
2015-11-16,35.0,5.0,10.0,10.0,24.0,-100,11.0
2015-11-18,38.0,4.5,9.5,9.0,24.5,-100,8.0
2015-11-19,37.0,5.0,10.0,8.0,25.0,-100,9.0
2015-11-22,39.0,5.0,10.0,9.0,24.0,-100,7.0
2015-11-23,35.0,6.0,9.0,11.0,23.0,-100,10.0
2015-11-25,38.0,4.0,10.0,10.0,25.0,-100,8.0
2015-11-26,39.0,4.0,9.0,8.0,25.0,-100,9.0
2015-11-27,39.0,5.0,10.0,9.0,24.0,-100,6.0
2015-11-30,35.0,6.0,10.0,10.0,24.0,-100,11.0
2015-12-01,37.0,4.0,11.0,8.0,25.0,-100,10.0
2015-12-02,37.0,4.0,10.0,10.0,25.0,-100,8.0
2015-12-04,38.0,4.0,10.0,9.0,24.0,-100,8.0
2015-12-07,35.0,6.0,10.0,10.0,24.0,-100,10.0
2015-12-09,37.0,4.0,9.0,10.0,26.0,-100,8.0
2015-12-10,38.5,4.5,10.0,9.0,25.0,-100,8.5
2015-12-11,39.0,4.0,11.0,9.0,24.0,-100,8.0
2015-12-14,35.0,6.0,9.0,10.0,24.0,-100,10.0
2015-12-16,38.0,4.5,9.5,8.5,24.5,-100,9.0
2015-12-18,39.0,4.0,10.0,10.0,24.0,-100,8.0
2015-12-21,36.0,6.0,10.0,11.0,23.0,-100,10.0
2015-12-22,39.0,4.0,9.0,10.0,24.0,-100,9.0
2015-12-23,38.0,5.0,10.0,10.0,23.0,-100,8.0
2015-12-30,38.0,5.0,10.0,10.0,23.0,-100,8.0
2016-01-02,32.0,6.0,10.0,12.0,21.0,-100,15.0
2016-01-06,39.0,4.0,10.0,10.0,23.0,-100,8.0
2016-01-07,39.0,4.0,11.0,8.0,24.0,-100,9.0
2016-01-08,38.0,5.0,10.0,10.0,23.0,-100,9.0
2016-01-11,35.0,6.0,10.0,10.0,22.0,-100,12.0
2016-01-13,37.5,4.5,10.0,8.5,24.5,-100,9.5
2016-01-14,37.0,5.0,10.0,8.0,24.0,-100,11.0
2016-01-15,37.0,5.0,10.0,9.0,23.0,-100,10.0
2016-01-18,33.0,7.0,10.0,10.0,23.0,-100,13.0
2016-01-20,36.0,5.0,9.0,9.0,25.0,-100,10.0
2016-01-21,35.0,7.0,9.0,10.0,25.0,-100,10.0
2016-01-22,36.0,5.0,10.0,10.0,24.0,-100,10.0
2016-01-25,33.0,6.0,10.0,9.0,23.0,-100,13.0
2016-01-27,34.0,5.0,9.0,10.0,24.0,-100,12.0
2016-01-28,37.0,5.0,11.0,8.0,24.0,-100,11.0
2016-01-29,36.0,5.0,10.0,9.0,24.0,-100,10.0
2016-02-01,33.0,6.0,10.0,10.0,23.0,-100,13.0
2016-02-02,35.0,5.0,10.0,9.0,24.0,-100,12.0
2016-02-03,35.0,4.0,9.0,10.0,24.0,-100,12.0
2016-02-05,36.0,5.0,10.0,9.0,24.0,-100,10.0
2016-02-09,33.0,6.0,11.0,11.0,22.0,-100,12.0
2016-02-10,35.0,5.0,9.0,9.0,24.0,-100,12.0
2016-02-11,34.0,7.0,10.0,10.0,24.0,-100,11.0
2016-02-12,35.0,6.0,11.0,10.0,23.0,-100,9.0
2016-02-15,33.0,7.0,11.0,10.0,23.0,-100,13.0
2016-02-17,36.0,4.5,9.5,10.0,24.0,-100,11.5
2016-02-18,36.0,5.0,10.0,9.0,25.0,-100,10.0
2016-02-19,35.0,6.0,10.0,10.0,24.0,-100,10.0
2016-02-22,33.0,7.0,11.0,10.0,23.0,-100,13.0
2016-02-24,36.5,5.5,10.5,8.5,23.5,-100,10.5
2016-02-26,35.0,6.0,10.0,10.0,24.0,-100,9.0
2016-02-27,36.0,6.0,10.0,9.0,23.0,-100,11.0
2016-02-29,33.0,7.0,11.0,11.0,23.0,-100,12.0
2016-03-02,35.0,5.0,10.0,10.0,24.0,-100,11.0
2016-03-04,35.0,6.0,11.0,9.0,23.0,-100,10.0
2016-03-07,33.0,7.0,11.0,10.0,23.0,-100,12.0
2016-03-09,36.0,5.0,11.0,9.0,24.0,-100,11.0
2016-03-10,35.0,7.0,10.0,9.0,25.0,-100,11.0
2016-03-11,35.0,7.0,10.0,10.0,22.0,-100,11.0
2016-03-14,32.0,7.0,10.0,11.0,22.0,-100,13.0
2016-03-16,35.0,6.5,11.5,8.5,21.5,-100,13.5
2016-03-17,35.0,6.0,12.0,8.0,23.0,-100,12.0
2016-03-18,35.0,6.0,13.0,8.0,20.0,-100,13.0
2016-03-21,33.0,7.0,11.0,11.0,22.0,-100,12.0
2016-03-22,34.0,7.0,12.0,8.0,22.0,-100,13.0
2016-03-23,34.0,6.0,13.0,9.0,22.0,-100,12.0
2016-03-24,36.0,7.0,13.0,8.0,20.0,-100,10.0
2016-03-29,32.0,6.0,13.0,11.0,20.0,-100,13.0
2016-03-30,33.0,6.0,13.0,8.0,22.0,-100,13.0
2016-04-01,35.0,7.0,13.0,8.0,21.0,-100,10.0
2016-04-04,32.0,8.0,13.0,9.0,20.0,-100,13.0
2016-04-06,34.0,7.0,13.0,7.5,21.5,-100,13.0
2016-04-07,36.0,7.0,12.0,7.0,22.0,-100,12.0
2016-04-08,34.0,7.0,14.0,9.0,21.0,-100,10.0
2016-04-11,32.0,8.0,14.0,10.0,20.0,-100,13.0
2016-04-13,33.0,7.0,13.0,9.0,22.0,-100,11.0
2016-04-14,34.0,8.0,11.0,9.0,23.0,-100,11.0
2016-04-15,34.0,7.0,13.0,9.0,21.0,-100,11.0
2016-04-18,32.0,7.0,13.0,10.0,20.0,-100,14.0
2016-04-20,33.666666666666664,6.666666666666667,12.333333333333334,8.666666666666666,21.333333333333332,-100,12.333333333333334
2016-04-21,33.0,7.0,14.0,8.0,22.0,-100,12.0
2016-04-22,33.0,8.0,13.0,9.0,22.0,-100,10.0
2016-04-25,31.0,8.0,14.0,10.0,20.0,-100,14.0
2016-04-27,33.0,6.0,12.0,9.0,22.0,-100,13.0
2016-04-29,34.0,8.0,13.0,9.0,21.0,-100,9.0
2016-05-02,32.0,8.0,13.0,10.0,20.0,-100,14.0
2016-05-03,32.5,6.0,12.5,8.5,21.0,-100,14.5
2016-05-06,34.0,8.0,13.0,9.0,21.0,-100,10.0
2016-05-09,31.0,8.0,13.0,10.0,20.0,-100,15.0
2016-05-11,33.0,5.0,13.0,9.0,23.0,-100,13.0
2016-05-12,33.5,7.5,13.0,8.5,21.0,-100,13.0
2016-05-13,34.0,7.0,14.0,9.0,19.0,-100,11.0
2016-05-17,31.0,8.0,13.0,11.0,20.0,-100,15.0
2016-05-18,32.0,6.5,12.0,9.0,21.5,-100,14.0
2016-05-20,33.0,6.0,14.0,9.0,20.0,-100,12.0
2016-05-23,31.0,7.0,13.0,10.0,20.0,-100,15.0
2016-05-24,33.0,6.0,12.0,9.0,21.0,-100,14.0
2016-05-27,34.0,6.0,13.0,9.0,21.0,-100,10.0
2016-05-30,30.0,8.0,13.0,10.0,19.0,-100,15.0
2016-06-01,32.333333333333336,6.333333333333333,13.0,8.666666666666666,21.333333333333332,-100,13.333333333333334
2016-06-02,33.0,6.0,13.0,9.0,21.0,-100,13.0
2016-06-03,34.0,7.0,13.0,10.0,21.0,-100,10.0
2016-06-06,30.0,8.0,13.0,11.0,19.0,-100,14.0
2016-06-09,34.0,8.0,12.0,9.0,21.0,-100,12.0
2016-06-10,33.0,6.0,13.0,10.0,21.0,-100,11.0
2016-06-13,30.0,8.0,12.0,11.0,20.0,-100,14.0
2016-06-15,32.0,6.5,13.5,9.0,21.5,-100,13.0
2016-06-17,33.0,6.0,13.0,9.0,21.0,-100,11.0
2016-06-20,31.0,7.0,13.0,11.0,20.0,-100,13.0
2016-06-22,32.0,6.0,13.0,9.0,23.0,-100,12.0
2016-06-23,34.0,6.0,12.0,9.0,22.0,-100,12.0
2016-06-24,34.0,6.0,12.0,9.0,22.0,-100,10.0
2016-06-27,30.0,8.0,13.0,11.0,19.0,-100,14.0
2016-06-29,33.0,6.0,12.0,10.0,23.0,-100,11.0
2016-07-01,35.0,6.0,13.0,10.0,21.0,-100,9.0
2016-07-04,30.0,8.0,12.0,10.0,21.0,-100,15.0
2016-07-06,34.5,5.5,13.0,9.0,22.5,-100,11.0
2016-07-07,34.0,6.0,13.0,9.0,23.0,-100,11.0
2016-07-08,36.0,6.0,12.0,9.0,23.0,-100,8.0
2016-07-11,31.0,8.0,12.0,11.0,21.0,-100,13.0
2016-07-13,34.0,6.0,13.0,8.666666666666666,22.666666666666668,-100,10.333333333333334
2016-07-14,36.0,7.0,12.0,10.0,23.0,-100,10.0
2016-07-15,35.0,7.0,12.0,9.0,22.0,-100,9.0
2016-07-18,32.0,7.0,12.0,12.0,21.0,-100,11.0
2016-07-20,35.0,5.0,12.0,10.0,23.0,-100,10.0
2016-07-21,35.0,5.0,13.0,8.0,24.0,-100,11.0
2016-07-22,35.0,6.0,13.0,9.0,22.0,-100,9.0
2016-07-25,32.0,7.0,12.0,12.0,22.0,-100,12.0
2016-07-27,35.0,5.0,11.0,9.0,23.0,-100,12.0
2016-07-29,35.0,6.0,12.0,9.0,23.0,-100,9.0
2016-08-01,32.0,7.0,11.0,11.0,21.0,-100,13.0
2016-08-03,34.0,5.5,12.5,9.5,22.0,-100,11.5
2016-08-05,36.0,5.0,13.0,10.0,21.0,-100,9.0
2016-08-08,33.0,6.5,13.0,10.5,21.0,-100,12.0
2016-08-10,34.0,6.0,12.0,10.0,22.0,-100,11.0
2016-08-11,35.0,6.0,13.0,9.0,22.0,-100,11.0
2016-08-12,36.0,6.0,13.0,9.0,21.0,-100,9.0
2016-08-15,31.0,7.0,11.0,12.0,21.0,-100,14.0
2016-08-17,34.5,6.5,12.5,9.0,23.0,-100,10.0
2016-08-19,35.0,6.0,12.0,9.0,22.0,-100,10.0
2016-08-22,31.0,7.0,12.0,11.0,21.0,-100,14.0
2016-08-24,33.5,5.0,12.0,9.5,22.0,-100,12.0
2016-08-26,33.0,6.0,12.0,9.0,22.0,-100,12.0
2016-08-29,31.0,7.0,12.0,11.0,21.0,-100,15.0
2016-08-31,33.5,5.5,11.0,9.0,23.0,-100,13.0
2016-09-02,32.5,7.0,12.0,9.0,22.0,-100,12.5
2016-09-05,31.0,7.0,12.0,10.0,22.0,-100,15.0
2016-09-07,33.0,6.0,11.0,9.0,23.0,-100,13.0
2016-09-09,32.0,6.0,11.0,8.0,23.0,-100,13.0
2016-09-12,31.0,7.0,11.0,10.0,22.0,-100,15.0
2016-09-13,33.0,6.0,11.0,9.0,22.0,-100,15.0
2016-09-14,32.5,6.0,11.0,8.5,23.5,-100,13.5
2016-09-15,34.0,7.0,11.0,7.0,24.0,-100,13.0
2016-09-16,33.0,6.0,11.0,8.0,23.0,-100,13.0
2016-09-19,30.0,7.0,11.0,10.0,22.0,-100,15.0
2016-09-21,32.0,6.0,11.5,8.5,22.5,-100,15.0
2016-09-22,33.0,5.0,13.0,10.0,22.0,-100,13.0
2016-09-23,33.0,6.0,10.0,9.0,23.0,-100,14.0
2016-09-26,30.0,7.0,10.0,11.0,21.0,-100,16.0
2016-09-28,32.0,7.0,11.0,10.0,23.0,-100,12.0
2016-09-29,33.0,6.0,10.0,9.0,22.0,-100,15.0
2016-09-30,33.0,6.0,11.0,10.0,22.0,-100,13.0
2016-10-03,30.0,7.0,12.0,12.0,21.0,-100,15.0
2016-10-05,32.5,6.0,11.5,9.5,22.5,-100,13.0
2016-10-07,34.0,6.0,11.0,10.0,22.0,-100,12.0
2016-10-10,31.5,6.5,11.0,10.5,22.0,-100,15.0
2016-10-12,33.0,6.5,11.5,9.5,22.5,-100,13.0
2016-10-13,33.5,6.5,12.0,9.5,22.0,-100,13.0
2016-10-14,34.0,6.0,11.0,9.0,22.0,-100,12.0
2016-10-17,30.0,7.0,12.0,13.0,22.0,-100,14.0
2016-10-19,33.0,5.0,11.5,9.5,22.5,-100,13.5
2016-10-21,35.0,6.0,11.0,9.0,22.0,-100,12.0
2016-10-24,32.0,6.0,11.5,10.5,22.5,-100,14.0
2016-10-26,34.0,5.0,11.0,10.0,23.0,-100,12.0
2016-10-27,33.0,5.0,12.0,10.0,23.0,-100,12.0
2016-10-28,34.0,7.0,11.0,10.0,22.0,-100,11.0
2016-11-02,32.75,6.25,11.25,10.5,22.25,-100,12.5
2016-11-04,34.0,6.0,11.0,10.0,23.0,-100,11.0
2016-11-07,31.0,7.0,11.0,11.0,22.0,-100,14.0
2016-11-08,33.0,6.0,11.0,9.0,23.0,-100,13.0
2016-11-09,34.0,5.0,11.0,10.0,23.0,-100,12.0
2016-11-10,34.0,6.5,12.0,9.5,22.5,-100,11.5
2016-11-11,35.0,6.0,11.0,10.0,23.0,-100,10.0
2016-11-14,30.0,7.0,11.0,12.0,23.0,-100,15.0
2016-11-16,32.5,5.5,12.5,9.0,23.5,-100,12.5
2016-11-18,36.0,5.0,10.0,10.0,23.0,-100,10.0
2016-11-21,32.5,6.0,11.0,10.0,22.5,-100,14.5
2016-11-23,35.0,5.0,11.0,9.0,23.0,-100,12.0
2016-11-24,36.0,5.0,11.0,10.0,21.0,-100,13.0
2016-11-25,37.0,5.0,10.0,9.0,22.0,-100,11.0
2016-11-28,33.0,6.0,10.0,12.0,22.0,-100,14.0
2016-11-30,37.0,5.0,11.0,10.0,22.0,-100,12.0
2016-12-02,36.0,6.0,11.0,10.0,22.0,-100,10.0
2016-12-05,32.0,5.0,11.0,12.0,23.0,-100,14.0
2016-12-06,34.0,6.0,11.0,10.0,22.0,-100,13.0
2016-12-07,35.5,5.0,10.5,9.5,22.0,-100,13.0
2016-12-08,36.0,5.0,10.0,10.0,22.0,-100,12.0
2016-12-09,37.0,6.0,10.0,9.0,21.0,-100,11.0
2016-12-12,32.0,6.0,12.0,12.0,22.0,-100,13.0
2016-12-14,36.0,5.5,10.5,9.5,21.5,-100,12.5
2016-12-15,36.0,8.0,10.0,10.0,22.0,-100,11.0
2016-12-16,36.0,6.0,10.0,9.0,22.0,-100,11.0
2016-12-19,33.0,7.0,10.0,12.0,22.0,-100,13.0
2016-12-20,33.0,6.0,10.0,11.0,22.0,-100,13.0
2016-12-21,36.0,6.0,10.0,10.0,21.0,-100,13.0
2016-12-23,35.0,5.5,10.0,10.5,20.5,-100,14.0
2016-12-30,37.0,6.0,10.0,9.0,21.0,-100,12.0
2017-01-04,36.5,6.0,9.5,9.5,20.0,-100,14.0
2017-01-05,38.0,5.0,10.0,9.0,22.0,-100,12.0
2017-01-06,37.0,6.0,10.0,9.0,20.0,-100,12.0
2017-01-09,33.0,6.0,9.5,10.5,21.5,-100,14.5
2017-01-11,37.0,6.0,10.0,10.0,21.0,-100,12.0
2017-01-12,36.0,6.0,10.0,9.0,21.0,-100,13.0
2017-01-13,38.0,6.0,9.0,9.0,21.0,-100,11.0
2017-01-16,35.05,7.2,9.45,10.2,20.75,-100,13.65
2017-01-18,36.0,6.0,9.0,11.0,21.0,-100,12.0
2017-01-19,36.0,7.0,9.0,10.0,23.0,-100,12.0
2017-01-20,37.0,6.0,10.0,9.0,21.0,-100,12.0
2017-01-23,34.699999999999996,6.3999999999999995,9.766666666666667,10.166666666666666,21.46666666666667,-100,13.733333333333334
2017-01-25,36.0,6.0,9.5,9.0,23.0,-100,12.5
2017-01-26,36.0,6.0,8.0,10.0,24.0,-100,11.0
2017-01-27,35.0,6.0,8.0,9.0,26.0,-100,11.0
2017-01-30,34.6,6.7,8.3,10.05,24.55,-100,12.55
2017-01-31,30.0,6.0,7.0,9.0,30.0,-100,13.0
2017-02-01,33.5,6.0,8.5,8.5,27.5,-100,12.0
2017-02-02,33.0,6.0,8.0,8.0,29.0,-100,11.0
2017-02-03,34.0,5.0,8.0,8.0,31.0,-100,10.0
2017-02-05,33.0,5.0,8.0,9.0,29.0,-100,12.0
2017-02-06,30.0,6.0,7.0,10.0,31.0,-100,12.0
2017-02-07,34.0,6.4,8.3,8.5,27.2,-100,11.3
2017-02-08,33.0,6.0,8.0,8.0,30.5,-100,10.5
2017-02-10,34.0,5.0,7.0,8.0,31.0,-100,9.0
2017-02-13,30.0,5.0,7.0,10.0,31.0,-100,12.0
2017-02-15,32.5,6.5,7.5,8.0,32.0,-100,9.0
2017-02-16,34.0,6.0,9.0,7.0,30.0,-100,10.0
2017-02-17,34.0,6.0,7.0,8.0,31.0,-100,8.0
2017-02-20,32.699999999999996,5.833333333333333,7.3,9.466666666666667,29.566666666666666,-100,11.0
2017-02-22,31.5,6.5,7.5,7.5,32.0,-100,10.0
2017-02-24,33.0,7.0,8.0,7.0,31.0,-100,9.0
2017-02-27,32.65,6.7,7.05,8.05,31.7,-100,9.7
2017-03-01,33.0,6.0,7.0,8.0,32.0,-100,10.0
2017-03-03,33.0,6.0,8.0,7.0,32.0,-100,8.0
2017-03-06,32.36666666666667,6.833333333333333,7.066666666666666,8.366666666666667,30.566666666666666,-100,10.466666666666667
2017-03-08,32.5,6.0,7.5,8.0,32.0,-100,9.5
2017-03-09,34.0,5.0,7.0,8.0,32.0,-100,9.0
2017-03-10,33.25,6.35,6.9,7.05,31.7,-100,9.65
2017-03-13,32.05,6.6,7.1,8.4,30.15,-100,11.25
2017-03-15,33.0,5.0,8.0,8.0,32.0,-100,9.0
2017-03-17,34.0,6.0,7.0,7.0,31.0,-100,9.0
2017-03-19,34.0,6.5,7.5,8.0,33.0,-100,7.0
2017-03-20,32.0,6.25,7.25,8.25,31.0,-100,11.25
2017-03-21,32.2,6.1,6.7,7.6,33.1,-100,10.0
2017-03-22,33.0,5.666666666666667,8.0,7.666666666666667,32.0,-100,9.666666666666666
2017-03-24,34.0,6.0,7.0,8.0,32.0,-100,7.0
2017-03-27,32.4,6.1,6.7,7.8,32.25,-100,10.5
2017-03-29,33.0,6.0,7.0,8.0,33.0,-100,8.0
2017-03-31,36.0,5.0,7.0,9.0,29.0,-100,8.0
2017-04-03,33.43333333333333,6.0,7.1000000000000005,8.299999999999999,31.46666666666667,-100,9.066666666666666
2017-04-05,35.0,5.0,7.0,8.0,33.0,-100,9.0
2017-04-06,35.0,5.0,7.0,8.0,32.0,-100,9.0
2017-04-07,36.0,6.0,7.0,8.0,30.0,-100,8.0
2017-04-10,34.05,6.15,6.75,8.55,30.8,-100,9.5
2017-04-12,34.5,6.0,7.5,8.0,31.0,-100,10.0
2017-04-13,36.0,6.0,6.5,9.0,30.5,-100,7.5
2017-04-17,34.4,6.3,7.2,8.7,29.8,-100,9.5
2017-04-18,34.5,5.75,6.5,8.5,30.25,-100,10.0
2017-04-19,35.5,5.5,6.5,8.5,30.5,-100,9.5
2017-04-21,36.0,6.0,7.0,8.0,30.0,-100,9.0
2017-04-24,34.0,6.5,6.5,9.5,30.0,-100,10.0
2017-04-25,34.7,6.2,6.8,8.6,30.3,-100,9.2
2017-04-26,36.0,6.0,7.0,9.0,29.0,-100,9.0
2017-04-27,37.0,6.0,8.0,9.0,29.0,-100,8.0
2017-04-28,36.0,7.0,8.0,8.0,28.0,-100,8.0
2017-05-02,35.15,6.375,7.0,9.1,28.75,-100,8.975
2017-05-03,36.0,6.5,7.0,8.5,28.5,-100,9.0
2017-05-05,36.0,7.0,7.0,8.0,29.0,-100,7.0
2017-05-08,35.0,7.0,7.0,10.0,27.0,-100,10.0
2017-05-09,38.0,6.3,6.5,8.5,26.9,-100,9.2
2017-05-10,37.0,7.0,8.0,8.5,27.0,-100,9.0
2017-05-11,37.0,9.0,7.0,8.0,25.0,-100,9.0
2017-05-12,38.0,8.0,7.0,8.0,26.0,-100,7.0
2017-05-14,37.0,6.0,7.0,8.0,29.0,-100,8.0
2017-05-15,36.0,8.0,6.0,9.0,27.0,-100,10.0
2017-05-16,38.3,6.8,7.0,9.3,26.7,-100,7.8
2017-05-17,38.0,8.333333333333334,7.333333333333333,8.0,25.666666666666668,-100,8.666666666666666
2017-05-18,38.0,8.0,7.0,9.0,27.0,-100,7.0
2017-05-19,38.0,9.0,7.5,8.0,25.5,-100,7.5
2017-05-22,37.1,8.6,6.55,9.35,26.1,-100,7.85
2017-05-23,38.0,8.0,8.0,8.0,25.0,-100,8.0
2017-05-26,38.0,9.0,7.0,8.0,25.0,-100,7.0
2017-05-29,36.800000000000004,8.6,6.8,8.9,26.333333333333332,-100,8.6
2017-05-31,38.0,8.666666666666666,7.666666666666667,8.666666666666666,24.333333333333332,-100,8.333333333333334
2017-06-01,39.0,8.0,7.0,9.0,25.0,-100,8.0
2017-06-02,39.0,8.0,8.0,8.0,24.0,-100,7.0
2017-06-06,37.85,8.45,7.15,9.75,23.8,-100,8.45
2017-06-07,38.5,8.5,7.5,8.5,24.5,-100,8.5
2017-06-09,38.0,9.0,8.0,8.0,24.0,-100,7.0
2017-06-12,37.75,8.0,6.75,9.5,24.75,-100,9.0
2017-06-13,38.166666666666664,8.233333333333333,7.233333333333333,8.766666666666667,24.46666666666667,-100,8.166666666666666
2017-06-15,40.0,10.5,7.0,8.5,24.0,-100,6.5
2017-06-16,39.0,8.0,8.0,10.0,23.0,-100,7.0
2017-06-19,36.5,9.0,6.5,11.0,25.0,-100,9.0
2017-06-20,37.6,9.1,8.0,9.0,23.1,-100,7.8
2017-06-21,39.0,7.0,8.0,9.0,24.0,-100,8.0
2017-06-22,37.5,8.5,8.0,9.5,25.0,-100,7.0
2017-06-23,40.0,7.0,9.0,9.0,23.0,-100,7.0
2017-06-24,39.0,8.0,8.0,9.0,24.0,-100,7.0
2017-06-26,38.0,8.5,6.75,9.0,25.5,-100,8.75
2017-06-27,38.6,9.4,7.5,9.2,23.4,-100,7.7
2017-06-28,39.0,8.0,8.5,9.0,24.0,-100,7.5
2017-06-30,39.0,8.0,8.0,9.0,23.0,-100,7.0
2017-07-03,36.5,9.0,6.5,10.5,25.0,-100,9.0
2017-07-04,38.7,8.0,6.9,9.2,25.2,-100,7.5
2017-07-05,38.666666666666664,8.666666666666666,8.333333333333334,8.666666666666666,23.666666666666668,-100,7.666666666666667
2017-07-06,40.0,8.0,8.0,9.0,24.0,-100,7.0
2017-07-07,39.0,8.0,8.0,9.0,22.0,-100,8.0
2017-07-10,36.0,9.0,6.5,9.5,25.0,-100,9.5
2017-07-11,38.8,8.3,6.95,8.5,25.15,-100,8.1
2017-07-12,38.5,8.333333333333334,7.666666666666667,9.0,24.666666666666668,-100,7.666666666666667
2017-07-14,40.0,8.0,8.0,9.0,22.0,-100,7.0
2017-07-17,36.0,8.5,6.5,9.5,25.0,-100,10.0
2017-07-18,37.3,9.2,7.3,9.4,23.8,-100,8.4
2017-07-19,38.0,8.0,8.0,9.0,25.0,-100,8.0
2017-07-20,40.0,8.0,8.0,8.0,24.0,-100,8.0
2017-07-21,40.0,8.0,8.0,9.0,22.0,-100,7.0
2017-07-24,37.5,8.5,6.5,10.5,25.0,-100,9.0
2017-07-25,38.85,9.15,6.7,8.75,24.8,-100,7.5
2017-07-26,39.0,8.0,8.0,8.5,23.5,-100,9.0
2017-07-28,40.0,8.0,8.0,8.0,22.0,-100,8.0
2017-07-31,37.0,9.0,7.0,10.0,24.5,-100,9.5
2017-08-01,37.65,9.0,7.2,9.0,24.4,-100,8.05
2017-08-02,38.0,8.0,8.0,10.0,23.0,-100,8.0
2017-08-04,40.0,7.0,8.0,8.0,23.0,-100,8.0
2017-08-07,37.0,9.0,6.5,10.5,25.0,-100,9.0
2017-08-08,38.36666666666667,8.633333333333333,7.3999999999999995,9.266666666666667,23.46666666666667,-100,8.566666666666666
2017-08-09,38.0,8.0,7.0,10.0,24.0,-100,8.0
2017-08-10,40.0,8.0,8.0,8.0,24.0,-100,8.0
2017-08-11,39.0,8.0,8.0,9.0,23.0,-100,8.0
2017-08-14,37.0,9.0,7.0,9.0,25.0,-100,10.0
2017-08-15,38.266666666666666,8.9,7.533333333333334,8.700000000000001,23.7,-100,8.133333333333333
2017-08-16,39.0,8.0,8.0,9.0,24.0,-100,7.0
2017-08-17,39.5,10.0,7.5,8.0,24.0,-100,7.0
2017-08-18,38.0,8.0,7.0,9.0,24.0,-100,9.0
2017-08-21,38.0,9.0,7.0,9.0,24.0,-100,10.0
2017-08-22,37.55,8.15,7.5,9.0,24.9,-100,8.3
2017-08-23,38.0,9.0,7.5,9.0,22.5,-100,9.0
2017-08-24,39.0,9.0,8.0,9.0,22.0,-100,9.0
2017-08-25,38.0,8.0,7.0,9.0,24.0,-100,9.0
2017-08-28,37.5,8.5,6.25,9.5,23.5,-100,10.0
2017-08-29,36.8,8.3,7.3,9.6,23.95,-100,9.3
2017-08-30,37.5,8.0,8.0,9.0,23.5,-100,9.5
2017-08-31,38.75,10.0,7.75,8.5,23.0,-100,8.0
2017-09-01,38.0,8.0,8.0,9.0,23.0,-100,9.0
2017-09-04,36.5,8.5,6.5,10.0,23.5,-100,10.5
2017-09-05,38.1,8.7,7.7,9.1,24.1,-100,8.2
2017-09-06,36.6,8.8,7.8,9.4,23.0,-100,9.8
2017-09-07,38.0,9.0,8.0,9.0,22.0,-100,9.0
