date,FIold,IdV,LN,UdC,LADESTRA,PD,PdL,M5S,FdI,FIPDLFI,NCDUdC,SI,AP,MDP,LeU,E,I,NcI,CivP,EV,LS,IV,A,CI
2018-11-09,-100,-100,29.8,-100,-100,17.5,-100,25.9,4.2,9.4,-100,-100,-100,-100,2.5,2.9,-100,0.5,-100,-100,-100,-100,-100,-100
2018-11-12,-100,-100,31.140000000000004,-100,-100,17.639999999999997,-100,27.4,3.9799999999999995,9.9,-100,-100,-100,-100,2.5,2.425,-100,0.5666666666666667,-100,-100,-100,-100,-100,-100
2018-11-13,-100,-100,31.2,-100,-100,18.1,-100,27.3,3.9,8.0,-100,-100,-100,-100,3.1,1.7,-100,0.8,-100,-100,-100,-100,-100,-100
2018-11-14,-100,-100,33.1,-100,-100,18.2,-100,26.0,3.7,7.1,-100,-100,-100,-100,2.7,2.3,-100,-100,-100,-100,-100,-100,-100,-100
2018-11-19,-100,-100,32.7,-100,-100,17.5,-100,26.4,3.5,7.8,-100,-100,-100,-100,2.5,3.0,-100,-100,-100,-100,-100,-100,-100,-100
2018-11-20,-100,-100,31.1,-100,-100,18.5,-100,26.3,3.9,7.8,-100,-100,-100,-100,-100,1.7,-100,1.0,-100,-100,-100,-100,-100,-100
2018-11-21,-100,-100,33.3,-100,-100,18.1,-100,25.9,3.8,7.2,-100,-100,-100,-100,2.0,2.3,-100,-100,-100,-100,-100,-100,-100,-100
2018-11-22,-100,-100,33.1,-100,-100,17.25,-100,27.6,3.05,8.15,-100,-100,-100,-100,1.9,2.3,-100,0.7,-100,-100,-100,-100,-100,-100
2018-11-23,-100,-100,32.0,-100,-100,18.0,-100,25.8,4.0,11.3,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
2018-11-24,-100,-100,31.5,-100,-100,19.0,-100,26.3,3.7,9.8,-100,-100,-100,-100,2.0,2.7,-100,1.1,-100,-100,-100,-100,-100,-100
2018-11-26,-100,-100,31.7,-100,-100,18.05,-100,26.2,3.7,9.8,-100,-100,-100,-100,2.3,2.8,-100,-100,-100,-100,-100,-100,-100,-100
2018-11-27,-100,-100,32.0,-100,-100,18.5,-100,25.9,4.0,8.3,-100,-100,-100,-100,-100,2.1,-100,1.1,-100,-100,-100,-100,-100,-100
2018-11-28,-100,-100,34.5,-100,-100,17.5,-100,25.0,4.0,7.3,-100,-100,-100,-100,1.8,2.3,-100,-100,-100,-100,-100,-100,-100,-100
2018-11-29,-100,-100,32.0,-100,-100,17.8,-100,28.0,3.4,8.6,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
2018-12-02,-100,-100,32.0,-100,-100,17.7,-100,25.5,4.3,11.0,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
2018-12-03,-100,-100,32.0,-100,-100,17.6,-100,27.3,3.3,8.2,-100,-100,-100,-100,2.4,2.8,-100,-100,-100,-100,-100,-100,-100,-100
2018-12-04,-100,-100,32.1,-100,-100,18.5,-100,25.7,4.0,8.2,-100,-100,-100,-100,-100,2.2,-100,0.8,-100,-100,-100,-100,-100,-100
2018-12-10,-100,-100,32.6,-100,-100,17.25,-100,25.85,3.85,9.8,-100,-100,-100,-100,2.3,3.0,-100,-100,-100,-100,-100,-100,-100,-100
2018-12-11,-100,-100,32.333333333333336,-100,-100,17.333333333333332,-100,26.5,4.066666666666666,9.433333333333332,-100,-100,-100,-100,2.4,2.5,-100,0.6,-100,-100,-100,-100,-100,-100
2018-12-12,-100,-100,33.15,-100,-100,17.35,-100,26.0,4.45,9.2,-100,-100,-100,-100,2.45,2.05,-100,0.2,-100,-100,-100,-100,-100,-100
2018-12-13,-100,-100,31.8,-100,-100,16.5,-100,27.5,3.2,8.8,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
2018-12-14,-100,-100,32.0,-100,-100,17.15,-100,26.85,4.25,9.45,-100,-100,-100,-100,3.0,2.3,-100,-100,-100,-100,-100,-100,-100,-100
2018-12-17,-100,-100,32.9,-100,-100,16.950000000000003,-100,25.9,4.1,9.4,-100,-100,-100,-100,2.3,2.8,-100,-100,-100,-100,-100,-100,-100,-100
2018-12-18,-100,-100,31.4,-100,-100,18.0,-100,27.9,4.1,8.5,-100,-100,-100,-100,-100,2.1,-100,0.9,-100,-100,-100,-100,-100,-100
2018-12-19,-100,-100,30.6,-100,-100,16.9,-100,27.1,3.8,8.3,-100,-100,-100,-100,3.1,3.8,-100,-100,-100,-100,-100,-100,-100,-100
2018-12-20,-100,-100,31.4,-100,-100,14.7,-100,28.5,3.4,11.0,-100,-100,-100,-100,2.4,1.8,-100,0.8,-100,-100,-100,-100,-100,-100
2018-12-21,-100,-100,32.15,-100,-100,17.5,-100,26.75,3.4,8.05,-100,-100,-100,-100,2.5,2.9,-100,0.75,-100,-100,-100,-100,-100,-100
2018-12-30,-100,-100,31.5,-100,-100,17.0,-100,28.6,4.4,10.7,-100,-100,-100,-100,2.6,1.9,-100,0.2,-100,-100,-100,-100,-100,-100
2019-01-07,-100,-100,32.0,-100,-100,17.55,-100,25.6,4.0,9.600000000000001,-100,-100,-100,-100,2.8,2.9,-100,-100,-100,-100,-100,-100,-100,-100
2019-01-08,-100,-100,31.25,-100,-100,18.3,-100,27.05,3.8,9.15,-100,-100,-100,-100,2.5,2.0,-100,0.65,-100,-100,-100,-100,-100,-100
2019-01-09,-100,-100,33.1,-100,-100,17.5,-100,24.1,4.1,7.9,-100,-100,-100,-100,2.9,2.5,-100,-100,-100,-100,-100,-100,-100,-100
2019-01-10,-100,-100,30.8,-100,-100,18.1,-100,25.55,3.5999999999999996,10.5,-100,-100,-100,-100,2.4,3.0,-100,0.4,-100,-100,-100,-100,-100,-100
2019-01-14,-100,-100,32.2,-100,-100,17.3,-100,25.2,4.2,8.2,-100,-100,-100,-100,3.1,3.2,-100,-100,-100,-100,-100,-100,-100,-100
2019-01-15,-100,-100,31.075000000000003,-100,-100,17.525,-100,26.450000000000003,4.2,9.7,-100,-100,-100,-100,2.8,2.4,-100,0.6,-100,-100,-100,-100,-100,-100
2019-01-16,-100,-100,33.0,-100,-100,17.6,-100,23.9,4.1,8.0,-100,-100,-100,-100,2.7,2.5,-100,-100,-100,-100,-100,-100,-100,-100
2019-01-17,-100,-100,33.5,-100,-100,17.450000000000003,-100,25.45,3.65,9.55,-100,-100,-100,-100,-100,3.5,-100,0.6,-100,-100,-100,-100,-100,-100
2019-01-21,-100,-100,31.5,-100,-100,17.9,-100,25.7,4.4,8.6,-100,-100,-100,-100,2.8,3.0,-100,-100,-100,-100,-100,-100,-100,-100
2019-01-22,-100,-100,30.05,-100,-100,17.45,-100,27.25,4.6,9.7,-100,-100,-100,-100,2.5,2.3,-100,0.6,-100,-100,-100,-100,-100,-100
2019-01-28,-100,-100,31.4,-100,-100,17.549999999999997,-100,25.35,4.4,10.0,-100,-100,-100,-100,2.6,2.9,-100,-100,-100,-100,-100,-100,-100,-100
2019-01-29,-100,-100,31.099999999999998,-100,-100,17.46666666666667,-100,26.0,4.533333333333333,10.033333333333333,-100,-100,-100,-100,3.2,2.766666666666667,-100,0.6,-100,-100,-100,-100,-100,-100
2019-01-30,-100,-100,33.7,-100,-100,18.2,-100,24.9,3.3,9.4,-100,-100,-100,-100,2.8,3.0,-100,-100,-100,-100,-100,-100,-100,-100
2019-01-31,-100,-100,33.7,-100,-100,17.5,-100,23.5,4.3,7.9,-100,-100,-100,-100,2.9,2.7,-100,-100,-100,-100,-100,-100,-100,-100
2019-02-04,-100,-100,32.95,-100,-100,17.05,-100,24.5,4.199999999999999,10.0,-100,-100,-100,-100,2.9,3.1,-100,-100,-100,-100,-100,-100,-100,-100
2019-02-05,-100,-100,30.1,-100,-100,18.7,-100,25.1,4.5,9.7,-100,-100,-100,-100,-100,3.0,-100,0.8,-100,-100,-100,-100,-100,-100
2019-02-06,-100,-100,31.3,-100,-100,18.7,-100,24.9,3.5,9.0,-100,-100,-100,-100,2.6,2.4,-100,0.6,-100,-100,-100,-100,-100,-100
2019-02-07,-100,-100,33.5,-100,-100,16.666666666666668,-100,24.600000000000005,4.133333333333334,9.299999999999999,-100,-100,-100,-100,2.6,3.3666666666666667,-100,0.8,-100,-100,-100,-100,-100,-100
2019-02-11,-100,-100,33.8,-100,-100,17.5,-100,23.3,4.6,8.5,-100,-100,-100,-100,2.7,3.1,-100,-100,-100,-100,-100,-100,-100,-100
2019-02-12,-100,-100,32.45,-100,-100,17.15,-100,25.5,4.8,10.25,-100,-100,-100,-100,3.45,2.9,-100,0.4,-100,-100,-100,-100,-100,-100
2019-02-13,-100,-100,33.75,-100,-100,17.4,-100,23.75,4.0,8.45,-100,-100,-100,-100,3.5,2.9,-100,-100,-100,-100,-100,-100,-100,-100
2019-02-15,-100,-100,32.9,-100,-100,18.0,-100,24.3,5.1,10.3,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
2019-02-17,-100,-100,36.2,-100,-100,18.7,-100,23.2,3.4,9.0,-100,-100,-100,-100,1.8,2.8,-100,-100,-100,-100,-100,-100,-100,-100
2019-02-18,-100,-100,33.25,-100,-100,17.75,-100,22.65,4.45,10.5,-100,-100,-100,-100,2.9,2.9,-100,-100,-100,-100,-100,-100,-100,-100
2019-02-19,-100,-100,30.7,-100,-100,17.9,-100,24.8,5.2,10.3,-100,-100,-100,-100,-100,3.0,-100,0.7,-100,-100,-100,-100,-100,-100
2019-02-20,-100,-100,34.7,-100,-100,17.5,-100,22.2,4.5,8.7,-100,-100,-100,-100,3.6,2.8,-100,-100,-100,-100,-100,-100,-100,-100
2019-02-25,-100,-100,33.1,-100,-100,18.533333333333335,-100,23.133333333333336,4.5,10.233333333333333,-100,-100,-100,-100,2.1333333333333333,3.4333333333333336,-100,0.5,-100,-100,-100,-100,-100,-100
2019-02-26,-100,-100,31.2,-100,-100,18.2,-100,23.8,5.0,10.7,-100,-100,-100,-100,-100,3.0,-100,0.6,-100,-100,-100,-100,-100,-100
2019-02-27,-100,-100,33.4,-100,-100,18.45,-100,22.4,4.25,9.3,-100,-100,-100,-100,3.0,2.8,-100,0.6,-100,-100,-100,-100,-100,-100
2019-02-28,-100,-100,34.2,-100,-100,18.4,-100,21.6,4.35,10.35,-100,-100,-100,-100,2.4,4.0,-100,0.5,-100,-100,-100,-100,-100,-100
2019-03-03,-100,-100,35.4,-100,-100,20.3,-100,21.6,3.8,8.8,-100,-100,-100,-100,1.9,3.2,-100,-100,-100,-100,-100,-100,-100,-100
2019-03-04,-100,-100,32.95,-100,-100,19.3,-100,21.950000000000003,4.5,10.4,-100,-100,-100,-100,2.4,3.0,-100,-100,-100,-100,-100,-100,-100,-100
2019-03-05,-100,-100,31.2,-100,-100,19.3,-100,23.2,4.8,10.2,-100,-100,-100,-100,-100,3.1,-100,0.6,-100,-100,-100,-100,-100,-100
2019-03-06,-100,-100,34.6,-100,-100,18.9,-100,21.7,4.5,9.0,-100,-100,-100,-100,3.3,2.8,-100,-100,-100,-100,-100,-100,-100,-100
2019-03-07,-100,-100,31.2,-100,-100,20.3,-100,22.2,4.2,12.5,-100,-100,-100,-100,-100,3.3,-100,-100,-100,-100,-100,-100,-100,-100
2019-03-11,-100,-100,33.7,-100,-100,20.3,-100,21.8,4.1,8.9,-100,-100,-100,-100,2.6,2.8,-100,-100,-100,-100,-100,-100,-100,-100
2019-03-12,-100,-100,31.05,-100,-100,19.45,-100,24.15,4.45,10.4,-100,-100,-100,-100,2.5,3.3,-100,0.55,-100,-100,-100,-100,-100,-100
2019-03-13,-100,-100,34.0,-100,-100,19.766666666666666,-100,22.433333333333334,4.033333333333334,9.166666666666666,-100,-100,-100,-100,2.75,2.6,-100,-100,-100,-100,-100,-100,-100,-100
2019-03-18,-100,-100,32.55,-100,-100,20.75,-100,21.4,4.4,10.25,-100,-100,-100,-100,2.4,3.0,-100,-100,-100,-100,-100,-100,-100,-100
2019-03-19,-100,-100,30.9,-100,-100,21.0,-100,23.4,4.8,10.0,-100,-100,-100,-100,-100,3.0,-100,0.6,-100,-100,-100,-100,-100,-100
2019-03-20,-100,-100,34.8,-100,-100,21.2,-100,20.4,4.4,9.0,-100,-100,-100,-100,2.8,2.7,-100,-100,-100,-100,-100,-100,-100,-100
2019-03-21,-100,-100,33.1,-100,-100,20.85,-100,19.85,4.6,11.55,-100,-100,-100,-100,2.2,3.6,-100,-100,-100,-100,-100,-100,-100,-100
2019-03-25,-100,-100,34.599999999999994,-100,-100,21.1,-100,20.8,4.4,8.95,-100,-100,-100,-100,1.9,3.0,-100,-100,-100,-100,-100,-100,-100,-100
2019-03-26,-100,-100,31.8,-100,-100,21.1,-100,22.9,4.9,9.5,-100,-100,-100,-100,-100,3.0,-100,0.6,-100,-100,-100,-100,-100,-100
2019-03-27,-100,-100,33.25,-100,-100,21.05,-100,21.3,4.25,9.05,-100,-100,-100,-100,2.9,2.7,-100,-100,-100,-100,-100,-100,-100,-100
2019-03-28,-100,-100,32.0,-100,-100,20.2,-100,21.0,4.7,11.8,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
2019-03-30,-100,-100,32.1,-100,-100,20.5,-100,22.7,5.3,10.0,-100,-100,-100,-100,3.4,2.7,-100,-100,-100,-100,-100,-100,-100,-100
2019-04-01,-100,-100,31.975,-100,-100,21.275000000000002,-100,20.900000000000002,4.675,9.725,-100,-100,-100,-100,2.6,2.866666666666667,-100,0.6,-100,-100,-100,-100,-100,-100
2019-04-02,-100,-100,31.9,-100,-100,21.1,-100,22.7,4.7,9.3,-100,-100,-100,-100,-100,2.9,-100,0.6,-100,-100,-100,-100,-100,-100
2019-04-03,-100,-100,31.833333333333332,-100,-100,20.3,-100,21.0,5.0,10.299999999999999,-100,-100,-100,-100,3.3666666666666667,3.1999999999999997,-100,0.5,-100,-100,-100,-100,-100,-100
2019-04-04,-100,-100,35.7,-100,-100,19.0,-100,23.3,4.0,9.9,-100,-100,-100,-100,2.0,3.1,-100,-100,-100,-100,-100,-100,-100,-100
2019-04-08,-100,-100,33.13333333333333,-100,-100,21.0,-100,21.3,4.633333333333333,10.233333333333333,-100,-100,-100,-100,2.3,2.95,-100,-100,-100,-100,-100,-100,-100,-100
2019-04-09,-100,-100,31.4,-100,-100,22.3,-100,21.5,4.8,10.1,-100,-100,-100,-100,-100,2.9,-100,0.5,-100,-100,-100,-100,-100,-100
2019-04-10,-100,-100,32.0,-100,-100,21.7,-100,22.6,5.6,9.8,-100,-100,-100,-100,2.3,3.0,-100,-100,-100,1.4,-100,-100,-100,-100
2019-04-12,-100,-100,33.2,-100,-100,21.1,-100,22.3,5.1,9.9,-100,-100,-100,-100,2.7,2.0,-100,-100,-100,-100,-100,-100,-100,-100
2019-04-15,-100,-100,32.3,-100,-100,21.5,-100,22.5,4.8,8.9,-100,-100,-100,-100,2.9,3.3,-100,-100,-100,-100,-100,-100,-100,-100
2019-04-16,-100,-100,32.03333333333333,-100,-100,20.599999999999998,-100,21.96666666666667,5.3,10.200000000000001,-100,-100,-100,-100,3.1333333333333333,3.233333333333333,-100,-100,-100,-100,-100,-100,-100,-100
2019-04-17,-100,-100,32.9,-100,-100,19.8,-100,21.7,4.8,9.2,-100,-100,-100,-100,4.4,3.1,-100,-100,-100,-100,-100,-100,-100,-100
2019-04-18,-100,-100,32.0,-100,-100,20.6,-100,22.0,4.9,11.6,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
2019-04-22,-100,-100,31.5,-100,-100,22.0,-100,23.5,5.7,9.1,-100,-100,-100,-100,2.1,2.9,-100,-100,-100,1.0,-100,-100,-100,-100
2019-04-23,-100,-100,32.75,-100,-100,21.275,-100,22.25,5.2,9.15,-100,-100,-100,-100,2.6999999999999997,3.0,-100,-100,-100,-100,-100,-100,-100,-100
2019-04-27,-100,-100,32.2,-100,-100,21.9,-100,22.9,5.1,10.1,-100,-100,-100,-100,2.5,3.0,-100,-100,-100,-100,-100,-100,-100,-100
2019-04-29,-100,-100,31.4,-100,-100,21.95,-100,22.05,5.1,10.5,-100,-100,-100,-100,3.1,2.9,-100,-100,-100,-100,-100,-100,-100,-100
2019-04-30,-100,-100,32.06666666666666,-100,-100,20.433333333333334,-100,21.53333333333333,5.266666666666667,9.866666666666667,-100,-100,-100,-100,2.6333333333333333,3.4666666666666663,-100,-100,-100,-100,-100,-100,-100,-100
2019-05-03,-100,-100,32.1,-100,-100,21.4,-100,22.2,5.3,9.5,-100,-100,-100,-100,3.2,2.3,-100,-100,-100,-100,-100,-100,-100,-100
2019-05-06,-100,-100,30.85,-100,-100,21.6,-100,22.35,4.8,9.8,-100,-100,-100,-100,3.15,3.1,-100,-100,-100,-100,-100,-100,-100,-100
2019-05-07,-100,-100,31.0,-100,-100,22.0,-100,23.0,5.6,8.5,-100,-100,-100,-100,2.8,3.0,-100,-100,-100,-100,-100,-100,-100,-100
2019-05-08,-100,-100,31.450000000000003,-100,-100,20.775,-100,22.975,5.0249999999999995,9.075,-100,-100,-100,-100,2.425,3.45,-100,-100,-100,-100,-100,-100,-100,-100
2019-05-09,-100,-100,33.8,-100,-100,22.1,-100,22.7,5.8,7.8,-100,-100,-100,-100,2.1,2.4,-100,-100,-100,-100,-100,-100,-100,-100
2019-05-29,-100,-100,36.3,-100,-100,23.8,-100,16.5,6.8,7.9,-100,-100,-100,-100,1.4,2.7,-100,-100,-100,-100,-100,-100,-100,-100
2019-05-30,-100,-100,35.0,-100,-100,23.0,-100,17.0,6.0,9.0,-100,-100,-100,-100,2.0,3.0,-100,-100,-100,-100,-100,-100,-100,-100
2019-06-01,-100,-100,34.0,-100,-100,24.0,-100,19.0,6.0,8.0,-100,-100,-100,-100,2.0,3.0,-100,-100,-100,-100,-100,-100,-100,-100
2019-06-03,-100,-100,36.15,-100,-100,23.7,-100,17.15,6.699999999999999,8.05,-100,-100,-100,-100,1.7,2.7,-100,-100,-100,-100,-100,-100,-100,-100
2019-06-06,-100,-100,35.05,-100,-100,23.5,-100,17.9,6.8,7.95,-100,-100,-100,-100,-100,3.0,-100,-100,-100,2.5,1.8,-100,-100,-100
2019-06-07,-100,-100,35.3,-100,-100,23.1,-100,18.0,7.2,6.2,-100,-100,-100,-100,-100,2.6,-100,-100,-100,2.7,1.2,-100,-100,-100
2019-06-10,-100,-100,35.849999999999994,-100,-100,23.349999999999998,-100,17.575,6.325,7.5,-100,-100,-100,-100,-100,3.1,-100,-100,-100,1.8666666666666665,1.9333333333333333,-100,-100,-100
2019-06-11,-100,-100,35.2,-100,-100,23.9,-100,18.0,6.7,8.6,-100,-100,-100,-100,-100,2.5,-100,-100,-100,1.1,1.9,-100,-100,-100
2019-06-12,-100,-100,34.5,-100,-100,22.6,-100,19.2,6.8,6.7,-100,-100,-100,-100,-100,3.0,-100,-100,-100,2.7,1.7,-100,-100,-100
2019-06-17,-100,-100,37.0,-100,-100,22.5,-100,18.3,6.7,6.6,-100,-100,-100,-100,-100,2.7,-100,-100,-100,2.6,1.7,-100,-100,-100
2019-06-18,-100,-100,35.0,-100,-100,24.4,-100,17.9,7.0,8.0,-100,-100,-100,-100,-100,2.7,-100,-100,-100,1.1,2.0,-100,-100,-100
2019-06-20,-100,-100,35.2,-100,-100,22.0,-100,18.5,6.8,7.0,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
2019-06-24,-100,-100,36.4,-100,-100,23.0,-100,17.5,6.55,7.85,-100,-100,-100,-100,-100,2.8,-100,-100,-100,2.7,1.6,-100,-100,-100
2019-06-25,-100,-100,34.6,-100,-100,23.8,-100,19.0,6.7,8.5,-100,-100,-100,-100,-100,2.9,-100,-100,-100,0.9,2.0,-100,-100,-100
2019-06-26,-100,-100,33.3,-100,-100,21.2,-100,17.3,6.7,9.3,-100,-100,-100,-100,-100,3.4,-100,-100,-100,2.5,1.9,-100,-100,-100
2019-07-01,-100,-100,38.0,-100,-100,22.6,-100,17.2,6.4,6.5,-100,-100,-100,-100,-100,2.8,-100,-100,-100,2.7,1.5,-100,-100,-100
2019-07-04,-100,-100,36.0,-100,-100,23.2,-100,18.05,6.9,6.5,-100,-100,-100,-100,-100,2.25,-100,-100,-100,2.1,1.65,-100,-100,-100
2019-07-08,-100,-100,37.65,-100,-100,23.049999999999997,-100,17.15,6.75,7.25,-100,-100,-100,-100,-100,2.9,-100,-100,-100,2.4,1.7,-100,-100,-100
2019-07-10,-100,-100,34.5,-100,-100,22.4,-100,20.65,6.050000000000001,7.05,-100,-100,-100,-100,-100,3.1,-100,-100,-100,2.1,1.2,-100,-100,-100
2019-07-11,-100,-100,37.1,-100,-100,23.5,-100,17.2,6.8,7.9,-100,-100,-100,-100,-100,2.3,-100,-100,-100,2.0,1.4,-100,-100,-100
2019-07-12,-100,-100,37.9,-100,-100,22.6,-100,17.1,7.0,6.3,-100,-100,-100,-100,-100,2.3,-100,-100,-100,1.8,1.7,-100,-100,-100
2019-07-15,-100,-100,36.85,-100,-100,22.75,-100,17.7,5.95,7.5,-100,-100,-100,-100,-100,3.0,-100,-100,-100,2.4,1.8,-100,-100,-100
2019-07-18,-100,-100,35.975,-100,-100,22.775000000000002,-100,19.0,6.375,7.35,-100,-100,-100,-100,-100,2.625,-100,-100,-100,1.9000000000000001,1.375,-100,-100,-100
2019-07-22,-100,-100,36.9,-100,-100,20.75,-100,18.25,6.199999999999999,7.35,-100,-100,-100,-100,-100,3.05,-100,-100,-100,2.5,2.15,-100,-100,-100
2019-07-24,-100,-100,36.0,-100,-100,22.5,-100,18.0,6.7,6.8,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
2019-07-25,-100,-100,38.1,-100,-100,22.7,-100,17.5,6.3,7.8,-100,-100,-100,-100,-100,2.5,-100,-100,-100,2.1,1.4,-100,-100,-100
2019-07-29,-100,-100,38.0,-100,-100,22.0,-100,17.3,6.6,6.5,-100,-100,-100,-100,-100,2.7,-100,-100,-100,2.3,2.1,-100,-100,-100
2019-07-30,-100,-100,38.9,-100,-100,23.3,-100,14.8,7.4,6.7,-100,-100,-100,-100,-100,2.3,-100,-100,-100,1.7,1.9,-100,-100,-100
2019-07-31,-100,-100,36.0,-100,-100,20.5,-100,17.8,7.5,7.1,-100,-100,-100,-100,-100,3.5,-100,-100,-100,1.9,2.0,-100,-100,-100
2019-08-01,-100,-100,37.7,-100,-100,22.5,-100,17.6,6.0,8.1,-100,-100,-100,-100,-100,2.4,-100,-100,-100,2.3,1.6,-100,-100,-100
2019-08-02,-100,-100,37.5,-100,-100,22.6,-100,17.0,6.9,6.2,-100,-100,-100,-100,-100,2.2,-100,-100,-100,1.9,2.0,-100,-100,-100
2019-08-05,-100,-100,38.0,-100,-100,22.4,-100,17.5,6.0,8.0,-100,-100,-100,-100,-100,2.4,-100,-100,-100,2.2,1.4,-100,-100,-100
2019-08-10,-100,-100,36.1,-100,-100,23.4,-100,18.2,7.1,6.0,-100,-100,-100,-100,-100,2.3,-100,-100,-100,1.8,1.8,-100,-100,-100
2019-08-12,-100,-100,32.1,-100,-100,22.8,-100,23.7,6.6,6.1,-100,-100,-100,-100,-100,2.8,-100,-100,-100,-100,0.8,-100,-100,-100
2019-08-21,-100,-100,33.775,-100,-100,23.924999999999997,-100,19.425,7.125,6.6000000000000005,-100,-100,-100,-100,-100,2.1999999999999997,-100,-100,-100,1.55,1.6,-100,-100,-100
2019-08-23,-100,-100,33.7,-100,-100,24.0,-100,16.6,8.3,6.6,-100,-100,-100,-100,-100,3.2,-100,-100,-100,1.4,2.3,-100,-100,-100
2019-08-25,-100,-100,33.0,-100,-100,23.0,-100,19.0,6.8,6.2,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
2019-08-27,-100,-100,32.0,-100,-100,23.5,-100,16.5,6.0,7.5,-100,-100,-100,-100,-100,3.5,-100,-100,-100,-100,-100,-100,-100,-100
2019-08-28,-100,-100,32.5,-100,-100,24.2,-100,19.2,7.7,6.2,-100,-100,-100,-100,-100,2.7,-100,-100,-100,1.9,2.1,-100,-100,-100
2019-08-29,-100,-100,31.8,-100,-100,22.3,-100,24.2,7.8,6.0,-100,-100,-100,-100,-100,2.2,-100,-100,-100,1.0,2.5,-100,-100,-100
2019-08-30,-100,-100,31.9,-100,-100,22.3,-100,18.6,8.8,6.8,-100,-100,-100,-100,-100,4.1,-100,-100,-100,-100,2.9,-100,-100,-100
2019-09-02,-100,-100,32.3,-100,-100,22.85,-100,21.45,6.95,7.0,-100,-100,-100,-100,-100,3.0,-100,-100,-100,2.4,2.7,-100,-100,-100
2019-09-03,-100,-100,30.1,-100,-100,23.0,-100,22.3,7.4,7.0,-100,-100,-100,-100,-100,4.0,-100,-100,-100,1.5,2.4,-100,-100,-100
2019-09-05,-100,-100,31.0,-100,-100,23.766666666666666,-100,22.666666666666668,6.8,6.900000000000001,-100,-100,-100,-100,-100,2.75,-100,-100,-100,1.6,2.0,-100,-100,-100
2019-09-09,-100,-100,31.95,-100,-100,23.15,-100,21.6,7.15,6.5,-100,-100,-100,-100,-100,2.6,-100,-100,-100,1.85,2.0,-100,-100,-100
2019-09-10,-100,-100,32.425,-100,-100,22.35,-100,20.8,7.074999999999999,7.074999999999999,-100,-100,-100,-100,-100,3.1666666666666665,-100,-100,-100,1.1666666666666665,2.55,-100,-100,-100
2019-09-12,-100,-100,33.175,-100,-100,23.05,-100,19.3,7.875,6.625,-100,-100,-100,-100,-100,2.175,-100,-100,-100,1.6666666666666667,2.5,-100,-100,-100
2019-09-16,-100,-100,33.15,-100,-100,22.4,-100,20.6,7.15,6.9,-100,-100,-100,-100,-100,2.5,-100,-100,-100,1.7999999999999998,2.1,-100,-100,-100
2019-09-17,-100,-100,31.5,-100,-100,20.9,-100,20.2,7.800000000000001,7.2,-100,-100,-100,-100,-100,3.35,-100,-100,-100,1.55,2.6,3.4,-100,-100
2019-09-18,-100,-100,30.3,-100,-100,22.4,-100,20.0,7.3,6.0,-100,-100,-100,-100,-100,2.3,-100,-100,-100,1.8,2.0,-100,-100,-100
2019-09-19,-100,-100,34.03333333333333,-100,-100,19.433333333333334,-100,19.833333333333332,7.533333333333334,6.366666666666667,-100,-100,-100,-100,-100,1.75,-100,-100,-100,1.15,1.8,4.133333333333334,-100,-100
2019-09-20,-100,-100,31.266666666666666,-100,-100,20.46666666666667,-100,18.533333333333335,8.1,6.533333333333334,-100,-100,-100,-100,-100,1.9500000000000002,-100,-100,-100,1.4,2.95,5.166666666666667,-100,-100
2019-09-22,-100,-100,30.5,-100,-100,20.0,-100,19.0,6.5,7.0,-100,-100,-100,-100,-100,3.0,-100,-100,-100,2.0,2.0,4.0,-100,-100
2019-09-23,-100,-100,32.8,-100,-100,19.45,-100,20.2,7.1,6.5,-100,-100,-100,-100,-100,1.85,-100,-100,-100,1.8,2.05,4.85,-100,-100
2019-09-24,-100,-100,29.9,-100,-100,21.8,-100,21.5,8.6,6.5,-100,-100,-100,-100,-100,2.7,-100,-100,-100,2.0,2.7,2.9,-100,-100
2019-09-25,-100,-100,32.2,-100,-100,20.3,-100,18.7,7.3,6.8,-100,-100,-100,-100,-100,2.6,-100,-100,-100,1.6,2.1,4.3,-100,-100
2019-09-26,-100,-100,33.05,-100,-100,19.05,-100,19.1,8.55,6.2,-100,-100,-100,-100,-100,1.4500000000000002,-100,-100,-100,2.0,2.2,5.15,-100,-100
2019-09-27,-100,-100,30.5,-100,-100,19.950000000000003,-100,22.1,7.25,6.9,-100,-100,-100,-100,-100,2.25,-100,-100,-100,1.7,1.5,4.35,-100,-100
