date,FIold,IdV,LN,UdC,LADESTRA,PD,PdL,M5S,FdI,FIPDLFI,NCDUdC,SI,AP,MDP,LeU,E,I,NcI,CivP,EV,LS,IV,A,CI
2020-05-06,-100,-100,26.95,-100,-100,21.0,-100,15.149999999999999,13.95,6.85,-100,-100,-100,-100,-100,1.6,-100,-100,-100,1.75,2.3,3.9,2.5,-100
2020-05-07,-100,-100,27.8,-100,-100,21.5,-100,14.95,13.85,6.3,-100,-100,-100,-100,-100,1.75,-100,-100,-100,1.65,3.05,3.2,2.25,-100
2020-05-08,-100,-100,26.6,-100,-100,20.9,-100,14.9,14.6,8.0,-100,-100,-100,-100,-100,1.7,-100,-100,-100,1.8,2.8,3.5,1.8,-100
2020-05-11,-100,-100,27.8,-100,-100,19.5,-100,16.7,14.6,6.0,-100,-100,-100,-100,-100,2.0,-100,-100,-100,1.8,3.1,2.7,2.5,-100
2020-05-12,-100,-100,24.6,-100,-100,22.0,-100,16.9,14.2,7.5,-100,-100,-100,-100,-100,2.1,-100,-100,-100,1.8,3.0,2.6,2.0,-100
2020-05-13,-100,-100,26.65,-100,-100,20.9,-100,15.7,14.2,6.3,-100,-100,-100,-100,-100,1.6,-100,-100,-100,2.0,2.85,4.0,2.4,-100
2020-05-14,-100,-100,28.1,-100,-100,21.75,-100,14.9,13.7,6.25,-100,-100,-100,-100,-100,1.55,-100,-100,-100,1.35,2.75,3.3,2.1500000000000004,-100
2020-05-15,-100,-100,26.2,-100,-100,20.8,-100,15.2,14.7,8.1,-100,-100,-100,-100,-100,1.6,-100,-100,-100,1.7,2.7,3.4,2.0,-100
2020-05-18,-100,-100,27.0,-100,-100,20.6,-100,16.0,14.0,5.7,-100,-100,-100,-100,-100,2.2,-100,-100,-100,1.5,3.7,3.0,2.6,-100
2020-05-19,-100,-100,25.75,-100,-100,21.25,-100,16.3,14.5,7.0,-100,-100,-100,-100,-100,1.6,-100,-100,-100,2.0,2.4,3.6,2.2,-100
2020-05-21,-100,-100,26.133333333333336,-100,-100,21.066666666666666,-100,15.733333333333334,14.933333333333332,7.0,-100,-100,-100,-100,-100,1.4666666666666668,-100,-100,-100,1.5,2.3666666666666667,3.0,2.6333333333333333,-100
2020-05-22,-100,-100,25.9,-100,-100,20.7,-100,15.1,14.9,8.1,-100,-100,-100,-100,-100,1.6,-100,-100,-100,1.6,2.8,3.3,2.4,-100
2020-05-25,-100,-100,26.35,-100,-100,20.5,-100,15.45,14.7,7.199999999999999,-100,-100,-100,-100,-100,1.9,-100,-100,-100,1.7,3.05,2.95,2.65,-100
2020-05-26,-100,-100,26.200000000000003,-100,-100,20.75,-100,16.6,14.45,7.1,-100,-100,-100,-100,-100,1.55,-100,-100,-100,2.05,2.3,3.1,2.05,-100
2020-05-27,-100,-100,30.2,-100,-100,19.0,-100,13.8,15.4,8.4,-100,-100,-100,-100,-100,1.5,-100,-100,-100,1.3,2.8,3.0,2.5,-100
2020-05-28,-100,-100,27.45,-100,-100,21.15,-100,15.4,14.25,6.300000000000001,-100,-100,-100,-100,-100,1.75,-100,-100,-100,1.65,2.95,3.0,2.5999999999999996,-100
2020-05-29,-100,-100,26.0,-100,-100,20.3,-100,15.0,15.0,8.2,-100,-100,-100,-100,-100,1.8,-100,-100,-100,1.7,2.7,3.1,2.5,-100
2020-05-30,-100,-100,26.85,-100,-100,21.8,-100,14.95,15.45,6.2,-100,-100,-100,-100,-100,1.5999999999999999,-100,-100,-100,1.7,2.5,2.8,2.4,-100
2020-06-01,-100,-100,27.0,-100,-100,19.5,-100,16.0,13.9,6.0,-100,-100,-100,-100,-100,2.4,-100,-100,-100,1.9,3.7,3.0,2.8,-100
2020-06-02,-100,-100,27.2,-100,-100,20.3,-100,15.8,14.5,6.9,-100,-100,-100,-100,-100,1.5,-100,-100,-100,1.6,2.2,4.6,2.6,-100
2020-06-04,-100,-100,27.05,-100,-100,20.25,-100,15.5,14.1,6.699999999999999,-100,-100,-100,-100,-100,1.7000000000000002,-100,-100,-100,1.55,2.5,3.2,3.05,-100
2020-06-05,-100,-100,26.2,-100,-100,20.0,-100,14.9,15.4,8.2,-100,-100,-100,-100,-100,1.9,-100,-100,-100,1.6,2.5,2.8,2.7,-100
2020-06-08,-100,-100,27.3,-100,-100,19.1,-100,15.8,14.4,5.6,-100,-100,-100,-100,-100,2.2,-100,-100,-100,2.1,4.0,3.0,2.7,-100
2020-06-09,-100,-100,25.0,-100,-100,21.4,-100,17.2,14.4,7.6,-100,-100,-100,-100,-100,1.7,-100,-100,-100,2.3,2.0,1.9,1.5,-100
2020-06-10,-100,-100,26.8,-100,-100,20.0,-100,16.0,14.2,7.0,-100,-100,-100,-100,-100,1.4,-100,-100,-100,1.6,2.1,5.0,3.0,-100
2020-06-11,-100,-100,25.35,-100,-100,21.05,-100,16.200000000000003,15.45,6.55,-100,-100,-100,-100,-100,1.45,-100,-100,-100,1.6,2.5999999999999996,2.9,2.6,-100
2020-06-12,-100,-100,25.9,-100,-100,19.8,-100,15.5,14.8,8.4,-100,-100,-100,-100,-100,1.8,-100,-100,-100,1.7,2.6,2.9,3.0,-100
2020-06-15,-100,-100,26.9,-100,-100,19.0,-100,16.2,14.1,6.1,-100,-100,-100,-100,-100,2.3,-100,-100,-100,2.2,3.7,2.9,3.0,-100
2020-06-16,-100,-100,25.833333333333332,-100,-100,20.599999999999998,-100,16.3,14.066666666666668,7.1000000000000005,-100,-100,-100,-100,-100,1.7333333333333334,-100,-100,-100,1.9333333333333336,2.1999999999999997,4.166666666666667,2.566666666666667,-100
2020-06-17,-100,-100,25.2,-100,-100,21.2,-100,16.8,14.3,7.3,-100,-100,-100,-100,-100,2.8,-100,-100,-100,-100,3.7,2.5,2.2,-100
2020-06-19,-100,-100,25.9,-100,-100,19.7,-100,14.5,15.9,8.3,-100,-100,-100,-100,-100,1.6,-100,-100,-100,2.0,2.5,3.0,2.8,-100
2020-06-22,-100,-100,26.9,-100,-100,19.3,-100,15.9,13.6,6.0,-100,-100,-100,-100,-100,2.5,-100,-100,-100,2.4,3.8,2.9,3.1,-100
2020-06-23,-100,-100,25.3,-100,-100,21.1,-100,15.850000000000001,14.2,7.15,-100,-100,-100,-100,-100,2.1500000000000004,-100,-100,-100,1.9,2.2,3.9,2.4,-100
2020-06-25,-100,-100,26.2,-100,-100,20.45,-100,16.65,15.4,6.550000000000001,-100,-100,-100,-100,-100,1.5499999999999998,-100,-100,-100,1.6,2.4,2.9,3.0,-100
2020-06-26,-100,-100,25.9,-100,-100,20.5,-100,15.15,15.5,7.1,-100,-100,-100,-100,-100,1.7,-100,-100,-100,1.9,3.0,3.05,2.55,-100
2020-06-29,-100,-100,26.6,-100,-100,20.3,-100,16.0,14.2,5.6,-100,-100,-100,-100,-100,2.5,-100,-100,-100,2.0,3.5,3.0,2.9,-100
2020-07-02,-100,-100,27.25,-100,-100,21.1,-100,14.95,14.149999999999999,5.85,-100,-100,-100,-100,-100,1.65,-100,-100,-100,1.6,2.6,3.15,2.95,-100
2020-07-03,-100,-100,25.5,-100,-100,20.2,-100,14.6,15.9,8.2,-100,-100,-100,-100,-100,1.7,-100,-100,-100,1.8,2.5,3.0,2.9,-100
2020-07-05,-100,-100,26.6,-100,-100,22.4,-100,16.7,14.4,6.4,-100,-100,-100,-100,-100,1.4,-100,-100,-100,1.7,3.4,3.4,2.9,-100
2020-07-06,-100,-100,26.1,-100,-100,20.1,-100,15.25,14.9,7.05,-100,-100,-100,-100,-100,1.85,-100,-100,-100,1.75,3.15,3.0,3.0,-100
2020-07-07,-100,-100,23.9,-100,-100,22.0,-100,15.4,13.8,7.2,-100,-100,-100,-100,-100,3.1,-100,-100,-100,1.9,3.0,2.6,1.6,-100
2020-07-09,-100,-100,27.6,-100,-100,20.4,-100,14.4,13.9,5.7,-100,-100,-100,-100,-100,1.7,-100,-100,-100,1.3,2.9,3.2,3.4,-100
2020-07-10,-100,-100,25.3,-100,-100,20.4,-100,14.7,15.8,8.2,-100,-100,-100,-100,-100,1.8,-100,-100,-100,1.8,2.7,2.9,2.8,-100
2020-07-13,-100,-100,26.15,-100,-100,20.3,-100,15.65,14.25,6.65,-100,-100,-100,-100,3.7,2.1,-100,-100,-100,1.35,3.0,3.1,3.05,-100
2020-07-16,-100,-100,27.8,-100,-100,20.7,-100,14.9,14.4,5.5,-100,-100,-100,-100,-100,1.4,-100,-100,-100,1.4,2.6,2.8,3.2,-100
2020-07-17,-100,-100,24.9,-100,-100,20.2,-100,15.0,16.0,8.3,-100,-100,-100,-100,-100,1.9,-100,-100,-100,1.6,2.9,2.7,2.9,-100
2020-07-20,-100,-100,26.5,-100,-100,19.3,-100,15.6,14.2,6.0,-100,-100,-100,-100,-100,2.4,-100,-100,-100,1.9,3.6,3.0,3.3,-100
2020-07-21,-100,-100,23.7,-100,-100,21.8,-100,15.8,13.9,7.9,-100,-100,-100,-100,-100,2.6,-100,-100,-100,1.6,3.4,2.3,2.1,-100
2020-07-22,-100,-100,25.4,-100,-100,21.0,-100,16.0,15.0,6.5,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,3.4,3.2,2.5,-100
2020-07-23,-100,-100,25.35,-100,-100,20.0,-100,16.75,16.05,6.300000000000001,-100,-100,-100,-100,-100,1.35,-100,-100,-100,2.2,2.9,2.8,2.75,-100
2020-07-24,-100,-100,24.7,-100,-100,20.3,-100,15.4,16.0,8.3,-100,-100,-100,-100,-100,2.1,-100,-100,-100,1.5,3.0,2.6,2.7,-100
2020-07-27,-100,-100,26.3,-100,-100,19.8,-100,16.0,13.9,6.2,-100,-100,-100,-100,-100,2.1,-100,-100,-100,1.8,3.8,3.0,3.1,-100
2020-07-30,-100,-100,24.9,-100,-100,21.2,-100,15.8,14.35,6.7,-100,-100,-100,-100,-100,2.05,-100,-100,-100,1.5,3.3,2.55,2.7,-100
2020-07-31,-100,-100,24.4,-100,-100,20.2,-100,15.8,16.3,8.4,-100,-100,-100,-100,-100,2.0,-100,-100,-100,1.6,3.1,2.5,2.5,-100
2020-08-03,-100,-100,26.5,-100,-100,19.6,-100,16.4,14.2,6.0,-100,-100,-100,-100,-100,1.8,-100,-100,-100,1.9,3.6,3.1,3.3,-100
2020-08-04,-100,-100,24.9,-100,-100,20.5,-100,16.0,14.9,6.8,-100,-100,-100,-100,-100,1.6,-100,-100,-100,1.3,2.1,2.9,3.8,-100
2020-08-06,-100,-100,27.4,-100,-100,20.2,-100,14.5,14.7,5.8,-100,-100,-100,-100,-100,1.3,-100,-100,-100,1.4,2.8,3.2,3.0,-100
2020-08-14,-100,-100,23.5,-100,-100,20.5,-100,19.9,15.5,6.3,-100,-100,-100,-100,-100,2.3,-100,-100,-100,2.1,3.2,3.3,3.3,-100
2020-08-26,-100,-100,24.5,-100,-100,20.7,-100,16.2,15.4,7.2,-100,-100,-100,-100,-100,2.3,-100,-100,-100,-100,3.5,2.7,2.1,-100
2020-08-27,-100,-100,26.75,-100,-100,20.7,-100,14.8,14.4,6.15,-100,-100,-100,-100,-100,1.45,-100,-100,-100,1.4,2.85,3.05,2.9,-100
2020-08-31,-100,-100,25.450000000000003,-100,-100,19.9,-100,16.05,15.45,7.05,-100,-100,-100,-100,-100,1.9,-100,-100,-100,1.8,3.4000000000000004,2.9000000000000004,2.9000000000000004,-100
2020-09-03,-100,-100,27.3,-100,-100,20.5,-100,14.4,14.6,5.9,-100,-100,-100,-100,-100,1.5,-100,-100,-100,1.4,2.8,2.8,3.1,-100
2020-09-21,-100,-100,26.2,-100,-100,20.1,-100,15.7,16.1,7.5,-100,-100,-100,-100,-100,1.8,-100,-100,-100,1.6,2.6,3.5,1.8,-100
2020-09-24,-100,-100,25.333333333333332,-100,-100,20.833333333333332,-100,15.800000000000002,15.5,6.066666666666667,-100,-100,-100,-100,-100,1.5,-100,-100,-100,1.8666666666666665,2.6666666666666665,3.033333333333333,2.8666666666666667,-100
2020-09-28,-100,-100,23.8,-100,-100,20.1,-100,16.0,15.8,5.8,-100,-100,-100,-100,-100,2.1,-100,-100,-100,1.9,3.5,3.0,3.4,-100
2020-09-29,-100,-100,26.4,-100,-100,23.3,-100,14.9,15.6,6.2,-100,-100,-100,-100,-100,1.4,-100,-100,-100,1.7,3.5,3.1,3.0,-100
2020-10-01,-100,-100,26.3,-100,-100,21.3,-100,14.6,14.5,5.7,-100,-100,-100,-100,-100,1.5,-100,-100,-100,1.3,3.1,2.7,3.4,-100
2020-10-02,-100,-100,24.05,-100,-100,20.45,-100,15.75,16.45,7.05,-100,-100,-100,-100,-100,1.95,-100,-100,-100,1.75,3.35,3.15,2.75,-100
2020-10-05,-100,-100,24.8,-100,-100,20.8,-100,15.2,15.8,6.0,-100,-100,-100,-100,-100,2.0,-100,-100,-100,1.6,3.4,2.8,3.3,-100
2020-10-06,-100,-100,24.15,-100,-100,21.6,-100,15.6,15.649999999999999,6.6,-100,-100,-100,-100,-100,1.7,-100,-100,-100,1.6,3.05,3.15,2.75,-100
2020-10-09,-100,-100,24.0,-100,-100,20.8,-100,15.2,16.8,7.6,-100,-100,-100,-100,-100,1.8,-100,-100,-100,1.8,3.0,3.4,2.6,-100
2020-10-12,-100,-100,24.4,-100,-100,20.5,-100,15.5,16.0,5.9,-100,-100,-100,-100,-100,2.3,-100,-100,-100,1.8,3.5,3.0,3.1,-100
2020-10-13,-100,-100,25.1,-100,-100,21.0,-100,14.8,15.7,6.4,-100,-100,-100,-100,-100,1.4,-100,-100,-100,1.6,2.9,4.4,3.5,-100
2020-10-16,-100,-100,24.55,-100,-100,21.05,-100,15.4,16.2,7.1,-100,-100,-100,-100,-100,1.6,-100,-100,-100,1.5,3.3,2.9000000000000004,2.65,-100
2020-10-19,-100,-100,24.3,-100,-100,20.5,-100,15.2,15.7,6.1,-100,-100,-100,-100,-100,2.1,-100,-100,-100,1.7,3.7,3.4,3.2,-100
2020-10-20,-100,-100,24.6,-100,-100,20.25,-100,15.75,15.549999999999999,6.1,-100,-100,-100,-100,-100,2.2,-100,-100,-100,1.75,2.95,3.0,3.45,-100
2020-10-21,-100,-100,25.2,-100,-100,20.8,-100,14.9,15.7,6.4,-100,-100,-100,-100,-100,1.5,-100,-100,-100,1.5,2.9,4.3,3.6,-100
2020-10-23,-100,-100,24.1,-100,-100,21.0,-100,14.5,17.0,7.4,-100,-100,-100,-100,-100,1.6,-100,-100,-100,1.6,3.2,3.4,3.1,-100
2020-10-26,-100,-100,23.3,-100,-100,20.4,-100,15.4,16.2,6.4,-100,-100,-100,-100,-100,2.3,-100,-100,-100,1.9,3.8,3.2,3.0,-100
2020-10-27,-100,-100,25.0,-100,-100,20.5,-100,14.8,16.0,6.3,-100,-100,-100,-100,-100,1.5,-100,-100,-100,1.6,2.8,4.4,3.5,-100
2020-10-28,-100,-100,23.46666666666667,-100,-100,21.733333333333334,-100,15.266666666666666,16.266666666666666,7.033333333333332,-100,-100,-100,-100,-100,1.7666666666666666,-100,-100,-100,1.5499999999999998,2.966666666666667,2.766666666666667,2.4333333333333336,-100
2020-10-29,-100,-100,24.5,-100,-100,20.7,-100,15.9,15.9,7.9,-100,-100,-100,-100,-100,2.3,-100,-100,-100,-100,2.8,2.9,3.0,-100
2020-10-30,-100,-100,24.46666666666667,-100,-100,21.133333333333336,-100,15.300000000000002,16.3,6.7,-100,-100,-100,-100,-100,1.8333333333333333,-100,-100,-100,1.5,3.3666666666666667,3.0666666666666664,3.1333333333333333,-100
2020-11-02,-100,-100,24.3,-100,-100,20.5,-100,14.8,15.85,6.45,-100,-100,-100,-100,-100,2.05,-100,-100,-100,1.7,3.2,3.85,3.45,-100
2020-11-06,-100,-100,23.766666666666666,-100,-100,20.73333333333333,-100,15.200000000000001,16.433333333333334,6.866666666666667,-100,-100,-100,-100,-100,2.1,-100,-100,-100,1.6,3.4,3.233333333333333,3.1,-100
2020-11-09,-100,-100,23.3,-100,-100,20.4,-100,14.9,16.1,6.0,-100,-100,-100,-100,-100,2.6,-100,-100,-100,2.0,3.8,3.5,3.1,-100
2020-11-10,-100,-100,24.15,-100,-100,20.5,-100,14.850000000000001,15.850000000000001,6.65,-100,-100,-100,-100,-100,1.8,-100,-100,-100,1.8,3.1500000000000004,3.55,3.2,-100
2020-11-12,-100,-100,24.9,-100,-100,20.5,-100,14.6,16.2,5.8,-100,-100,-100,-100,-100,1.7,-100,-100,-100,1.3,3.0,3.0,3.1,-100
2020-11-13,-100,-100,23.6,-100,-100,20.75,-100,14.95,16.4,7.4,-100,-100,-100,-100,-100,2.05,-100,-100,-100,1.6,3.3499999999999996,3.2,3.0999999999999996,-100
2020-11-16,-100,-100,23.0,-100,-100,19.9,-100,15.3,16.7,6.2,-100,-100,-100,-100,-100,2.4,-100,-100,-100,1.8,3.6,3.2,3.4,-100
2020-11-18,-100,-100,23.8,-100,-100,19.1,-100,15.5,15.5,6.6,-100,-100,-100,-100,-100,2.0,-100,-100,-100,1.3,2.8,3.5,3.3,-100
2020-11-19,-100,-100,25.1,-100,-100,20.9,-100,14.3,16.2,6.1,-100,-100,-100,-100,-100,1.3,-100,-100,-100,1.3,2.7,2.8,3.3,-100
2020-11-20,-100,-100,23.299999999999997,-100,-100,20.450000000000003,-100,14.7,16.25,7.4,-100,-100,-100,-100,-100,2.3,-100,-100,-100,1.6,3.55,3.15,3.35,-100
2020-11-21,-100,-100,22.3,-100,-100,21.7,-100,15.6,16.3,8.1,-100,-100,-100,-100,-100,1.8,-100,-100,-100,1.3,2.6,2.7,2.3,-100
2020-11-23,-100,-100,23.85,-100,-100,20.3,-100,14.95,16.299999999999997,6.75,-100,-100,-100,-100,-100,1.9,-100,-100,-100,1.9,3.1,3.5999999999999996,3.7,-100
2020-11-24,-100,-100,23.5,-100,-100,20.0,-100,14.2,17.5,6.7,-100,-100,-100,-100,-100,3.5,-100,-100,-100,2.0,3.0,3.0,3.5,-100
2020-11-25,-100,-100,24.0,-100,-100,22.1,-100,13.5,16.0,6.8,-100,-100,-100,-100,-100,1.5,-100,-100,-100,1.8,3.0,3.2,2.8,-100
2020-11-26,-100,-100,25.5,-100,-100,20.6,-100,15.0,15.5,8.0,-100,-100,-100,-100,-100,1.9,-100,-100,-100,2.0,3.2,2.8,3.0,-100
2020-11-27,-100,-100,23.0,-100,-100,20.8,-100,14.6,16.9,8.2,-100,-100,-100,-100,-100,1.9,-100,-100,-100,1.5,3.4,3.2,3.3,-100
2020-11-30,-100,-100,24.4,-100,-100,19.8,-100,15.0,16.4,6.2,-100,-100,-100,-100,-100,2.1,-100,-100,-100,2.3,3.4,3.0,3.5,-100
2020-12-02,-100,-100,25.0,-100,-100,21.0,-100,14.0,16.0,7.0,-100,-100,-100,-100,-100,1.0,-100,-100,-100,1.5,2.0,4.0,3.5,-100
2020-12-04,-100,-100,23.5,-100,-100,20.7,-100,14.9,16.0,7.4,-100,-100,-100,-100,-100,2.0,-100,-100,-100,1.7,3.2,3.1,3.2,-100
2020-12-07,-100,-100,24.3,-100,-100,20.4,-100,14.7,16.4,6.2,-100,-100,-100,-100,-100,2.2,-100,-100,-100,2.0,3.5,3.2,3.4,-100
2020-12-10,-100,-100,23.566666666666666,-100,-100,21.233333333333334,-100,15.200000000000001,16.333333333333332,7.3,-100,-100,-100,-100,-100,1.9333333333333333,-100,-100,-100,1.25,3.1999999999999997,2.733333333333333,2.733333333333334,-100
2020-12-11,-100,-100,23.75,-100,-100,20.5,-100,14.399999999999999,16.55,7.8,-100,-100,-100,-100,-100,1.9,-100,-100,-100,1.5,3.45,3.0,3.3,-100
2020-12-14,-100,-100,24.066666666666663,-100,-100,20.26666666666667,-100,14.366666666666667,16.766666666666666,7.099999999999999,-100,-100,-100,-100,-100,2.0,-100,-100,-100,1.8666666666666665,3.1666666666666665,3.533333333333333,3.5,-100
2020-12-15,-100,-100,24.0,-100,-100,19.3,-100,14.8,15.5,6.8,-100,-100,-100,-100,-100,2.0,-100,-100,-100,1.5,2.8,3.7,3.4,-100
2020-12-16,-100,-100,22.9,-100,-100,22.0,-100,12.7,16.8,7.0,-100,-100,-100,-100,-100,1.5,-100,-100,-100,1.8,3.0,3.2,3.0,-100
2020-12-17,-100,-100,24.45,-100,-100,20.25,-100,15.15,16.1,7.75,-100,-100,-100,-100,-100,1.65,-100,-100,-100,1.4500000000000002,3.05,3.1,3.15,-100
2020-12-18,-100,-100,23.35,-100,-100,20.65,-100,14.6,16.55,7.8,-100,-100,-100,-100,-100,1.9,-100,-100,-100,1.6,3.3499999999999996,3.1,3.2,-100
2020-12-21,-100,-100,23.6,-100,-100,20.45,-100,14.4,15.85,6.65,-100,-100,-100,-100,-100,2.25,-100,-100,-100,1.8,3.3,2.65,3.5,-100
2020-12-28,-100,-100,24.3,-100,-100,20.0,-100,13.9,16.2,7.3,-100,-100,-100,-100,-100,2.1,-100,-100,-100,2.2,2.8,4.4,3.7,-100
2020-12-31,-100,-100,25.5,-100,-100,20.7,-100,14.7,16.3,7.0,-100,-100,-100,-100,-100,1.6,-100,-100,-100,1.7,3.7,2.6,3.3,-100
2021-01-04,-100,-100,23.2,-100,-100,20.1,-100,14.0,16.8,10.4,-100,-100,-100,-100,-100,1.8,-100,-100,-100,1.5,3.2,2.9,3.2,-100
2021-01-05,-100,-100,25.7,-100,-100,20.4,-100,14.4,16.6,6.9,-100,-100,-100,-100,-100,1.7,-100,-100,-100,1.8,3.6,2.7,3.2,-100
2021-01-11,-100,-100,23.299999999999997,-100,-100,19.7,-100,14.399999999999999,16.9,8.2,-100,-100,-100,-100,-100,2.0,-100,-100,-100,1.95,3.45,2.8499999999999996,3.5999999999999996,-100
2021-01-12,-100,-100,23.6,-100,-100,19.6,-100,14.0,15.85,7.45,-100,-100,-100,-100,-100,2.2,-100,-100,-100,1.9000000000000001,2.75,3.6,3.9000000000000004,-100
2021-01-13,-100,-100,23.5,-100,-100,21.8,-100,12.9,16.4,7.5,-100,-100,-100,-100,-100,1.4,-100,-100,-100,1.7,3.2,2.7,3.1,-100
2021-01-14,-100,-100,23.599999999999998,-100,-100,19.53333333333333,-100,14.966666666666667,16.3,8.166666666666666,-100,-100,-100,-100,-100,2.0,-100,-100,-100,1.6666666666666667,3.0,3.1333333333333333,3.5,-100
2021-01-17,-100,-100,23.2,-100,-100,20.2,-100,14.3,16.6,10.4,-100,-100,-100,-100,-100,2.0,-100,-100,-100,1.6,3.4,2.2,3.2,-100
2021-01-18,-100,-100,22.65,-100,-100,20.450000000000003,-100,15.65,16.75,7.2,-100,-100,-100,-100,-100,2.2,-100,-100,-100,2.0,3.85,2.6500000000000004,3.55,-100
2021-01-19,-100,-100,23.45,-100,-100,19.8,-100,14.55,16.7,7.0,-100,-100,-100,-100,-100,2.25,-100,-100,-100,2.0,3.2,3.45,3.65,-100
2021-01-20,-100,-100,24.8,-100,-100,19.5,-100,14.3,15.5,8.0,-100,-100,-100,-100,-100,1.6,-100,-100,-100,1.4,2.7,2.8,3.5,-100
2021-01-21,-100,-100,23.8,-100,-100,20.2,-100,15.3,17.3,6.5,-100,-100,-100,-100,-100,1.2,-100,-100,-100,1.0,3.0,3.3,3.3,-100
2021-01-22,-100,-100,23.2,-100,-100,20.2,-100,14.1,16.8,10.2,-100,-100,-100,-100,-100,1.8,-100,-100,-100,1.7,3.1,2.5,3.4,-100
2021-01-25,-100,-100,23.25,-100,-100,19.9,-100,15.35,16.75,7.550000000000001,-100,-100,-100,-100,-100,1.9,-100,-100,-100,2.2,3.8,2.9,3.45,-100
2021-01-26,-100,-100,24.1,-100,-100,20.0,-100,14.0,16.1,7.6,-100,-100,-100,-100,-100,2.1,-100,-100,-100,2.1,2.7,4.1,3.6,-100
2021-01-27,-100,-100,24.3,-100,-100,19.4,-100,14.149999999999999,17.7,6.7,-100,-100,-100,-100,-100,1.5499999999999998,-100,-100,-100,1.8,2.7,2.65,3.45,-100
2021-01-28,-100,-100,22.900000000000002,-100,-100,19.966666666666665,-100,15.833333333333334,16.03333333333333,8.233333333333334,-100,-100,-100,-100,-100,1.5999999999999999,-100,-100,-100,1.75,3.033333333333333,2.8000000000000003,3.266666666666667,-100
2021-01-29,-100,-100,23.9,-100,-100,19.5,-100,13.8,17.1,10.2,-100,-100,-100,-100,-100,2.0,-100,-100,-100,1.6,3.0,2.7,3.3,-100
2021-02-01,-100,-100,23.8,-100,-100,19.65,-100,15.2,15.55,6.75,-100,-100,-100,-100,-100,2.1,-100,-100,-100,1.85,3.6,3.35,4.2,-100
2021-02-02,-100,-100,23.9,-100,-100,20.1,-100,13.9,15.8,7.7,-100,-100,-100,-100,-100,2.1,-100,-100,-100,2.1,2.8,4.1,3.7,-100
2021-02-03,-100,-100,24.0,-100,-100,19.6,-100,14.5,16.6,6.7,-100,-100,-100,-100,-100,2.3,-100,-100,-100,1.9,3.7,3.1,3.8,-100
2021-02-04,-100,-100,24.0,-100,-100,19.0,-100,15.0,16.5,7.0,-100,-100,-100,-100,-100,1.0,-100,-100,-100,1.5,2.0,3.0,3.0,-100
2021-02-05,-100,-100,23.3,-100,-100,20.15,-100,14.399999999999999,16.9,9.15,-100,-100,-100,-100,-100,2.1,-100,-100,-100,1.5,3.05,2.7,3.15,-100
2021-02-08,-100,-100,24.0,-100,-100,19.0,-100,15.8,16.5,6.4,-100,-100,-100,-100,-100,1.9,-100,-100,-100,1.7,3.7,3.1,4.0,-100
2021-02-09,-100,-100,23.5,-100,-100,20.5,-100,13.3,15.7,7.9,-100,-100,-100,-100,-100,-100,-100,-100,-100,1.9,3.2,2.9,4.6,-100
2021-02-10,-100,-100,23.6,-100,-100,19.049999999999997,-100,14.7,15.75,7.5,-100,-100,-100,-100,-100,2.0,-100,-100,-100,1.9500000000000002,3.5,3.25,3.5,-100
2021-02-11,-100,-100,23.95,-100,-100,19.9,-100,14.85,17.95,6.6,-100,-100,-100,-100,-100,1.0,-100,-100,-100,1.3,2.4,3.0,3.3,-100
2021-02-13,-100,-100,23.9,-100,-100,19.2,-100,13.2,17.3,10.6,-100,-100,-100,-100,-100,2.1,-100,-100,-100,1.6,3.0,2.8,3.4,-100
2021-02-15,-100,-100,23.5,-100,-100,18.8,-100,15.4,16.2,6.9,-100,-100,-100,-100,-100,2.1,-100,-100,-100,1.8,4.0,3.1,4.3,-100
2021-02-16,-100,-100,23.7,-100,-100,20.2,-100,13.9,16.9,8.9,-100,-100,-100,-100,-100,2.0,-100,-100,-100,1.8,3.4,2.6,2.4,-100
2021-02-17,-100,-100,23.65,-100,-100,19.6,-100,14.7,17.049999999999997,7.0,-100,-100,-100,-100,-100,1.8,-100,-100,-100,1.6,3.0,3.75,3.55,-100
2021-02-18,-100,-100,24.5,-100,-100,19.15,-100,14.55,16.35,6.75,-100,-100,-100,-100,-100,1.5,-100,-100,-100,1.45,3.3,3.25,3.75,-100
2021-02-19,-100,-100,23.8,-100,-100,19.3,-100,13.3,17.4,10.6,-100,-100,-100,-100,-100,2.0,-100,-100,-100,1.5,3.1,2.8,3.3,-100
2021-02-22,-100,-100,23.46666666666667,-100,-100,18.633333333333336,-100,14.366666666666667,17.2,8.533333333333333,-100,-100,-100,-100,-100,1.8666666666666665,-100,-100,-100,1.8333333333333333,3.4333333333333336,2.8666666666666667,3.5666666666666664,-100
2021-02-24,-100,-100,24.0,-100,-100,19.4,-100,15.0,18.5,6.2,-100,-100,-100,-100,-100,1.5,-100,-100,-100,1.3,3.5,3.0,3.1,-100
2021-02-25,-100,-100,23.0,-100,-100,19.0,-100,15.4,17.2,7.6,-100,-100,-100,-100,-100,2.3,-100,-100,-100,1.6,3.6,2.9,2.3,-100
2021-02-26,-100,-100,23.6,-100,-100,19.0,-100,13.2,17.6,10.6,-100,-100,-100,-100,-100,2.1,-100,-100,-100,1.6,3.2,2.7,3.4,-100
