date,size,firm,FIold,IdV,LN,UdC,LADESTRA,PD,PdL,M5S,FdI,FIPDLFI,NCDUdC,SI,AP,MDP,LeU,E,I,NcI,CivP,EV,LS,IV,A,CI
2013-10-20,NA,Lorien,NA,NA,4.9,2.4,0.8,29.8,24.1,18.1,3.0,24.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-21,NA,DATAMEDIA,NA,NA,4.0,2.0,1.2,28.5,24.4,22.0,2.2,24.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-21,NA,IPR,NA,NA,4.0,1.8,NA,28.0,25.0,22.5,2.3,25.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-21,NA,IPSOS,NA,1.2,3.8,3.7,NA,29.8,24.8,21.6,3.3,24.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-24,NA,Ixè,NA,0.8,4.4,2.7,0.9,27.8,23.1,24.6,2.5,23.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-24,NA,SWG,NA,1.0,5.6,2.4,0.8,28.0,25.3,20.6,2.1,25.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-24,NA,Tecnè,NA,NA,3.9,3.1,NA,27.2,24.2,24.1,3.2,24.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-26,NA,ISPO,NA,0.5,4.6,2.1,1.3,30.1,23.5,21.8,2.6,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-27,NA,EMG,NA,0.8,4.1,2.0,1.2,30.1,24.1,21.0,2.3,24.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-28,NA,IPR,NA,NA,3.7,2.2,NA,29.0,23.5,22.0,2.4,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-28,NA,IPSOS,NA,1.0,3.7,3.4,NA,30.2,25.0,21.3,3.2,25.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-29,NA,DATAMEDIA,NA,NA,4.2,2.0,1.2,30.0,22.8,20.4,2.4,22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-30,NA,Ixè,NA,0.7,4.1,2.5,0.8,29.0,23.5,24.1,2.3,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-30,NA,SWG,NA,1.1,5.4,2.2,0.7,28.8,26.2,19.2,2.4,26.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-03,NA,EMG,NA,0.9,4.2,2.1,1.2,30.5,23.7,20.4,2.5,23.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-04,NA,DATAMEDIA,NA,NA,4.2,2.0,1.2,29.7,22.9,20.5,2.6,22.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-04,NA,IPR,NA,NA,3.7,2.2,NA,30.5,23.0,21.0,2.5,23.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-04,NA,IPSOS,NA,1.2,3.5,3.2,NA,29.7,25.8,21.2,3.1,25.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-04,NA,Lorien,NA,NA,5.0,2.7,0.6,31.2,24.2,17.3,3.0,24.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-06,NA,Ixè,NA,0.6,3.9,2.1,1.0,28.2,NA,24.5,2.2,24.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-07,NA,SWG,NA,1.0,5.1,2.2,0.7,28.8,24.2,21.3,3.0,24.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-07,NA,Tecnè,NA,NA,3.5,3.1,NA,26.1,25.3,24.8,3.4,25.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-10,NA,EMG,NA,0.8,4.0,2.2,1.2,29.8,NA,21.7,2.3,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-11,NA,DATAMEDIA,NA,NA,4.1,2.1,NA,29.5,NA,20.7,2.2,23.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-11,NA,IPR,NA,NA,3.7,2.0,NA,29.5,NA,22.0,2.5,23.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-11,NA,IPSOS,NA,1.3,3.5,3.4,NA,30.4,26.3,21.4,3.2,26.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-13,NA,Demopolis,NA,NA,4.0,3.0,NA,28.0,23.0,22.0,2.5,23.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-13,NA,Ixè,NA,0.7,3.8,2.4,NA,26.8,NA,25.3,2.2,24.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-14,NA,SWG,NA,1.2,5.8,1.9,1.2,28.3,NA,20.8,3.5,22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-17,NA,EMG,NA,0.7,3.9,2.3,1.1,30.0,NA,22.0,2.3,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-17,NA,ISPO,NA,NA,3.5,2.9,NA,29.2,NA,22.8,3.3,16.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-18,NA,DATAMEDIA,NA,NA,3.5,1.6,NA,30.3,NA,20.0,2.0,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-18,NA,Euromedia,NA,NA,4.1,2.5,NA,26.5,NA,24.2,3.5,20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-18,NA,IPSOS,NA,1.0,3.1,3.0,NA,30.6,NA,20.8,3.1,20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-18,NA,Piepoli,NA,NA,4.0,2.5,NA,30.5,NA,21.5,2.5,18.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-20,NA,Ixè,NA,0.7,3.5,2.6,NA,27.3,NA,25.0,2.6,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-21,NA,SWG,NA,1.3,5.1,1.6,1.2,27.4,NA,19.8,2.9,21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-22,NA,Tecnè,NA,NA,3.5,2.6,NA,26.8,NA,23.9,3.2,21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-24,NA,EMG,NA,0.6,4.3,2.4,NA,28.2,NA,23.6,2.4,19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-25,NA,DATAMEDIA,NA,NA,3.6,2.0,NA,28.9,NA,20.8,2.2,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-25,NA,IPSOS,NA,1.0,3.2,2.6,NA,30.7,NA,21.0,2.7,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-25,NA,Lorien,NA,NA,4.0,3.0,NA,31.0,NA,18.5,3.5,19.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-27,NA,ISPO,NA,1.5,3.0,3.2,NA,30.5,NA,21.8,2.7,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-27,NA,Tecnè,NA,NA,3.7,2.5,NA,28.5,NA,23.0,2.5,20.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-28,NA,Euromedia,NA,NA,4.3,2.8,NA,26.1,NA,23.2,2.8,21.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-28,NA,Ixè,NA,0.9,3.7,1.8,NA,26.7,NA,24.5,2.3,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-28,NA,SWG,NA,1.3,4.5,1.3,1.0,30.2,NA,19.4,2.4,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-29,NA,EMG,NA,0.7,4.1,2.4,NA,28.7,NA,23.2,2.7,20.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-12-02,NA,DATAMEDIA,NA,NA,3.4,2.0,NA,28.5,NA,22.2,2.1,20.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-12-02,NA,IPR,NA,NA,3.7,2.5,NA,28.5,NA,22.5,2.5,20.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-12-02,NA,IPSOS,NA,0.9,3.3,3.0,NA,31.0,NA,21.2,2.1,22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-12-04,NA,Ixè,NA,0.9,3.5,2.6,NA,27.4,NA,23.3,2.4,20.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-12-04,NA,Tecnè,NA,NA,3.3,3.0,NA,26.8,NA,23.8,2.8,22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-12-05,NA,SWG,NA,1.1,5.0,1.6,1.0,29.6,NA,21.1,2.3,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-12-08,NA,EMG,NA,0.6,3.8,2.5,NA,29.6,NA,22.3,2.9,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-12-09,NA,DATAMEDIA,NA,NA,3.5,2.0,NA,30.2,NA,21.9,2.0,20.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-12-09,NA,IPSOS,NA,1.0,3.0,2.7,NA,31.6,NA,21.5,1.6,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-12-10,NA,Tecnè,NA,NA,3.6,3.2,NA,28.0,NA,23.2,2.6,23.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-12-11,NA,Demopolis,NA,NA,3.8,2.6,NA,30.0,NA,22.5,2.5,21.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-12-11,NA,IPR,NA,NA,3.5,2.5,NA,31.0,NA,21.0,2.5,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-12-11,NA,Ixè,NA,1.0,4.0,2.3,NA,29.5,NA,21.9,2.2,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-12-12,NA,SWG,NA,0.5,5.5,1.8,0.7,35.6,NA,18.1,2.8,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-12-14,NA,Euromedia,NA,NA,4.3,2.6,NA,28.0,NA,22.5,2.4,21.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-12-15,NA,EMG,NA,0.7,3.3,2.4,NA,31.0,NA,21.7,2.6,21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-12-16,NA,DATAMEDIA,NA,NA,3.6,2.2,NA,30.6,NA,21.7,2.0,21.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-12-16,NA,IPR,NA,NA,3.7,2.5,NA,32.0,NA,21.0,2.5,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-12-16,NA,IPSOS,NA,1.0,3.3,2.9,NA,32.2,NA,20.9,1.8,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-12-18,NA,Ixè,NA,0.9,3.8,2.3,NA,30.5,NA,21.3,2.4,21.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-12-18,NA,Tecnè,NA,NA,3.4,2.9,NA,29.4,NA,21.7,2.8,23.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-12-19,NA,SWG,NA,0.8,5.7,1.4,0.6,34.8,NA,18.2,2.4,20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-12-20,NA,IPR,NA,NA,3.5,2.5,NA,32.5,NA,20.0,2.5,19.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-01-07,NA,IPSOS,NA,1.0,3.5,NA,NA,33.0,NA,21.2,1.9,22.3,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-01-07,NA,Tecnè,NA,NA,3.8,NA,NA,29.7,NA,20.6,3.1,22.9,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-01-09,NA,SWG,NA,0.7,4.7,NA,0.9,33.9,NA,20.0,2.5,21.0,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-01-10,NA,Ixè,NA,0.9,3.4,NA,NA,31.3,NA,22.1,2.1,21.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-01-11,NA,Euromedia,NA,NA,4.5,NA,NA,29.5,NA,21.4,2.5,21.6,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-01-13,NA,IPR,NA,NA,3.5,NA,NA,33.5,NA,21.5,2.5,20.5,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-01-13,NA,IPSOS,NA,0.6,3.2,NA,0.7,33.4,NA,20.7,2.1,23.0,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-01-14,NA,DATAMEDIA,NA,NA,3.5,NA,NA,32.0,NA,19.4,2.2,22.0,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-01-14,NA,Tecnè,NA,NA,3.4,NA,NA,30.3,NA,21.2,2.9,23.9,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-01-15,NA,Ixè,NA,0.8,3.8,NA,NA,30.4,NA,22.3,2.5,21.2,8.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-01-16,NA,SWG,NA,1.1,5.2,NA,0.7,32.4,NA,19.9,2.8,20.8,7.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-01-19,NA,Lorien,NA,NA,3.0,NA,NA,33.0,NA,19.5,2.0,21.5,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-01-20,NA,DATAMEDIA,NA,NA,3.5,NA,NA,32.3,NA,19.3,2.0,22.0,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-01-20,NA,Euromedia,NA,NA,3.4,NA,NA,29.1,NA,21.8,2.3,22.0,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-01-20,NA,IPR,NA,NA,3.5,NA,NA,33.0,NA,21.0,2.0,20.0,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-01-20,NA,IPSOS,NA,0.3,3.5,NA,NA,33.2,NA,20.8,2.5,22.7,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-01-21,NA,Tecnè,NA,NA,3.1,NA,NA,30.5,NA,22.0,3.1,24.3,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-01-22,NA,Ixè,NA,0.8,3.7,NA,NA,31.1,NA,21.8,2.1,22.3,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-01-23,NA,SWG,NA,0.8,4.9,NA,NA,31.9,NA,21.1,2.4,20.4,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-01-24,NA,Scenari Politici,NA,NA,5.8,NA,NA,28.0,NA,24.6,2.9,20.7,8.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-01-25,NA,Euromedia,NA,NA,4.1,NA,NA,28.5,NA,22.1,2.2,22.3,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-01-26,NA,EMG,NA,0.5,4.0,NA,NA,29.2,NA,23.6,2.6,21.6,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-01-27,NA,DATAMEDIA,NA,NA,3.5,NA,NA,32.0,NA,20.0,2.2,22.3,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-01-27,NA,IPSOS,NA,0.5,3.2,NA,NA,33.5,NA,20.7,2.2,23.2,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-01-27,NA,ISPO,NA,0.9,4.4,NA,NA,32.6,NA,21.2,2.0,21.2,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-01-28,NA,Tecnè,NA,NA,3.3,NA,NA,31.1,NA,20.9,2.9,24.9,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-01-29,NA,Ixè,NA,0.9,3.5,NA,NA,31.4,NA,21.1,2.1,22.8,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-01-30,NA,SWG,NA,0.9,4.7,NA,NA,31.3,NA,21.9,2.7,20.1,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-01,NA,Euromedia,NA,NA,3.9,NA,NA,28.7,NA,22.3,2.1,22.5,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-02,NA,EMG,NA,0.6,3.7,NA,NA,29.0,NA,24.1,2.8,21.4,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-03,NA,DATAMEDIA,NA,NA,3.5,NA,1.0,32.0,NA,21.0,2.0,22.5,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-03,NA,IPR,NA,NA,3.7,NA,NA,31.5,NA,22.0,2.5,21.5,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-03,NA,IPSOS,NA,0.4,3.3,NA,0.7,33.3,NA,21.0,2.4,23.4,11.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-04,NA,Tecnè,NA,NA,3.5,NA,NA,31.2,NA,20.5,2.7,25.2,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-05,NA,Ixè,NA,0.9,3.6,NA,NA,30.7,NA,22.8,2.3,21.8,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-06,NA,SWG,NA,0.7,5.3,NA,NA,33.4,NA,21.5,2.2,21.1,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-09,NA,EMG,NA,0.7,3.9,NA,NA,29.7,NA,24.0,3.2,21.0,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-10,NA,DATAMEDIA,NA,NA,3.6,NA,1.0,31.8,NA,21.3,2.1,22.5,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-10,NA,IPR,NA,NA,4.0,NA,NA,32.0,NA,22.5,2.0,22.5,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-10,NA,IPSOS,NA,0.3,3.1,NA,0.5,33.6,NA,21.4,2.2,23.9,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-11,NA,Tecnè,NA,NA,3.4,NA,NA,31.0,NA,21.6,2.6,25.4,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-12,NA,SWG,NA,0.8,4.7,NA,NA,32.2,NA,24.5,2.4,20.0,7.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-13,NA,Ixè,NA,0.9,3.5,NA,NA,30.5,NA,22.4,2.5,21.6,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-15,NA,IPSOS,NA,0.3,3.5,NA,0.4,34.0,NA,21.2,2.1,24.0,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-16,NA,EMG,NA,0.8,4.2,NA,NA,29.4,NA,23.7,3.0,21.2,8.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-17,NA,DATAMEDIA,NA,NA,3.8,NA,1.0,29.8,NA,22.1,2.2,22.5,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-17,NA,Euromedia,NA,NA,4.5,NA,1.0,29.9,NA,22.0,2.3,23.0,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-17,NA,IPR,NA,NA,4.0,NA,NA,29.5,NA,23.0,2.5,22.5,10.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-18,NA,Tecnè,NA,NA,3.8,NA,NA,28.7,NA,24.6,2.5,25.3,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-19,NA,Ixè,NA,0.8,3.7,NA,NA,29.4,NA,23.7,3.0,21.7,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-19,NA,SWG,NA,0.9,5.1,NA,0.6,29.9,NA,23.8,2.4,21.8,6.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-22,NA,Euromedia,NA,NA,4.1,NA,1.0,29.2,NA,22.7,2.5,23.0,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-23,NA,EMG,NA,0.7,3.8,NA,NA,29.8,NA,23.6,2.8,22.0,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-24,NA,DATAMEDIA,NA,NA,3.8,NA,1.0,30.0,NA,22.7,2.2,22.5,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-24,NA,IPSOS,NA,0.7,3.0,NA,0.5,33.3,NA,21.1,2.3,24.6,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-24,NA,Piepoli,NA,NA,3.5,NA,NA,34.5,NA,18.5,2.5,19.5,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-25,NA,IPR,NA,NA,4.2,NA,NA,29.3,NA,23.5,2.5,22.5,9.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-25,NA,Tecnè,NA,NA,4.0,NA,NA,28.9,NA,23.4,2.7,25.4,8.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-26,NA,Ixè,NA,0.9,3.6,NA,NA,30.3,NA,21.8,2.9,22.5,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-26,NA,SWG,NA,1.0,5.2,NA,0.9,30.7,NA,21.7,2.3,22.1,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-28,NA,Demos,NA,NA,3.3,NA,NA,34.8,NA,21.3,2.2,21.5,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-28,NA,Scenari Politici,NA,NA,5.2,NA,NA,27.8,NA,25.4,3.0,20.3,8.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-01,NA,Euromedia,NA,NA,4.4,NA,1.0,29.1,NA,22.5,2.3,22.8,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-02,NA,EMG,NA,0.6,3.7,NA,NA,30.6,NA,23.1,2.9,21.9,7.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-03,NA,DATAMEDIA,NA,NA,3.7,NA,0.9,31.3,NA,22.2,2.3,22.3,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-03,NA,IPR,NA,NA,4.0,NA,NA,29.5,NA,23.0,2.5,22.0,9.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-03,NA,IPSOS,NA,0.5,3.1,NA,0.3,33.6,NA,20.6,2.2,24.8,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-03,NA,Piepoli,NA,NA,3.5,NA,NA,34.5,NA,17.5,2.5,20.0,9.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-04,NA,Tecnè,NA,NA,4.2,NA,NA,28.8,NA,21.7,2.9,25.7,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-05,NA,Ixè,NA,0.9,3.7,NA,NA,30.5,NA,21.0,3.1,22.8,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-05,NA,SWG,NA,0.9,4.9,NA,0.9,30.3,NA,22.0,2.7,21.6,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-08,NA,Euromedia,NA,NA,4.4,NA,0.7,29.1,NA,20.5,2.7,22.8,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-09,NA,EMG,NA,0.5,4.2,NA,NA,30.4,NA,23.8,3.2,21.0,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-10,NA,DATAMEDIA,NA,NA,4.0,NA,0.7,31.1,NA,22.5,2.8,22.0,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-10,NA,IPR,NA,NA,3.7,NA,NA,30.0,NA,22.0,2.7,22.0,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-10,NA,IPSOS,NA,0.3,3.3,NA,0.3,34.0,NA,20.8,2.6,23.9,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
