date,size,firm,PP,PSOE,ERC,PNVEAJ,CC,BNG,Cs,VOX,Podemos,EHBildu,PACMA,PDeCAT,Comp,JuntsxCat,Naplus,MP,CUP
2016-04-23,2000,NC Report,30.2,20.9,2.3,1.2,0.3,NA,15.5,NA,24.1,0.8,NA,NA,NA,NA,NA,NA,NA
2016-04-28,1200,Metroscopia,29.0,20.3,NA,NA,NA,NA,16.9,NA,22.3,NA,NA,NA,NA,NA,NA,NA,NA
2016-04-29,800,GAD3,29.7,23.2,2.2,1.3,0.4,NA,14.0,NA,20.9,0.9,NA,NA,NA,NA,NA,NA,NA
2016-04-29,1200,Invymark,28.7,19.4,NA,NA,NA,NA,15.4,NA,20.7,NA,NA,NA,NA,NA,NA,NA,NA
2016-04-30,2000,NC Report,30.1,20.7,2.0,1.3,0.3,NA,15.3,NA,24.5,0.8,NA,NA,NA,NA,NA,NA,NA
2016-05-02,1800,Encuestamos,30.0,22.8,2.4,1.2,0.3,0.3,14.1,NA,23.9,0.6,NA,NA,NA,NA,NA,NA,NA
2016-05-06,1100,Celeste-Tel,29.2,22.4,2.4,1.2,0.3,0.2,15.5,NA,24.2,0.9,1.0,NA,NA,NA,NA,NA,NA
2016-05-07,2000,NC Report,30.2,20.8,2.1,1.2,0.3,NA,15.0,NA,24.7,0.8,NA,NA,NA,NA,NA,NA,NA
2016-05-10,1035,Simple Lógica,29.9,21.5,NA,NA,NA,NA,17.7,NA,14.2,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-12,1500,NC Report,30.2,21.0,2.2,1.1,0.3,NA,14.7,NA,24.9,0.9,NA,NA,NA,NA,NA,NA,NA
