date,size,firm,PP,PSOE,ERC,PNVEAJ,CC,BNG,Cs,VOX,Podemos,EHBildu,PACMA,PDeCAT,Comp,JuntsxCat,Naplus,MP,CUP
2013-04-12,NA,Invymark,29.2,24.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-07,1100,Celeste-Tel,30.5,26.7,2.2,1.5,1.0,0.5,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-08,1000,MyWord,28.7,24.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-09,1000,Metroscopia,22.5,20.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-10,NA,Invymark,29.0,24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-10,1000,Sigma Dos,35.4,25.3,1.5,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-10,987,Simple Lógica,29.2,22.4,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-18,14000,Metroscopia,28.6,25.1,2.7,1.1,0.8,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-23,955,NC Report,32.6,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-30,1000,GAD3,34.1,25.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-06-03,403,Asturbarómetro,39.7,25.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-06-06,1000,Metroscopia,24.5,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-06-07,1100,Celeste-Tel,30.9,26.5,2.1,1.6,0.9,0.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-06-11,1018,Simple Lógica,31.9,21.2,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-06-14,NA,Invymark,28.9,24.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-06-18,1000,MyWord,30.3,22.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-06-28,1000,GESOP,28.1,25.5,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-07-04,1000,Metroscopia,23.0,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-07-05,1100,Celeste-Tel,31.7,27.0,2.2,1.6,0.9,0.7,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-07-05,NA,Invymark,29.1,24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-07-09,1012,Simple Lógica,25.8,24.2,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-07-10,2476,CIS,32.5,27.2,2.3,1.4,0.5,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-07-18,1000,Sigma Dos,30.7,27.8,1.6,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-07-25,1000,Metroscopia,34.7,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-07-31,1100,Celeste-Tel,31.3,27.1,2.2,1.5,0.9,0.7,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-07-31,1000,TNS Demoscopia,30.0,25.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-08-10,1025,Simple Lógica,29.6,22.2,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-08-30,1000,MyWord,28.4,20.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-09-05,700,Metroscopia,30.1,30.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-09-06,1100,Celeste-Tel,30.9,27.8,2.3,1.5,0.9,0.8,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-09-06,1500,Feedback,37.9,25.2,2.1,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-09-09,NA,Simple Lógica,28.1,23.3,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-09-13,935,GAD3,32.4,27.4,2.1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-09-13,NA,Invymark,26.1,23.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-09-20,955,NC Report,33.8,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-09-27,NA,Invymark,26.0,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-03,1000,Metroscopia,34.1,29.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-05,1100,Celeste-Tel,31.5,28.1,2.3,1.4,0.9,0.8,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-07,1001,Simple Lógica,27.5,21.6,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-09,2485,CIS,34.0,26.8,2.5,1.2,0.5,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-10,805,GAD3,33.2,25.8,2.6,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-11,920,NC Report,35.0,26.9,2.2,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-14,1726,Intercampo,28.3,34.8,2.2,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-18,NA,Invymark,27.2,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-10-31,967,DYM,32.5,21.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-04,1000,MyWord,27.1,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-07,1100,Celeste-Tel,31.8,28.2,2.4,1.4,0.9,0.9,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-08,NA,Invymark,28.2,23.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-13,1959,Simple Lógica,30.9,21.7,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-14,801,GAD3,33.1,28.5,2.1,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-14,1000,Sigma Dos,30.6,27.0,2.6,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-22,NA,Invymark,28.4,23.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-28,1000,GESOP,29.5,25.1,2.5,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-28,955,NC Report,34.2,28.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-30,12000,Metroscopia,33.9,31.5,2.2,1.5,0.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-12-05,1100,Celeste-Tel,32.0,28.6,2.3,1.3,0.9,0.9,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-12-10,1044,Simple Lógica,30.7,22.8,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-12-20,NA,Invymark,28.2,23.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-12-28,1000,Sigma Dos,33.3,24.4,2.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-01-07,1100,Celeste-Tel,32.1,28.8,2.2,1.3,0.9,0.9,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-01-09,1200,Metroscopia,32.0,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-01-10,1030,Simple Lógica,28.1,22.0,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-01-11,NA,Invymark,28.5,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-01-15,2480,CIS,32.1,26.6,2.5,1.5,1.0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-01-23,1000,GESOP,28.6,24.9,2.1,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-01-24,NA,Invymark,28.7,23.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-06,1100,Celeste-Tel,31.6,28.7,2.1,1.2,0.8,0.9,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-06,1200,Metroscopia,30.8,31.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-10,1119,Simple Lógica,29.6,20.3,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-13,1000,GAD3,32.3,26.3,2.1,1.3,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-14,NA,Invymark,28.9,23.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-19,1000,MyWord,27.5,23.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-28,NA,Invymark,28.8,23.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-01,630,NC Report,32.6,26.7,2.3,1.6,1.3,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-04,1200,Metroscopia,31.5,32.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-06,1100,Celeste-Tel,32.0,28.9,2.0,1.4,1.0,1.0,1.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-07,1068,Simple Lógica,29.3,22.8,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-14,955,NC Report,33.3,27.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-04-01,1200,Metroscopia,31.8,32.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-04-05,1100,Celeste-Tel,32.3,28.9,1.9,1.4,0.9,0.9,1.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-04-07,2469,CIS,31.9,26.2,2.5,1.1,0.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-04-09,1020,Simple Lógica,28.4,23.8,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-04-15,1000,Sigma Dos,33.1,30.2,NA,NA,NA,NA,2.3,1.1,1.2,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-08,1100,Celeste-Tel,32.4,29.0,1.8,1.3,0.8,0.8,2.0,0.5,1.8,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-08,1500,Feedback,34.9,27.1,2.4,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-10,NA,Simple Lógica,30.9,22.9,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-15,1111,Sigma Dos,33.8,25.7,NA,NA,NA,NA,2.9,1.3,3.1,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-31,1000,GESOP,25.6,19.4,3.3,NA,NA,NA,3.5,NA,15.1,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-06,1100,Celeste-Tel,32.4,22.3,1.9,1.1,0.6,0.6,3.7,0.7,13.9,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-11,955,NC Report,34.6,21.9,NA,NA,NA,NA,NA,NA,16.3,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-14,1035,Simple Lógica,28.8,14.7,NA,1.6,NA,NA,NA,NA,26.7,NA,NA,NA,NA,NA,NA,NA,NA
2014-07-05,1100,Celeste-Tel,33.5,23.2,1.7,1.1,0.6,0.6,3.7,0.8,14.1,NA,NA,NA,NA,NA,NA,NA,NA
2014-07-05,NA,Demoscopia Servicios,30.0,26.0,NA,NA,NA,NA,NA,NA,12.0,NA,NA,NA,NA,NA,NA,NA,NA
2014-07-08,1112,Simple Lógica,29.0,15.1,NA,1.6,NA,NA,NA,NA,27.1,NA,NA,NA,NA,NA,NA,NA,NA
2014-07-09,2471,CIS,30.0,21.2,3.3,1.0,0.3,0.5,0.9,NA,15.3,NA,NA,NA,NA,NA,NA,NA,NA
2014-07-11,NA,Invymark,26.5,22.4,NA,NA,NA,NA,3.0,NA,11.8,NA,NA,NA,NA,NA,NA,NA,NA
2014-07-18,NA,Invymark,26.4,22.7,NA,NA,NA,NA,3.1,NA,12.1,NA,NA,NA,NA,NA,NA,NA,NA
2014-07-24,1100,Celeste-Tel,33.8,24.1,1.8,1.1,0.6,0.7,3.7,0.7,13.7,NA,NA,NA,NA,NA,NA,NA,NA
2014-07-24,1200,Metroscopia,32.3,31.7,NA,NA,NA,NA,NA,NA,10.7,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-08,1053,Simple Lógica,29.4,16.7,NA,0.8,NA,NA,NA,NA,28.4,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-28,1000,Sigma Dos,30.1,22.3,3.3,1.0,NA,NA,NA,NA,21.2,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-30,900,NC Report,33.9,23.4,2.2,1.3,1.0,0.6,2.6,0.8,15.0,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-05,1100,Celeste-Tel,33.1,24.5,2.0,1.0,0.6,0.6,3.7,0.6,16.1,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-12,955,NC Report,34.2,23.3,NA,NA,NA,NA,NA,NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-12,NA,Simple Lógica,32.8,20.0,NA,1.0,NA,NA,NA,NA,23.1,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-19,NA,Invymark,29.2,20.7,3.4,1.2,NA,NA,NA,NA,17.6,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-26,NA,Demoscopia Servicios,32.7,24.2,NA,NA,NA,NA,3.1,NA,20.4,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-30,1000,Metroscopia,30.2,30.9,NA,NA,NA,NA,NA,NA,13.8,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-03,NA,Invymark,28.6,20.9,3.3,1.2,NA,NA,NA,NA,17.9,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-07,1100,Celeste-Tel,32.6,25.4,1.9,1.0,0.6,0.6,3.6,0.5,17.1,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-09,NA,JM&A,32.6,21.6,NA,NA,NA,NA,NA,NA,16.4,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-10,NA,Simple Lógica,29.7,24.6,NA,1.1,NA,NA,NA,NA,23.3,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-13,2480,CIS,27.5,23.9,2.3,1.0,0.3,0.4,2.1,NA,22.5,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-16,1100,Sigma Dos,28.3,23.7,2.6,1.2,NA,NA,1.8,NA,24.1,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-17,NA,Invymark,28.2,21.4,3.4,1.2,NA,NA,NA,NA,18.6,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-25,402,Asturbarómetro,29.5,23.9,NA,NA,NA,NA,NA,NA,19.0,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-29,1000,Metroscopia,20.7,26.2,NA,NA,NA,NA,NA,NA,27.7,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-31,NA,Invymark,26.4,20.5,3.4,NA,NA,NA,NA,NA,22.7,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-31,NA,Llorente & Cuenca,25.1,22.6,NA,NA,NA,NA,NA,NA,19.5,NA,NA,NA,NA,NA,NA,NA,NA
2014-11-06,985,DYM,26.9,19.5,NA,NA,NA,NA,5.6,NA,26.3,NA,NA,NA,NA,NA,NA,NA,NA
2014-11-07,1100,Celeste-Tel,30.5,24.5,2.2,1.0,0.6,0.6,4.0,0.5,21.6,NA,NA,NA,NA,NA,NA,NA,NA
2014-11-12,1030,Simple Lógica,25.0,18.2,NA,0.7,NA,NA,NA,NA,31.1,NA,NA,NA,NA,NA,NA,NA,NA
2014-11-14,NA,Invymark,26.0,21.6,3.2,NA,NA,NA,2.3,NA,24.7,NA,NA,NA,NA,NA,NA,NA,NA
2014-11-14,NA,JM&A,27.7,22.0,2.6,1.0,0.4,0.3,2.6,1.3,22.0,NA,NA,NA,NA,NA,NA,NA,NA
2014-11-19,1000,Sigma Dos,26.3,20.1,2.8,1.1,NA,NA,2.5,NA,28.3,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-03,1000,Metroscopia,20.0,27.7,NA,NA,NA,NA,NA,NA,25.0,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-04,1000,Sigma Dos,26.5,19.6,2.6,1.0,NA,NA,2.4,NA,29.1,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-05,1100,Celeste-Tel,29.9,24.1,2.1,1.0,0.6,0.6,3.9,0.5,21.7,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-05,NA,Invymark,25.7,21.8,3.1,NA,NA,NA,2.7,NA,24.8,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-10,1039,Simple Lógica,23.1,19.3,NA,0.3,NA,NA,NA,NA,31.1,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-13,NA,DYM,26.1,16.7,NA,NA,NA,NA,4.2,NA,29.6,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-15,1000,GESOP,26.1,19.8,2.2,NA,NA,NA,3.8,NA,25.6,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-18,1800,Sigma Dos,26.5,18.7,2.8,1.1,NA,NA,3.1,NA,28.7,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-19,1200,Invymark,25.5,22.0,NA,NA,NA,NA,3.1,NA,25.3,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-30,1600,NC Report,28.6,23.4,2.0,1.3,NA,NA,2.8,NA,23.2,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-06,1001,MyWord,24.6,19.0,2.4,NA,NA,NA,5.0,NA,27.5,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-08,1000,Metroscopia,19.2,23.5,NA,NA,NA,NA,8.1,NA,28.2,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-09,1100,Celeste-Tel,31.1,23.8,2.0,1.0,0.5,0.6,4.5,0.5,20.9,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-12,2481,CIS,27.3,22.2,1.6,0.7,0.5,0.5,3.1,NA,23.9,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-14,1800,Sigma Dos,29.4,19.4,2.7,1.1,NA,NA,4.6,NA,26.2,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-14,1025,Simple Lógica,24.5,18.6,NA,0.4,NA,NA,5.8,NA,30.8,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-15,NA,NC Report,29.3,23.0,NA,NA,NA,NA,3.8,NA,23.2,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-16,1000,GAD3,29.3,19.2,1.8,1.3,NA,NA,6.3,NA,21.1,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-23,NA,Encuestamos,22.0,19.1,2.3,1.3,NA,NA,7.6,NA,30.2,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-29,1000,Sigma Dos,27.1,21.4,2.4,NA,NA,NA,5.0,NA,26.3,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-04,1000,Metroscopia,20.9,18.3,NA,NA,NA,NA,12.2,NA,27.7,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-06,1100,Celeste-Tel,31.8,24.4,2.0,1.0,0.6,0.7,6.2,0.4,18.3,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-06,NA,Demoscopia Servicios,28.3,21.8,NA,NA,NA,NA,4.5,NA,25.3,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-06,1200,Invymark,26.1,20.1,NA,NA,NA,NA,3.8,NA,26.0,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-09,1058,Simple Lógica,26.8,17.8,NA,1.0,NA,NA,8.5,NA,29.6,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-11,1000,MyWord,22.5,19.5,NA,NA,NA,NA,13.4,NA,24.6,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-12,1800,Sigma Dos,29.6,20.1,2.4,1.2,NA,NA,7.3,NA,25.8,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-14,NA,JM&A,27.1,19.6,NA,1.0,0.4,0.3,4.0,1.2,25.6,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-15,NA,NC Report,29.3,22.8,2.0,1.2,0.4,0.4,3.3,NA,22.5,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-26,600,Encuestamos,25.5,19.9,2.2,1.3,NA,NA,10.1,NA,25.4,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-26,NA,Invymark,27.8,21.5,2.8,1.3,NA,NA,NA,NA,23.6,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-01,NA,JM&A,25.9,18.6,2.0,1.1,0.4,0.3,9.4,1.1,24.1,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-04,1000,Metroscopia,18.6,20.2,NA,NA,NA,NA,18.4,NA,22.5,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-06,1100,Celeste-Tel,30.9,26.4,1.9,1.0,0.7,0.8,11.7,0.5,12.2,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-09,1000,MyWord,22.0,19.1,NA,NA,NA,NA,18.8,NA,23.4,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-13,1058,Simple Lógica,23.0,18.7,NA,1.3,NA,NA,18.0,NA,21.0,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-26,900,Encuestamos,23.7,23.6,2.1,1.2,NA,NA,14.7,NA,21.7,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-27,1200,Invymark,26.4,20.3,NA,NA,NA,NA,14.8,NA,20.8,NA,NA,NA,NA,NA,NA,NA,NA
2015-04-02,900,NC Report,29.7,23.5,NA,1.2,0.4,0.4,NA,NA,14.1,NA,NA,NA,NA,NA,NA,NA,NA
2015-04-08,1100,Celeste-Tel,29.5,26.6,1.8,1.1,0.7,0.8,12.1,0.6,12.8,NA,NA,NA,NA,NA,NA,NA,NA
2015-04-09,1000,Metroscopia,20.8,21.9,NA,NA,NA,NA,19.4,NA,22.1,NA,NA,NA,NA,NA,NA,NA,NA
2015-04-09,1800,Sigma Dos,26.6,19.7,2.3,1.2,NA,NA,16.6,NA,20.9,NA,NA,NA,NA,NA,NA,NA,NA
2015-04-12,2479,CIS,25.6,24.3,2.0,0.7,0.5,0.6,13.8,NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA
2015-04-13,1000,GESOP,23.5,19.1,1.9,NA,NA,NA,17.7,NA,20.1,NA,NA,NA,NA,NA,NA,NA,NA
2015-04-13,1059,Simple Lógica,21.3,21.1,NA,1.3,NA,NA,20.8,NA,21.3,NA,NA,NA,NA,NA,NA,NA,NA
2015-04-16,NA,NC Report,28.6,23.7,NA,NA,NA,NA,11.7,NA,13.2,NA,NA,NA,NA,NA,NA,NA,NA
2015-04-17,NA,Invymark,26.2,21.0,2.7,1.3,NA,NA,17.6,NA,19.4,NA,NA,NA,NA,NA,NA,NA,NA
2015-04-20,1000,Encuestamos,22.9,24.0,3.0,1.0,NA,NA,15.8,NA,21.2,NA,NA,NA,NA,NA,NA,NA,NA
2015-04-22,1000,MyWord,22.0,21.0,NA,NA,NA,NA,19.4,NA,17.9,NA,NA,NA,NA,NA,NA,NA,NA
2015-04-25,900,NC Report,28.6,23.8,NA,NA,NA,NA,12.0,NA,12.9,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-08,1100,Celeste-Tel,29.2,26.6,1.8,1.1,0.6,0.7,12.1,0.6,12.9,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-12,1000,Encuestamos,23.0,24.3,2.6,1.3,0.5,1.1,14.9,NA,20.7,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-12,1064,Simple Lógica,25.9,19.2,NA,1.3,NA,NA,18.9,NA,18.6,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-13,NA,JM&A,25.7,22.4,NA,NA,NA,NA,15.3,NA,17.7,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-29,1200,Invymark,25.4,22.0,2.8,1.4,NA,NA,15.2,NA,21.9,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02,2000,Metroscopia,24.5,23.0,NA,NA,NA,NA,13.0,NA,21.5,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-05,1100,Celeste-Tel,30.1,27.2,1.9,1.1,0.4,0.7,10.5,0.7,13.2,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-06,900,NC Report,29.7,24.2,1.9,1.3,0.3,0.5,11.6,NA,12.1,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-10,1026,Simple Lógica,23.8,19.4,NA,1.3,NA,NA,17.3,NA,23.3,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-14,1087,TNS Demoscopia,23.8,21.1,NA,NA,NA,NA,15.5,NA,19.2,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-17,1800,Sigma Dos,27.0,26.1,2.5,1.5,NA,NA,10.3,NA,20.2,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-19,NA,JM&A,26.8,22.7,NA,NA,NA,NA,14.7,NA,17.1,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-21,NA,TNS Demoscopia,26.6,22.0,NA,NA,NA,NA,12.8,NA,19.7,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-23,1450,Encuestamos,25.7,25.2,2.2,1.6,0.6,0.9,9.8,NA,21.4,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-26,1800,Demoscopia Servicios,29.2,24.4,1.6,1.2,0.7,0.4,11.8,NA,20.2,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-26,1200,Invymark,25.9,23.0,2.7,1.4,NA,NA,13.2,NA,23.0,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-27,900,NC Report,31.2,24.4,1.8,1.2,0.3,0.5,11.6,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA
