date,PP,PSOE,ERC,PNVEAJ,CC,BNG,Cs,VOX,Podemos,EHBildu,PACMA,PDeCAT,Comp,JuntsxCat,Naplus,MP,CUP
2015-12-10,26.5,20.75,-100,1.1,0.3,0.4,18.2,-100,17.65,-100,-100,-100,-100,-100,-100,-100,-100
2015-12-11,27.74,20.9,2.1,1.075,0.3,0.35,19.46,0.6,17.56,-100,-100,-100,-100,-100,-100,-100,-100
2015-12-12,27.549999999999997,21.4,2.0,1.0,0.3,0.4,17.9,0.4,17.35,-100,-100,-100,-100,-100,-100,-100,-100
2015-12-13,28.9,18.9,-100,-100,-100,-100,20.0,-100,17.3,-100,-100,-100,-100,-100,-100,-100,-100
2015-12-14,26.666666666666668,21.733333333333334,2.566666666666667,1.3,0.45,0.5,17.033333333333335,-100,18.8,-100,-100,-100,-100,-100,-100,-100,-100
2016-01-11,30.1,22.0,2.55,1.25,-100,-100,12.55,-100,22.4,0.95,-100,-100,-100,-100,-100,-100,-100
2016-01-12,30.0,20.4,-100,-100,-100,-100,14.7,-100,21.3,-100,-100,-100,-100,-100,-100,-100,-100
2016-01-14,30.7,21.75,-100,-100,-100,-100,14.9,-100,21.5,-100,-100,-100,-100,-100,-100,-100,-100
2016-01-15,31.3,22.066666666666663,2.5,1.1,0.3,0.3,12.299999999999999,-100,21.400000000000002,0.8500000000000001,1.0,-100,-100,-100,-100,-100,-100
2016-01-19,28.0,21.3,-100,-100,-100,-100,14.4,-100,20.3,-100,-100,-100,-100,-100,-100,-100,-100
2016-01-21,30.4,21.200000000000003,2.4,1.15,0.3,-100,12.7,-100,20.95,0.9500000000000001,-100,-100,-100,-100,-100,-100,-100
2016-01-25,29.8,19.4,-100,-100,-100,-100,10.3,-100,25.6,-100,-100,-100,-100,-100,-100,-100,-100
2016-02-04,24.0,23.3,-100,-100,-100,-100,18.5,-100,19.9,-100,-100,-100,-100,-100,-100,-100,-100
2016-02-05,27.7,22.049999999999997,2.7,1.2,0.4,0.3,17.0,-100,20.35,0.8,1.0,-100,-100,-100,-100,-100,-100
2016-02-11,27.9,20.8,2.6,1.4,0.3,-100,14.9,-100,21.4,0.7,-100,-100,-100,-100,-100,-100,-100
2016-02-16,27.1,22.3,2.4,1.2,-100,-100,14.9,-100,22.3,0.7,-100,-100,-100,-100,-100,-100,-100
2016-02-17,27.7,24.2,2.5,1.1,0.3,-100,13.9,-100,20.5,0.9,-100,-100,-100,-100,-100,-100,-100
2016-02-18,28.35,22.25,2.45,1.15,0.3,-100,14.75,-100,19.950000000000003,0.8,-100,-100,-100,-100,-100,-100,-100
2016-02-23,25.6,22.1,-100,-100,-100,-100,17.6,-100,19.8,-100,-100,-100,-100,-100,-100,-100,-100
2016-02-26,26.8,20.3,-100,-100,-100,-100,15.8,-100,22.1,-100,-100,-100,-100,-100,-100,-100,-100
2016-03-04,29.2,21.8,2.4,1.2,0.4,-100,14.9,-100,20.2,0.8,-100,-100,-100,-100,-100,-100,-100
2016-03-05,28.6,22.6,2.5,1.1,0.3,0.2,15.7,-100,19.6,0.8,1.0,-100,-100,-100,-100,-100,-100
2016-03-08,26.4,21.9,2.4,-100,-100,-100,17.8,-100,18.1,-100,-100,-100,-100,-100,-100,-100,-100
2016-03-09,26.933333333333337,22.233333333333334,2.5,1.2,0.3,-100,17.400000000000002,-100,18.066666666666666,0.8,-100,-100,-100,-100,-100,-100,-100
2016-03-10,28.2,24.2,2.9,1.2,0.3,-100,14.1,-100,18.7,0.7,-100,-100,-100,-100,-100,-100,-100
2016-03-11,29.3,22.0,2.4,1.2,0.3,-100,15.1,-100,19.8,0.8,-100,-100,-100,-100,-100,-100,-100
2016-03-14,27.0,20.9,-100,-100,-100,-100,18.0,-100,15.9,-100,-100,-100,-100,-100,-100,-100,-100
2016-03-17,29.3,22.1,2.3,1.2,0.4,-100,15.1,-100,19.5,0.8,-100,-100,-100,-100,-100,-100,-100
2016-03-20,30.1,23.2,2.6,1.2,0.3,-100,14.2,-100,19.6,0.6,-100,-100,-100,-100,-100,-100,-100
2016-03-27,29.8,22.4,2.5,1.3,0.3,-100,15.5,-100,22.3,0.7,-100,-100,-100,-100,-100,-100,-100
2016-03-30,27.6,20.15,-100,-100,-100,-100,17.85,-100,16.6,-100,-100,-100,-100,-100,-100,-100,-100
2016-03-31,30.2,22.0,2.3,1.1,-100,-100,16.2,-100,16.7,-100,-100,-100,-100,-100,-100,-100,-100
2016-04-01,28.6,21.6,-100,-100,-100,-100,15.2,-100,19.9,-100,-100,-100,-100,-100,-100,-100,-100
2016-04-02,29.8,22.1,2.5,1.3,0.3,-100,15.8,-100,22.1,0.7,-100,-100,-100,-100,-100,-100,-100
2016-04-04,29.1,21.8,2.4,1.3,0.3,-100,15.7,-100,24.0,0.7,-100,-100,-100,-100,-100,-100,-100
2016-04-05,29.1,22.2,2.7,1.1,0.3,0.2,15.9,-100,19.4,0.7,1.0,-100,-100,-100,-100,-100,-100
2016-04-06,29.1,20.4,-100,-100,-100,-100,16.45,-100,20.200000000000003,-100,-100,-100,-100,-100,-100,-100,-100
2016-04-07,29.2,23.3,2.3,1.1,0.2,-100,14.4,-100,15.5,0.8,-100,-100,-100,-100,-100,-100,-100
2016-04-09,30.0,21.4,2.4,1.3,0.3,-100,15.8,-100,23.1,0.7,-100,-100,-100,-100,-100,-100,-100
2016-04-10,28.433333333333334,21.833333333333332,2.3333333333333335,1.1,0.4,-100,16.066666666666666,-100,18.7,0.7,-100,-100,-100,-100,-100,-100,-100
2016-04-12,28.3,20.6,-100,-100,-100,-100,17.7,-100,16.9,-100,-100,-100,-100,-100,-100,-100,-100
2016-04-14,30.049999999999997,21.75,-100,-100,-100,-100,15.15,-100,19.7,-100,-100,-100,-100,-100,-100,-100,-100
2016-04-16,30.1,21.0,2.3,1.2,0.3,-100,15.6,-100,23.7,0.7,-100,-100,-100,-100,-100,-100,-100
2016-04-20,30.3,23.0,2.6,1.1,0.3,-100,14.2,-100,19.4,0.6,-100,-100,-100,-100,-100,-100,-100
2016-04-22,28.55,21.549999999999997,2.6,1.1,-100,-100,16.1,-100,20.1,-100,-100,-100,-100,-100,-100,-100,-100
2016-04-23,30.2,20.9,2.3,1.2,0.3,-100,15.5,-100,24.1,0.8,-100,-100,-100,-100,-100,-100,-100
2016-04-28,29.0,20.3,-100,-100,-100,-100,16.9,-100,22.3,-100,-100,-100,-100,-100,-100,-100,-100
2016-04-29,29.2,21.299999999999997,2.2,1.3,0.4,-100,14.7,-100,20.799999999999997,0.9,-100,-100,-100,-100,-100,-100,-100
2016-04-30,30.1,20.7,2.0,1.3,0.3,-100,15.3,-100,24.5,0.8,-100,-100,-100,-100,-100,-100,-100
2016-05-02,30.0,22.8,2.4,1.2,0.3,0.3,14.1,-100,23.9,0.6,-100,-100,-100,-100,-100,-100,-100
2016-05-06,29.2,22.4,2.4,1.2,0.3,0.2,15.5,-100,24.2,0.9,1.0,-100,-100,-100,-100,-100,-100
2016-05-07,30.2,20.8,2.1,1.2,0.3,-100,15.0,-100,24.7,0.8,-100,-100,-100,-100,-100,-100,-100
2016-05-10,29.9,21.5,-100,-100,-100,-100,17.7,-100,14.2,-100,-100,-100,-100,-100,-100,-100,-100
2016-05-12,30.2,21.0,2.2,1.1,0.3,-100,14.7,-100,24.9,0.9,-100,-100,-100,-100,-100,-100,-100
2016-05-13,30.8,19.7,-100,-100,-100,-100,14.7,-100,23.7,-100,-100,-100,-100,-100,-100,-100,-100
2016-05-17,29.4,21.2,2.2,1.1,0.3,-100,15.1,-100,24.3,0.9,-100,-100,-100,-100,-100,-100,-100
2016-05-18,28.85,21.0,2.5,1.2,0.3,-100,14.85,-100,23.6,0.8,-100,-100,-100,-100,-100,-100,-100
2016-05-20,29.95,21.55,2.3,1.15,0.3,0.2,14.7,-100,24.549999999999997,0.8500000000000001,1.1,-100,-100,-100,-100,-100,-100
2016-05-22,29.75,22.049999999999997,2.4,1.15,0.25,0.2,14.25,-100,24.4,0.75,-100,-100,-100,-100,-100,-100,-100
2016-05-24,29.2,20.7,-100,-100,-100,-100,14.2,-100,24.8,-100,-100,-100,-100,-100,-100,-100,-100
2016-05-25,29.8,20.4,-100,-100,-100,-100,14.7,-100,24.4,-100,-100,-100,-100,-100,-100,-100,-100
2016-05-26,29.6,21.6,2.4,1.2,0.3,-100,14.8,-100,22.5,0.9,-100,-100,-100,-100,-100,-100,-100
2016-05-27,30.5,21.3,2.2,1.1,0.3,-100,14.2,-100,24.7,0.8,-100,-100,-100,-100,-100,-100,-100
2016-06-01,28.2,22.0,-100,-100,-100,-100,15.55,-100,24.0,-100,-100,-100,-100,-100,-100,-100,-100
2016-06-02,31.0,20.3,2.6,1.3,-100,-100,14.0,-100,23.7,-100,-100,-100,-100,-100,-100,-100,-100
2016-06-03,29.1,21.5,2.3,1.1,0.3,-100,14.65,-100,24.4,0.8,-100,-100,-100,-100,-100,-100,-100
2016-06-05,30.4,21.9,2.3,1.3,0.2,0.2,13.6,-100,23.6,0.7,-100,-100,-100,-100,-100,-100,-100
2016-06-07,28.799999999999997,21.65,2.3499999999999996,1.2,0.3,0.2,14.9,-100,24.45,0.9,1.0,-100,-100,-100,-100,-100,-100
2016-06-08,28.9,20.8,-100,-100,-100,-100,15.9,-100,25.4,-100,-100,-100,-100,-100,-100,-100,-100
2016-06-09,29.5,21.4,2.4,1.05,0.3,-100,13.9,-100,25.200000000000003,0.9,-100,-100,-100,-100,-100,-100,-100
2016-06-10,29.700000000000003,21.73333333333333,2.3,1.1,0.3,-100,14.299999999999999,-100,24.633333333333336,0.8,-100,-100,-100,-100,-100,-100,-100
2016-06-12,29.0,21.3,-100,-100,-100,-100,15.6,-100,24.5,-100,-100,-100,-100,-100,-100,-100,-100
2016-06-13,28.0,21.0,-100,-100,-100,-100,14.9,-100,24.9,-100,-100,-100,-100,-100,-100,-100,-100
2016-06-14,28.933333333333334,21.400000000000002,2.3,1.15,0.3,0.2,14.766666666666666,-100,24.73333333333333,0.8500000000000001,1.0,-100,-100,-100,-100,-100,-100
2016-06-15,29.02,21.06,-100,-100,-100,-100,15.059999999999999,-100,24.8,-100,-100,-100,-100,-100,-100,-100,-100
2016-06-16,29.72,20.880000000000003,2.3666666666666667,1.2,0.3,0.2,14.379999999999999,-100,24.68,0.8,0.8,-100,-100,-100,-100,-100,-100
2016-06-17,29.916666666666668,21.21666666666667,2.2749999999999995,1.15,0.275,0.2,14.333333333333334,-100,24.900000000000002,0.8,0.8,-100,-100,-100,-100,-100,-100
2016-06-18,28.8,21.6,-100,-100,-100,-100,15.4,-100,23.7,-100,-100,-100,-100,-100,-100,-100,-100
2016-06-19,29.65,21.2,2.2,1.2,0.2,0.2,14.274999999999999,-100,24.675,0.8,-100,-100,-100,-100,-100,-100,-100
2016-06-20,29.733333333333334,21.566666666666666,2.7,1.1,-100,0.3,14.5,-100,24.366666666666664,0.9,-100,-100,-100,-100,-100,-100,-100
2016-06-21,28.5,21.5,-100,-100,-100,-100,15.2,-100,23.7,-100,-100,-100,-100,-100,-100,-100,-100
2016-06-22,28.2,21.7,-100,-100,-100,-100,15.2,-100,23.6,-100,-100,-100,-100,-100,-100,-100,-100
2016-06-23,28.0,21.8,-100,-100,-100,-100,15.2,-100,24.0,-100,-100,-100,-100,-100,-100,-100,-100
2016-06-24,29.549999999999997,21.700000000000003,2.8,1.2,0.3,-100,14.05,-100,24.25,0.9,-100,-100,-100,-100,-100,-100,-100
2016-06-25,28.7,21.6,-100,-100,-100,-100,14.5,-100,23.9,-100,-100,-100,-100,-100,-100,-100,-100
2016-07-11,32.5,23.1,2.9,1.2,0.1,-100,12.0,-100,19.6,0.9,-100,1.7,-100,-100,-100,-100,-100
2016-07-15,33.5,22.3,-100,-100,-100,-100,14.1,-100,21.6,-100,-100,-100,-100,-100,-100,-100,-100
2016-07-25,34.1,22.2,2.9,1.2,0.3,-100,12.3,-100,21.0,0.7,-100,2.0,-100,-100,-100,-100,-100
2016-08-10,35.4,22.8,-100,-100,-100,-100,12.3,-100,21.3,-100,-100,-100,-100,-100,-100,-100,-100
2016-08-27,34.0,22.3,2.5,1.3,0.3,0.2,12.7,-100,20.9,0.8,1.3,2.0,-100,-100,-100,-100,-100
2016-09-03,34.8,22.4,2.8,1.2,0.3,-100,12.1,-100,20.7,0.8,-100,1.9,-100,-100,-100,-100,-100
2016-09-07,34.7,22.5,-100,-100,-100,-100,11.5,-100,19.5,-100,-100,-100,-100,-100,-100,-100,-100
2016-09-08,34.8,21.3,-100,-100,-100,-100,12.0,-100,21.1,-100,-100,-100,-100,-100,-100,-100,-100
2016-09-09,33.9,21.1,2.7,1.2,0.3,-100,12.9,-100,20.5,0.8,-100,2.1,-100,-100,-100,-100,-100
2016-09-14,33.5,22.85,-100,-100,-100,-100,12.850000000000001,-100,20.3,-100,-100,-100,-100,-100,-100,-100,-100
2016-09-28,35.4,19.8,2.7,1.4,0.4,-100,11.5,-100,20.9,1.0,-100,2.1,-100,-100,-100,-100,-100
2016-09-30,35.099999999999994,19.25,2.8,1.4,0.35,-100,13.25,-100,21.1,0.95,-100,2.0,-100,-100,-100,-100,-100
2016-10-06,36.150000000000006,20.25,2.8,1.2,0.3,0.2,12.15,-100,21.1,0.8,1.3,2.0,-100,-100,-100,-100,-100
2016-10-07,36.6,19.65,-100,-100,-100,-100,12.2,-100,19.6,-100,-100,-100,-100,-100,-100,-100,-100
2016-10-10,34.5,17.0,3.0,1.3,0.5,-100,12.8,-100,21.8,0.8,-100,1.7,-100,-100,-100,-100,-100
2016-10-11,36.8,15.9,-100,-100,-100,-100,13.9,-100,23.5,-100,-100,-100,-100,-100,-100,-100,-100
2016-10-13,37.8,18.0,-100,-100,-100,-100,11.6,-100,22.1,-100,-100,-100,-100,-100,-100,-100,-100
2016-10-20,35.0,14.0,-100,-100,-100,-100,14.0,-100,26.0,-100,-100,-100,-100,-100,-100,-100,-100
2016-11-07,36.2,20.4,2.8,1.2,0.3,0.2,12.8,-100,20.2,0.9,1.3,2.0,-100,-100,-100,-100,-100
2016-11-08,34.1,17.6,-100,-100,-100,-100,14.5,-100,22.9,-100,-100,-100,-100,-100,-100,-100,-100
2016-11-11,35.7,17.9,-100,-100,-100,-100,13.0,-100,23.1,-100,-100,-100,-100,-100,-100,-100,-100
2016-11-12,36.8,18.1,-100,-100,-100,-100,14.0,-100,18.2,-100,-100,-100,-100,-100,-100,-100,-100
2016-11-19,36.9,19.5,2.8,1.1,0.3,-100,11.4,-100,20.6,0.9,-100,1.6,-100,-100,-100,-100,-100
2016-11-22,33.8,18.6,-100,-100,-100,-100,12.4,-100,22.5,-100,-100,-100,-100,-100,-100,-100,-100
2016-11-30,34.2,17.9,-100,-100,-100,-100,14.5,-100,22.9,-100,-100,-100,-100,-100,-100,-100,-100
2016-12-02,33.349999999999994,19.8,2.8,1.3,0.3,-100,13.9,-100,22.65,0.7,-100,1.3,-100,-100,-100,-100,-100
2016-12-07,34.9,20.049999999999997,2.8,1.2,0.3,0.2,13.6,-100,20.85,0.9,1.4,1.9,-100,-100,-100,-100,-100
2016-12-16,34.1,19.2,2.8,1.2,0.3,-100,14.2,-100,21.6,0.9,-100,2.1,-100,-100,-100,-100,-100
2016-12-17,36.9,19.3,2.7,1.1,0.3,-100,11.6,-100,21.2,1.0,-100,1.8,-100,-100,-100,-100,-100
2016-12-29,33.9,19.1,2.7,1.35,0.3,-100,14.05,-100,21.8,0.8,-100,1.45,-100,-100,-100,-100,-100
2017-01-04,34.9,19.9,2.9,1.3,0.3,-100,13.3,-100,20.6,1.0,-100,1.8,-100,-100,-100,-100,-100
2017-01-09,35.9,20.7,2.8,1.2,0.3,0.2,12.4,-100,20.3,0.9,1.4,1.9,-100,-100,-100,-100,-100
2017-01-12,33.1,18.85,3.0,1.8,0.2,-100,13.95,-100,21.7,0.9,-100,1.7,-100,-100,-100,-100,-100
2017-02-02,35.5,20.15,2.75,1.15,0.3,-100,12.65,-100,20.8,0.9,-100,1.7000000000000002,-100,-100,-100,-100,-100
2017-02-06,32.7,21.8,-100,-100,-100,-100,12.6,-100,20.5,-100,-100,-100,-100,-100,-100,-100,-100
2017-02-07,35.7,21.3,2.8,1.2,0.3,0.2,12.1,-100,19.7,0.9,1.4,1.8,-100,-100,-100,-100,-100
2017-02-10,31.0,21.4,-100,-100,-100,-100,13.7,-100,22.6,-100,-100,-100,-100,-100,-100,-100,-100
2017-02-17,32.5,18.6,3.0,1.4,0.3,-100,15.4,-100,20.2,0.9,-100,1.5,-100,-100,-100,-100,-100
2017-02-22,32.2,21.1,2.8,-100,-100,-100,14.0,-100,21.7,-100,-100,1.4,-100,-100,-100,-100,-100
2017-03-02,34.3,20.2,2.6,1.3,-100,-100,12.6,-100,21.7,-100,-100,1.6,-100,-100,-100,-100,-100
2017-03-07,35.6,22.1,2.8,1.2,0.3,0.2,12.1,-100,19.3,0.9,1.4,1.6,-100,-100,-100,-100,-100
2017-03-09,30.549999999999997,19.95,-100,-100,-100,-100,16.1,-100,20.75,-100,-100,-100,-100,-100,-100,-100,-100
2017-03-15,31.0,20.0,-100,-100,-100,-100,16.2,-100,19.9,-100,-100,-100,-100,-100,-100,-100,-100
2017-03-17,37.0,20.8,2.7,1.1,0.3,-100,11.3,-100,20.2,1.0,-100,1.6,-100,-100,-100,-100,-100
2017-03-26,30.7,22.6,-100,-100,-100,-100,14.0,-100,20.3,-100,-100,-100,-100,-100,-100,-100,-100
2017-04-06,30.2,20.2,-100,-100,-100,-100,17.4,-100,20.7,-100,-100,-100,-100,-100,-100,-100,-100
2017-04-07,35.1,22.3,2.8,1.1,0.3,0.2,12.9,-100,19.2,0.9,1.3,1.5,-100,-100,-100,-100,-100
2017-04-08,31.5,19.9,2.9,1.1,0.3,-100,14.9,-100,19.7,1.1,-100,2.0,-100,-100,-100,-100,-100
2017-04-10,30.8,23.8,-100,-100,-100,-100,13.9,-100,19.3,-100,-100,-100,-100,-100,-100,-100,-100
2017-04-11,36.8,21.0,2.7,1.0,0.3,-100,11.8,-100,20.2,0.9,-100,1.5,-100,-100,-100,-100,-100
2017-04-12,31.6,21.2,2.8,1.3,0.4,-100,16.7,-100,19.4,0.8,-100,1.9,-100,-100,-100,-100,-100
2017-05-05,34.8,22.5,2.8,1.2,0.3,0.2,12.7,-100,19.3,0.9,1.2,1.5,-100,-100,-100,-100,-100
2017-05-10,31.1,23.5,2.6,1.2,-100,-100,14.3,-100,21.6,-100,-100,1.0,-100,-100,-100,-100,-100
2017-05-12,30.9,22.3,-100,-100,-100,-100,14.8,-100,19.8,-100,-100,-100,-100,-100,-100,-100,-100
2017-06-01,30.299999999999997,23.5,2.8499999999999996,1.25,0.3,-100,15.6,-100,19.025,0.8500000000000001,-100,1.5,-100,-100,-100,-100,-100
2017-06-07,31.9,23.5,2.8,1.2,0.3,0.2,14.5,-100,19.0,1.0,1.6,1.4,-100,-100,-100,-100,-100
2017-06-09,29.9,25.3,-100,-100,-100,-100,16.8,-100,18.6,-100,-100,-100,-100,-100,-100,-100,-100
2017-06-16,26.7,24.2,3.3,1.2,0.5,-100,18.1,-100,19.1,0.9,-100,2.0,-100,-100,-100,-100,-100
2017-06-28,28.2,23.3,-100,-100,-100,-100,17.3,-100,19.05,-100,-100,-100,-100,-100,-100,-100,-100
2017-07-07,31.6,24.4,2.9,1.1,0.3,0.2,15.1,-100,18.8,0.8,1.4,1.3,-100,-100,-100,-100,-100
2017-07-09,34.2,22.3,2.9,1.0,0.3,-100,13.9,-100,19.1,0.9,-100,1.2,-100,-100,-100,-100,-100
2017-07-10,28.0,24.5,2.9,1.0,0.4,-100,15.85,-100,20.35,0.8,-100,1.7,-100,-100,-100,-100,-100
2017-07-12,29.2,23.6,-100,-100,-100,-100,14.5,-100,19.0,-100,-100,-100,-100,-100,-100,-100,-100
2017-07-18,26.9,22.0,-100,-100,-100,-100,18.5,-100,19.7,-100,-100,-100,-100,-100,-100,-100,-100
2017-08-07,31.1,25.0,2.9,1.2,0.3,0.2,14.9,-100,18.9,0.9,1.3,1.4,-100,-100,-100,-100,-100
2017-09-07,30.85,26.25,2.3,1.2,-100,-100,13.399999999999999,-100,18.5,-100,-100,1.3,-100,-100,-100,-100,-100
2017-09-08,31.4,24.65,3.2,1.2999999999999998,0.3,0.2,15.350000000000001,-100,18.5,0.8,1.3,1.3,-100,-100,-100,-100,-100
2017-09-14,30.1,25.0,-100,-100,-100,-100,15.8,-100,18.8,-100,-100,-100,-100,-100,-100,-100,-100
2017-10-06,29.8,21.8,3.1,1.2,0.3,-100,19.5,-100,17.9,1.0,-100,1.8,-100,-100,-100,-100,-100
2017-10-10,29.15,23.9,2.8,1.2,0.3,0.2,18.95,-100,17.35,0.9,1.4,1.3,-100,-100,-100,-100,-100
2017-10-11,28.95,24.1,2.7,1.3,0.3,-100,17.5,-100,17.7,0.7,-100,1.6,-100,-100,-100,-100,-100
2017-10-14,31.4,22.0,3.0,1.1,0.3,-100,17.8,-100,17.5,0.8,-100,1.3,-100,-100,-100,-100,-100
2017-10-20,30.0,24.9,-100,-100,-100,-100,14.6,-100,19.5,-100,-100,-100,-100,-100,-100,-100,-100
2017-10-26,31.4,26.0,3.0,1.4,-100,-100,16.7,-100,15.3,-100,-100,1.4,-100,-100,-100,-100,-100
2017-11-02,30.3,25.1,-100,-100,-100,-100,15.8,-100,17.5,-100,-100,-100,-100,-100,-100,-100,-100
2017-11-03,27.5,24.8,2.1,1.0,0.3,-100,20.6,2.0,15.7,0.6,-100,1.7,-100,-100,-100,-100,-100
2017-11-08,26.6,23.75,-100,-100,-100,-100,22.15,-100,14.899999999999999,-100,-100,-100,-100,-100,-100,-100,-100
2017-11-10,30.3,24.2,2.7,1.2,0.3,0.2,17.5,-100,17.7,0.9,1.3,1.3,-100,-100,-100,-100,-100
2017-12-07,30.2,24.7,-100,-100,-100,-100,17.7,-100,17.4,-100,-100,-100,-100,-100,-100,-100,-100
2017-12-13,24.8,23.8,-100,-100,-100,-100,22.8,-100,16.3,-100,-100,-100,-100,-100,-100,-100,-100
2017-12-29,24.1,22.5,3.5,1.1,0.5,-100,23.9,1.7,16.2,0.7,1.4,1.9,-100,-100,-100,-100,-100
2017-12-30,30.0,23.8,3.0,1.1,0.3,-100,18.8,-100,16.1,0.8,-100,1.3,-100,-100,-100,-100,-100
2018-01-05,29.8,25.1,2.5,1.2,0.3,0.2,18.6,-100,16.9,0.9,1.2,1.7,-100,-100,-100,-100,-100
2018-01-08,21.8,23.4,-100,-100,-100,-100,24.1,-100,17.8,-100,-100,-100,-100,-100,-100,-100,-100
2018-01-11,23.95,22.9,2.9,1.3,0.3,-100,26.65,-100,14.899999999999999,0.7,-100,1.9,-100,-100,-100,-100,-100
2018-01-14,26.3,23.1,3.4,1.2,0.2,-100,20.7,-100,19.0,0.8,-100,2.0,-100,-100,-100,-100,-100
2018-02-07,24.0,22.549999999999997,2.9,1.2,0.3,-100,27.15,-100,15.9,0.8,-100,1.8,-100,-100,-100,-100,-100
2018-02-08,21.9,20.1,-100,-100,-100,-100,28.3,-100,16.8,-100,-100,-100,-100,-100,-100,-100,-100
2018-02-09,28.9,25.5,2.7,1.3,0.3,0.2,19.3,-100,16.5,0.9,1.2,1.6,-100,-100,-100,-100,-100
2018-02-14,24.5,21.3,-100,-100,-100,-100,22.1,-100,16.6,-100,-100,-100,-100,-100,-100,-100,-100
2018-02-27,21.4,21.5,3.0,1.1,1.0,-100,28.5,-100,17.0,0.8,2.0,1.7,-100,-100,-100,-100,-100
2018-03-02,27.9,24.0,2.8,1.2,0.3,-100,22.1,-100,15.8,0.8,-100,1.5,-100,-100,-100,-100,-100
2018-03-05,21.5,19.4,-100,-100,-100,-100,28.9,-100,17.0,-100,-100,-100,-100,-100,-100,-100,-100
2018-03-07,23.3,22.65,2.6,1.3,0.3,0.2,26.55,-100,16.75,0.9,1.2,1.6,-100,-100,-100,-100,-100
2018-03-14,23.8,22.1,2.9,1.4,0.3,-100,27.3,-100,16.7,0.6,-100,1.6,-100,-100,-100,-100,-100
2018-03-16,24.7,20.4,-100,-100,-100,-100,23.8,-100,16.0,-100,-100,-100,-100,-100,-100,-100,-100
2018-03-27,23.3,19.7,3.3,1.2,-100,-100,26.7,-100,18.4,-100,-100,1.3,-100,-100,-100,-100,-100
2018-03-29,21.9,19.4,-100,-100,-100,-100,27.4,-100,16.2,-100,-100,-100,-100,-100,-100,-100,-100
2018-04-05,20.4,19.1,-100,-100,-100,-100,28.7,-100,18.3,-100,-100,-100,-100,-100,-100,-100,-100
2018-04-06,24.9,24.1,2.9,1.2,0.3,-100,24.0,-100,16.6,0.9,-100,1.5,-100,-100,-100,-100,-100
2018-04-09,19.0,20.2,-100,-100,-100,-100,29.9,-100,17.6,-100,-100,-100,-100,-100,-100,-100,-100
2018-04-13,26.3,23.5,2.9,1.1,0.3,-100,24.3,-100,16.2,0.8,-100,1.4,-100,-100,-100,-100,-100
2018-04-18,21.0,20.5,3.0,-100,-100,-100,28.5,-100,18.1,-100,-100,2.0,-100,-100,-100,-100,-100
2018-04-30,26.0,24.9,3.6,1.2,0.3,-100,19.7,-100,17.7,0.8,-100,1.5,-100,-100,-100,-100,-100
2018-05-09,19.5,19.0,-100,-100,-100,-100,29.1,-100,19.8,-100,-100,-100,-100,-100,-100,-100,-100
2018-05-10,20.9,20.1,-100,-100,-100,-100,29.6,-100,17.2,-100,-100,-100,-100,-100,-100,-100,-100
2018-05-25,25.6,23.6,2.9,1.1,0.3,-100,24.4,-100,15.8,0.8,-100,1.4,-100,-100,-100,-100,-100
2018-05-26,16.8,20.3,3.3,1.4,0.4,-100,28.5,1.9,19.3,1.0,1.5,1.5,-100,-100,-100,-100,-100
2018-05-28,18.75,21.8,2.7,1.25,0.3,-100,26.3,3.1,19.9,0.9,2.0,1.75,-100,-100,-100,-100,-100
2018-06-02,18.0,22.0,2.9,1.2,0.3,0.3,24.2,2.5,20.9,1.3,2.0,1.4,-100,-100,-100,-100,-100
2018-06-07,17.1,25.2,3.0,1.3,0.3,0.3,22.5,2.1,20.5,1.2,2.1,1.3,-100,-100,-100,-100,-100
2018-06-08,23.5,27.099999999999998,3.1,1.1,0.3,0.2,22.633333333333336,1.1,15.666666666666666,0.8500000000000001,1.35,1.55,-100,-100,-100,-100,-100
2018-06-09,25.5,24.9,3.1,1.2,0.3,-100,21.0,-100,16.7,0.8,-100,1.5,-100,-100,-100,-100,-100
2018-06-12,24.9,27.1,-100,-100,-100,-100,20.6,-100,14.6,-100,-100,-100,-100,-100,-100,-100,-100
2018-06-13,21.0,28.6,2.6,-100,-100,-100,22.8,-100,16.6,-100,-100,1.6,-100,-100,-100,-100,-100
2018-06-22,19.5,23.9,2.9,1.3,0.5,-100,25.3,2.1,16.9,0.8,1.6,1.3,-100,-100,-100,-100,-100
2018-06-30,25.2,26.3,3.1,1.2,0.3,-100,20.6,-100,16.2,0.8,-100,1.4,-100,-100,-100,-100,-100
2018-07-06,21.45,27.15,3.1,1.1,0.3,0.2,23.3,-100,17.5,0.9,1.1,1.6,-100,-100,-100,-100,-100
2018-07-10,20.4,29.9,3.9,1.2,0.2,-100,20.4,-100,15.6,0.6,-100,1.3,-100,-100,-100,-100,-100
2018-07-12,22.3,26.3,3.2,1.1,-100,-100,24.2,-100,16.1,-100,-100,1.2,-100,-100,-100,-100,-100
2018-07-22,21.0,26.1,3.1,1.3,-100,-100,20.8,1.7,18.5,0.9,1.7,1.4,-100,-100,-100,-100,-100
2018-07-25,25.75,25.950000000000003,2.5,1.3,0.6,-100,20.450000000000003,-100,16.450000000000003,0.7,-100,1.8,-100,-100,-100,-100,-100
2018-07-26,26.2,27.9,3.0,1.1,0.3,-100,19.6,-100,15.1,0.8,-100,1.9,-100,-100,-100,-100,-100
